书籍详情链接,图片链接,图书中文名,图书别名,评分,评价数,概况,相关信息,作者,图书类别
https://book.douban.com/subject/2297697/,https://img1.doubanio.com/view/subject/s/public/s2756239.jpg,ZOO, ,8.6,42083,噩梦中的一丝温度,[日] 乙一   李颖秋   当代世界出版社   2007-10   20.00元,乙一,乙一 日本 推理 恐怖 小说 日本文学 短篇集 ZOO
https://book.douban.com/subject/25884880/,https://img2.doubanio.com/view/subject/s/public/s28313152.jpg,我不知道该说什么，关于死亡还是爱情,Voices from Chernobyl,9.1,17087,真实记录切尔诺贝利核灾难事件,[白俄] S·A·阿列克谢耶维奇   方祖芳   花城出版社   2014-6-15   34.80元,S·A·阿列克谢耶维奇,切尔诺贝利 纪实文学 纪实 诺贝尔文学奖 S.A.阿列克谢耶维奇 外国文学 阿列克谢耶维奇 白俄罗斯
https://book.douban.com/subject/2008284/,https://img2.doubanio.com/view/subject/s/public/s3922462.jpg,佐贺的超级阿嬷, ,8.7,21861,乐观的外婆却总有神奇的办法,[日] 岛田洋七   陈宝莲   南海出版公司   2007-3   20.00元,岛田洋七,佐贺的超级阿嬷 日本 日本文学 励志 笑对人生！ 生活 岛田洋七 爱
https://book.douban.com/subject/1762869/,https://img2.doubanio.com/view/subject/s/public/s1670411.jpg,如彗星划过夜空,近距离看美国之四 ,8.9,10563, ,林达   生活·读书·新知三联书店   2006-3   21.00元,林达,林达 美国 政治 历史 民主 文化 社会 随笔
https://book.douban.com/subject/3311253/,https://img9.doubanio.com/view/subject/s/public/s3380714.jpg,额尔古纳河右岸, ,9.0,18393,东北少数民族鄂温克人生存现状及百年沧桑,迟子建   北京十月文艺出版社   2005-12-1   29.00元,迟子建,迟子建 茅盾文学奖 鄂温克 额尔古纳河右岸 民族 小说 中国文学 当代文学
https://book.douban.com/subject/1422833/,https://img1.doubanio.com/view/subject/s/public/s1641357.jpg,多情剑客无情剑(上、中、下), ,8.7,20413,流水滔滔斩不断，情丝百结冲不破,古龙   海天出版社   1991-12-01   49.8,古龙,古龙 武侠 小李飞刀 武侠小说 小说 多情剑客无情剑 李寻欢 中国
https://book.douban.com/subject/3391248/,https://img3.doubanio.com/view/subject/s/public/s3511590.jpg,金阁寺,金閣寺,8.7,27948,他的犯罪动机是对美的嫉妒,[日] 三岛由纪夫   唐月梅   上海译文出版社   2009-1   24.00,三岛由纪夫,三岛由纪夫 日本文学 日本 小说 金阁寺 三島由紀夫 文学 美学
https://book.douban.com/subject/26357614/,https://img2.doubanio.com/view/subject/s/public/s28061231.jpg,海风中失落的血色馈赠,The Lost Salt Gift of Blood,9.0,14962,男女之间、父母与子女之间紧密的纽带和难以逾越的鸿沟,[加拿大] 阿利斯泰尔·麦克劳德   陈以侃   上海文艺出版社   2015-6-1   CNY 20.00,阿利斯泰尔·麦克劳德,阿利斯泰尔·麦克劳德 短篇小说 外国文学 加拿大文学 加拿大 小说 短经典 文学
https://book.douban.com/subject/1006197/,https://img1.doubanio.com/view/subject/s/public/s27009357.jpg,哈姆莱特,Hamlet,8.6,41152,生存还是毁灭，这是一个值得思考的问题,[英] 莎士比亚   朱生豪   人民文学出版社   2001-1   7.00元,莎士比亚,莎士比亚 戏剧 哈姆莱特 外国文学 经典 英国 悲剧 名著
https://book.douban.com/subject/30142261/,https://img3.doubanio.com/view/subject/s/public/s29738720.jpg,长日将尽,The Remains of the Day,8.9,20177, ,[英] 石黑一雄   冯涛   上海译文出版社   2018-5   48.00元,石黑一雄,石黑一雄 诺贝尔奖 小说 英国文学 日本 英国 外国文学 长篇小说
https://book.douban.com/subject/1043815/,https://img3.doubanio.com/view/subject/s/public/s1146040.jpg,骆驼祥子, ,8.4,176569,旧中国老北京贫苦市民的典型命运,老舍   人民文学出版社   2000-3-1   12.00,老舍,老舍 骆驼祥子 中国文学 社会 经典 小说 名著 人生
https://book.douban.com/subject/22714154/,https://img1.doubanio.com/view/subject/s/public/s26037307.jpg,繁花, ,8.7,27202,海上繁花，请静观静读,金宇澄   上海文艺出版社   2013-3   48.00元,金宇澄,上海 金宇澄 小说 繁花 中国当代文学 中国文学 茅盾文学奖 文学
https://book.douban.com/subject/26295448/,https://img9.doubanio.com/view/subject/s/public/s28033064.jpg,你一生的故事,Stories of Your Life and Others,8.7,28317,特德·姜科幻小说集,[美] 特德·姜   李克勤   译林出版社   2015-5   36.00元,特德·姜,科幻 科幻小说 特德·姜 小说 美国 哲学 外国文学 美国文学
https://book.douban.com/subject/26586492/,https://img1.doubanio.com/view/subject/s/public/s28284337.jpg,火星救援,The Martian,8.9,15435,跟火星来一场不是你死就是我活的过家家游戏,[美] 安迪·威尔   陈灼   译林出版社   2015-10   38.00,安迪·威尔,科幻 科幻小说 小说 美国 火星救援 外星求生 安迪·威尔 外国文学
https://book.douban.com/subject/1277981/,https://img9.doubanio.com/view/subject/s/public/s1314606.jpg,社会契约论,Du Contrat Social,8.8,16539,一个国家只能有一个契约,卢梭   何兆武   商务印书馆   2003-2-1   18.00元,卢梭,卢梭 政治学 哲学 社会学 政治哲学 政治 经典 法国
https://book.douban.com/subject/1085470/,https://img9.doubanio.com/view/subject/s/public/s1817666.jpg,海底两万里, ,8.5,93539,你听说过鹦鹉螺号吗？,[法国] 儒尔·凡尔纳   沈国华   译林出版社   2002-9   19.50元,儒尔·凡尔纳,科幻 海底两万里 科幻小说 凡尔纳 儒勒·凡尔纳 外国文学 小说 法国
https://book.douban.com/subject/3607117/,https://img1.doubanio.com/view/subject/s/public/s3667048.jpg,稻草人手记, ,8.9,17732,三毛在加纳利群岛上的生活,三毛   北京十月文艺出版社   2009-3   18.00元,三毛,三毛 散文 稻草人手记 随笔 台湾 中国文学 散文杂文随笔 文学
https://book.douban.com/subject/26963321/,https://img2.doubanio.com/view/subject/s/public/s29425921.jpg,步履不停,歩いても、歩いても,8.7,33347,人生路上，步履不停，总有那么一点来不及,[日] 是枝裕和   郑有杰   北京联合出版公司   2017-5   36.80元,是枝裕和,是枝裕和 日本文学 日本 步履不停 小说 文学 好书，值得一读 我想读这本书
https://book.douban.com/subject/3131626/,https://img1.doubanio.com/view/subject/s/public/s3286369.jpg,荒原狼, ,9.0,15586,“超现实主义”风格作品，德国的《尤利西斯》,[德]赫尔曼·黑塞   赵登荣   上海译文出版社   2008-7   13.00,赫尔曼·黑塞,赫尔曼·黑塞 黑塞 小说 德国 德国文学 诺贝尔文学奖 外国文学 文学
https://book.douban.com/subject/1119522/,https://img2.doubanio.com/view/subject/s/public/s1095383.jpg,呼啸山庄,Wuthering Heights,8.4,109944,近乎暴虐的爱与恨,艾米莉·勃朗特   张扬   人民文学出版社   1999-01-01   27.30元,艾米莉·勃朗特,呼啸山庄 外国文学 爱情 经典 小说 英国 名著 外国名著
https://book.douban.com/subject/1424741/,https://img1.doubanio.com/view/subject/s/public/s1436379.jpg,心是孤独的猎手,The Heart Is a Lonely Hunter,8.5,29851,镇上有两个哑巴，他们总是在一起,[美] 卡森·麦卡勒斯   陈笑黎   上海三联书店   2005-8   25.00元,卡森·麦卡勒斯,卡森·麦卡勒斯 心是孤独的猎手 小说 外国文学 美国 孤独 美国文学 文学
https://book.douban.com/subject/26704403/,https://img9.doubanio.com/view/subject/s/public/s28397415.jpg,二手时间,Время секонд хэнд,8.8,17846,用最为细小的马赛克拼出了一幅完整的后苏联时代图景,[白俄] S. A. 阿列克谢耶维奇   吕宁思   中信出版集团   2016-1   55.00元,S.A.阿列克谢耶维奇,纪实 历史 苏联 阿列克谢耶维奇 外国文学 社会 白俄罗斯文学 社会学
https://book.douban.com/subject/3057556/,https://img1.doubanio.com/view/subject/s/public/s28036829.jpg,狂热分子,True Believer : Thoughts on the Nature of Mass Movements,8.9,12705,探讨群众运动的共有特征,[美] 埃里克·霍弗   梁永安   广西师范大学出版社   2011-6   34.00元,埃里克·霍弗,社会学 社会心理学 群体心理学 心理学 狂热分子 政治学 社会 政治
https://book.douban.com/subject/10738023/,https://img9.doubanio.com/view/subject/s/public/s9110246.jpg,了不起的盖茨比,The Great Gatsby,8.7,38616, ,[美] 斯科特·菲茨杰拉德   邓若虚   南海出版公司   2012-5   25.00元,斯科特·菲茨杰拉德,菲茨杰拉德 美国文学 小说 美国梦 幻灭 了不起的盖茨比 外国文学 F.S.菲茨杰拉德
https://book.douban.com/subject/33658616/,https://img1.doubanio.com/view/subject/s/public/s33317677.jpg,克莱因壶,クラインの壷,8.8,25674, ,[日]冈岛二人   张舟   化学工业出版社   2019-9   48.00元,冈岛二人,科幻 科幻推理 推理 日本 冈岛二人 推理小说 日系推理 日本推理
https://book.douban.com/subject/1073708/,https://img9.doubanio.com/view/subject/s/public/s1075414.jpg,牡丹亭, ,9.0,11896,不到园林，怎知春色如许,汤显祖   人民文学出版社   1963-4-1   14.50元,汤显祖,古典文学 牡丹亭 汤显祖 戏剧 中国古典文学 昆曲 戏曲 中国文学
https://book.douban.com/subject/1037602/,https://img9.doubanio.com/view/subject/s/public/s1027286.jpg,别闹了，费曼先生,"Surely You’re Joking, Mr. Feynman!: Adventures of a Curious Character",8.9,10070,科学顽童的故事,[美] 理查德·费曼   吴程远   生活·读书·新知三联书店   1997-12   22.00元,理查德·费曼,传记 费曼 科普 物理 别闹了，费曼先生 人物 自传 科学家
https://book.douban.com/subject/1077528/,https://img9.doubanio.com/view/subject/s/public/s8879166.jpg,通往奴役之路,The Road to Serfdom,8.8,14516,古典自由主义杰作,弗里德利希・冯・哈耶克   王明毅   中国社会科学出版社   1997-08-01   16.00,弗里德利希・冯・哈耶克,哈耶克 自由主义 经济学 政治经济学 政治 哲学 经济 经典
https://book.douban.com/subject/1080309/,https://img2.doubanio.com/view/subject/s/public/s9140762.jpg,尘埃落定, ,8.5,59283,一个傻子的土司家族传奇,阿来   人民文学出版社   1998-3-1   22.0,阿来,阿来 西藏 尘埃落定 小说 中国文学 茅盾文学奖 当代文学 文学
https://book.douban.com/subject/3012517/,https://img1.doubanio.com/view/subject/s/public/s4045138.jpg,小姨多鹤, ,8.6,30121,两个女人的史诗,严歌苓   作家出版社   2008-4   28.00元,严歌苓,严歌苓 小说 小姨多鹤 当代文学 女性 中国文学 日本 中国
https://book.douban.com/subject/4836682/,https://img3.doubanio.com/view/subject/s/public/s4425090.jpg,告白, ,8.5,14035, ,[日]凑佳苗   丁世佳   哈尔滨出版社   2010-7   26.00元,凑佳苗,日本 凑佳苗 推理 小说 悬疑 日本文学 推理小说 日本推理
https://book.douban.com/subject/1264579/,https://img1.doubanio.com/view/subject/s/public/s2508587.jpg,欢乐英雄, ,8.8,15098,坚持自己的信念，在贫穷中获得欢乐与友谊,古龙   珠海出版社   2005-8   28.00元,古龙,古龙 武侠 小说 欢乐英雄 武侠小说 经典 成人童话 中国
https://book.douban.com/subject/1008189/,https://img1.doubanio.com/view/subject/s/public/s1562997.jpg,西方哲学史（上卷）,A History of Western Philosophy,8.9,12642,西方哲学史及其与从古代到现代的政治、社会情况的联系,[英] 罗素   何兆武   商务印书馆   1963-9   25.00,罗素,哲学 罗素 西方哲学史 哲学史 西方哲学 商务印书馆 历史 英国
https://book.douban.com/subject/26369699/,https://img1.doubanio.com/view/subject/s/public/s29237648.jpg,被讨厌的勇气,嫌われる勇気：自己啓発の源流「アドラー」の教え,8.6,73171, ,岸见一郎   渠海霞   机械工业出版社   2015-3-1   39.8,岸见一郎,心理学 心灵成长 阿德勒 心理 哲学 成长 思考 人生
https://book.douban.com/subject/1062193/,https://img9.doubanio.com/view/subject/s/public/s6776106.jpg,娱乐至死,Amusing Ourselves to Death,8.5,37993,一切公众话语都日渐以娱乐的方式出现，一切文化内容都成为娱乐的附庸,[美] 尼尔·波兹曼   章艳   广西师范大学出版社   2011-6   29.80元,尼尔·波兹曼,传媒 文化 传播学 娱乐至死 社会 社会学 美国 媒介
https://book.douban.com/subject/1014278/,https://img2.doubanio.com/view/subject/s/public/s3695882.jpg,红玫瑰与白玫瑰, ,8.4,81623,蚊子血还是饭黏子？,张爱玲   花城出版社   1996-06   12.80元,张爱玲,张爱玲 红玫瑰与白玫瑰 爱情 小说 中国文学 張愛玲 经典 文学
https://book.douban.com/subject/26957760/,https://img1.doubanio.com/view/subject/s/public/s29331058.jpg,世界的凛冬,Winter of the World,8.8,23173,我亲眼目睹，每一个迈向死亡的生命都在热烈地生长,[英] 肯·福莱特   陈杰   江苏凤凰文艺出版社   2017-3-1   132.00（全三册）,肯·福莱特,世纪三部曲 二战 历史 小说 世界的凛冬 肯·福莱特 肯.福莱特 英国文学
https://book.douban.com/subject/26923390/,https://img9.doubanio.com/view/subject/s/public/s29179365.jpg,长夜难明,The Long Night,8.5,61268, ,紫金陈   云南人民出版社   2017-1   42.00元,紫金陈,紫金陈 悬疑 国产推理 推理 推理小说 好书，值得一读 中国 小说
https://book.douban.com/subject/1322025/,https://img2.doubanio.com/view/subject/s/public/s1441092.jpg,卓有成效的管理者,The Effective Executive,8.7,15610, ,[美] 彼得·德鲁克   许是祥   机械工业出版社   2005-6   28.00元,彼得·德鲁克,管理 管理学 德鲁克 卓有成效的管理者 彼得·德鲁克 管理经典 商业 经典
https://book.douban.com/subject/34996429/,https://img1.doubanio.com/view/subject/s/public/s33623978.jpg,消失的13级台阶,13階段,8.7,41078, ,[日] 高野和明   赵建勋   上海文艺出版社   2020-5-15   42.00元,高野和明,推理 推理小说 日本推理 江户川乱步奖 日本 日系推理 高野和明 侦探推理
https://book.douban.com/subject/1032501/,https://img3.doubanio.com/view/subject/s/public/s1068520.jpg,心理学与生活, ,8.8,18054,是教科书，也是通俗易懂的好读物,[美] 理查德·格里格   王垒   人民邮电出版社   2003-10   88.00元,理查德·格里格,心理学 心理学与生活 心理 普通心理学 经典 教材 科普 psychology
https://book.douban.com/subject/1089512/,https://img9.doubanio.com/view/subject/s/public/s10169596.jpg,陆小凤传奇, ,8.7,18889,“我是陆小凤，四条眉毛的陆小凤”,古龙   珠海出版社   2005-8   94.00元,古龙,古龙 武侠 陆小凤传奇 武侠小说 小说 陆小凤 经典 中国
https://book.douban.com/subject/26896859/,https://img2.doubanio.com/view/subject/s/public/s29423902.jpg,当呼吸化为空气,When Breath Becomes Air,8.8,21707,你在死亡中探究生命的意义，你见证生前的呼吸化作死后的空气,[美] 保罗·卡拉尼什   何雨珈   猫头鹰文化·浙江文艺出版社   2016-12   48.00元,保罗·卡拉尼什,死亡 医学 与命运的抗争 传记 医生 文学 好书，值得一读 美国
https://book.douban.com/subject/6789551/,https://img2.doubanio.com/view/subject/s/public/s8972061.jpg,不存在的骑士,Il Cavaliere Inesistente,8.9,14183, ,[意] 伊塔洛·卡尔维诺   吴正仪   译林出版社   2012-4   22.00元,伊塔洛·卡尔维诺,卡尔维诺 意大利 小说 伊塔洛·卡尔维诺 意大利文学 外国文学 文学 经典
https://book.douban.com/subject/1692648/,https://img9.doubanio.com/view/subject/s/public/s9018034.jpg,一个人的村庄, ,8.9,14388,他是真正的作家，也是真正的农民,刘亮程   春风文艺出版社   2006-1   28.00元,刘亮程,刘亮程 散文 乡土 一个人的村庄 散文随笔 中国文学 文学 村庄
https://book.douban.com/subject/1001885/,https://img2.doubanio.com/view/subject/s/public/s3186863.jpg,带一本书去巴黎, ,8.5,22787,倾听历史的回声,林达   生活·读书·新知三联书店   2002-5   35.00元,林达,林达 旅行 法国 文化 历史 随笔 巴黎 游记
https://book.douban.com/subject/1170801/,https://img1.doubanio.com/view/subject/s/public/s24549908.jpg,泰戈尔诗集, ,8.9,9937, ,[印] 罗宾德拉纳特·泰戈尔   深幻   北京出版社   2004-7   25.00元,罗宾德拉纳特·泰戈尔,泰戈尔 诗歌 外国文学 诗集 经典 印度 文学 诗
https://book.douban.com/subject/4732378/,https://img9.doubanio.com/view/subject/s/public/s4296814.jpg,那些回不去的年少时光·终场, ,8.7,20946,青春的逝去并不可怕，可怕的是失去了勇敢地热爱生活的心,桐华   江苏文艺出版社   2010-04   23.80元,桐华,桐华 青春 成长 小说 那些回不去的年少时光 那些回不去的年少时光终场 回忆 青春文学
