书籍详情链接,图片链接,图书中文名,图书别名,评分,评价数,概况,相关信息,作者,图书类别
https://book.douban.com/subject/1007305/,https://img1.doubanio.com/view/subject/s/public/s1070959.jpg,红楼梦, ,9.6,351668,都云作者痴，谁解其中味？,[清] 曹雪芹 著   人民文学出版社   1996-12   59.70元,曹雪芹,红楼梦 古典文学 曹雪芹 经典 古典名著 名著 四大名著 小说
https://book.douban.com/subject/4913064/,https://img9.doubanio.com/view/subject/s/public/s27279654.jpg,活着, ,9.4,635758,生的苦难与伟大,余华   作家出版社   2012-8-1   20.00元,余华,余华 人性 人生 活着 中国文学 社会 经典 小说
https://book.douban.com/subject/6082808/,https://img3.doubanio.com/view/subject/s/public/s27237850.jpg,百年孤独,Cien años de soledad,9.3,354443,魔幻现实主义文学代表作,[哥伦比亚] 加西亚·马尔克斯   范晔   南海出版公司   2011-6   39.50元,加西亚·马尔克斯,百年孤独 加西亚·马尔克斯 魔幻现实主义 经典 拉美文学 外国文学 小说 文学
https://book.douban.com/subject/4820710/,https://img1.doubanio.com/view/subject/s/public/s4371408.jpg,1984,Nineteen Eighty-Four,9.4,196211,栗树荫下，我出卖你，你出卖我,[英] 乔治·奥威尔   刘绍铭   北京十月文艺出版社   2010-4-1   28.00,乔治·奥威尔,反乌托邦 乔治·奥威尔 政治寓言 政治 1984 外国文学 小说 英国
https://book.douban.com/subject/1068920/,https://img1.doubanio.com/view/subject/s/public/s1078958.jpg,飘,Gone with the Wind,9.3,185135,革命时期的爱情，随风而逝,[美国] 玛格丽特·米切尔   李美华   译林出版社   2000-9   40.00元,玛格丽特·米切尔,飘 经典 外国文学 爱情 外国名著 小说 美国 名著
https://book.douban.com/subject/6518605/,https://img9.doubanio.com/view/subject/s/public/s28357056.jpg,三体全集,地球往事三部曲 ,9.4,112178,地球往事三部曲,刘慈欣   重庆出版社   2012-1-1   168.00元,刘慈欣,刘慈欣 科幻 中国科幻 三体 科幻小说 硬科幻 经典 小说
https://book.douban.com/subject/1019568/,https://img2.doubanio.com/view/subject/s/public/s1076932.jpg,三国演义（全二册）, ,9.3,142729,是非成败转头空,[明] 罗贯中   人民文学出版社   1998-05   39.50元,罗贯中,三国演义 古典文学 古典名著 罗贯中 小说 历史 名著 四大名著
https://book.douban.com/subject/3259440/,https://img2.doubanio.com/view/subject/s/public/s4610502.jpg,白夜行,白夜行,9.1,478579,暗夜独行的残破灵魂，爱与恶本就难分难舍,[日] 东野圭吾   刘姿君   南海出版公司   2008-9   29.80元,东野圭吾,东野圭吾 東野圭吾 推理 悬疑 日本 推理小说 人性 日本文学
https://book.douban.com/subject/1084336/,https://img2.doubanio.com/view/subject/s/public/s1103152.jpg,小王子,Le Petit Prince,9.0,660438,献给长成了大人的孩子们,[法] 圣埃克苏佩里   马振聘   人民文学出版社   2003-8   22.00元,圣埃克苏佩里,小王子 童话 经典 成长 圣埃克苏佩里 哲学 外国文学 法国
https://book.douban.com/subject/1040211/,https://img3.doubanio.com/view/subject/s/public/s1229240.jpg,福尔摩斯探案全集（上中下）, ,9.3,111376,名侦探的代名词,[英] 阿·柯南道尔   丁钟华 等   群众出版社   1981-8   53.00元 68.00元,阿·柯南道尔,福尔摩斯 推理 侦探 柯南道尔 侦探小说 经典 悬疑 小说
https://book.douban.com/subject/27614904/,https://img2.doubanio.com/view/subject/s/public/s29651121.jpg,房思琪的初恋乐园, ,9.2,276828,向死而生的文学绝唱,林奕含   北京联合出版公司   2018-2   45.00元,林奕含,女性 自我保护 林奕含 女性/性别 台湾文学 现代文学 小说 台湾
https://book.douban.com/subject/2035179/,https://img3.doubanio.com/view/subject/s/public/s2347590.jpg,动物农场,Animal Farm,9.3,121195,太阳底下并无新事,[英] 乔治·奥威尔   荣如德   上海译文出版社   2007-3   10.00元,乔治·奥威尔,乔治·奥威尔 政治寓言 反乌托邦 极权主义 小说 政治 外国文学 动物农场
https://book.douban.com/subject/1060068/,https://img3.doubanio.com/view/subject/s/public/s1066570.jpg,撒哈拉的故事, ,9.2,124732,游荡的自由灵魂,三毛   哈尔滨出版社   2003-8   15.80元,三毛,三毛 撒哈拉的故事 随笔 散文 游记 旅行 爱情 文学
https://book.douban.com/subject/1255625/,https://img9.doubanio.com/view/subject/s/public/s26018275.jpg,天龙八部, ,9.1,116755,有情皆孽，无人不冤,金庸   生活·读书·新知三联书店   1994-5   96.00元,金庸,金庸 武侠 武侠小说 天龙八部 经典 小说 中国文学 中国
https://book.douban.com/subject/1046209/,https://img2.doubanio.com/view/subject/s/public/s1034062.jpg,安徒生童话故事集, ,9.2,108113,为了争取未来的一代,（丹麦）安徒生   叶君健   人民文学出版社   1997-08   25.00元,安徒生,童话 安徒生 经典 儿童文学 外国文学 安徒生童话 安徒生童话故事集 名著
https://book.douban.com/subject/1200840/,https://img2.doubanio.com/view/subject/s/public/s1144911.jpg,平凡的世界（全三部）, ,9.0,285548,中国当代城乡生活全景,路遥   人民文学出版社   2005-1   64.00元,路遥,平凡的世界 路遥 人生 中国文学 经典 小说 文学 成长
https://book.douban.com/subject/1008145/,https://img2.doubanio.com/view/subject/s/public/s1070222.jpg,围城, ,8.9,409701,幽默的语言和对生活深刻的观察,钱锺书   人民文学出版社   1991-2   19.00,钱锺书,钱钟书 围城 中国文学 经典 小说 婚姻 现代文学 文学
https://book.douban.com/subject/10594787/,https://img2.doubanio.com/view/subject/s/public/s11284102.jpg,霍乱时期的爱情,El amor en los tiempos del cólera,9.0,227983,义无反顾地直达爱情的核心,[哥伦比亚] 加西亚·马尔克斯   杨玲   南海出版公司   2012-9-1   39.50元,加西亚·马尔克斯,霍乱时期的爱情 爱情 加西亚-马尔克斯 加西亚·马尔克斯 拉美文学 小说 外国文学 文学
https://book.douban.com/subject/4908885/,https://img9.doubanio.com/view/subject/s/public/s4468484.jpg,局外人,L'Etranger,9.0,178710,人生在世，永远也不该演戏作假,[法] 阿尔贝·加缪   柳鸣九   上海译文出版社   2010-8   22.00元,阿尔贝·加缪,加缪 存在主义 阿尔贝·加缪 局外人 小说 法国文学 哲学 法国
https://book.douban.com/subject/3674537/,https://img9.doubanio.com/view/subject/s/public/s3745215.jpg,明朝那些事儿（1-9）,,9.1,125409,不拘一格的历史书写,当年明月   中国海关出版社   2009-4   358.20元,当年明月,历史 明朝那些事儿 明朝 当年明月 中国历史 历史小说 中国文学 明史
https://book.douban.com/subject/1770782/,https://img3.doubanio.com/view/subject/s/public/s1727290.jpg,追风筝的人,The Kite Runner,8.9,717339,为你，千千万万遍,[美] 卡勒德·胡赛尼   李继宏   上海人民出版社   2006-5   29.00元,卡勒德·胡赛尼,追风筝的人 人性 救赎 阿富汗 成长 小说 外国文学 卡勒德·胡赛尼
https://book.douban.com/subject/1054685/,https://img1.doubanio.com/view/subject/s/public/s1447349.jpg,沉默的大多数,王小波杂文随笔全编 ,9.1,125095,沉默是沉默者的通行证,王小波   中国青年出版社   1997-10   27.00元,王小波,王小波 杂文 沉默的大多数 思想 随笔 中国文学 文学 中国
https://book.douban.com/subject/25985021/,https://img2.doubanio.com/view/subject/s/public/s27814883.jpg,人类简史,A brief history of humankind,9.1,163174,跟着人类一同走过十万年,[以色列] 尤瓦尔·赫拉利   林俊宏   中信出版社   2014-11   68.00元,尤瓦尔·赫拉利,历史 人类简史 人类学 人类 科普 哲学 思维 社会学
https://book.douban.com/subject/24531956/,https://img9.doubanio.com/view/subject/s/public/s29101586.jpg,哈利·波特,Harry Potter,9.7,58595,从9¾站台开始的旅程,J.K.罗琳 (J.K.Rowling)   苏农   人民文学出版社   2008-12-1   498.00元,J.K.罗琳,魔法 哈利波特 J.K.罗琳 奇幻 经典 HarryPotter 成长 英国
https://book.douban.com/subject/1858513/,https://img1.doubanio.com/view/subject/s/public/s2659208.jpg,月亮和六便士,The Moon and Sixpence,9.0,172028,有多少人会经历顿悟，就有更少的人甘愿自我放逐,[英] 毛姆   傅惟慈   上海译文出版社   2006-8   15.00元,毛姆,毛姆 月亮和六便士 小说 外国文学 英国 英国文学 毛姆：月亮和六便士 文学
https://book.douban.com/subject/1829226/,https://img9.doubanio.com/view/subject/s/public/s4007145.jpg,肖申克的救赎,Different Seasons,9.1,102531,豆瓣电影Top1原著,[美] 斯蒂芬·金   施寄青   人民文学出版社   2006-7   29.90元,斯蒂芬·金,肖申克的救赎 斯蒂芬·金 经典 小说 外国文学 希望 人性 美国
https://book.douban.com/subject/1085860/,https://img9.doubanio.com/view/subject/s/public/s3248016.jpg,基督山伯爵,Le Comte de Monte-Cristo,9.0,115828,一个报恩复仇的故事，以法国波旁王朝和七月王朝为背景,大仲马   周克希   上海译文出版社   1991-12-1   43.90元,大仲马,大仲马 基督山伯爵 复仇 外国文学 经典 小说 名著 法国
https://book.douban.com/subject/1336330/,https://img9.doubanio.com/view/subject/s/public/s1358984.jpg,冰与火之歌（卷一）,A Game of Thrones,9.3,36927,凛冬将至无比宏大的世界观,[美] 乔治·R. R. 马丁   谭光磊   重庆出版社   2005-5   68.00元,乔治·R.,冰与火之歌 奇幻 乔治·马丁 史诗 小说 西方奇幻 魔幻 外国文学
https://book.douban.com/subject/1002299/,https://img9.doubanio.com/view/subject/s/public/s2157335.jpg,笑傲江湖（全四册）, ,9.0,99010,欲练此功，必先自宫,金庸   生活·读书·新知三联书店   1994-5   76.80元,金庸,金庸 武侠 笑傲江湖 武侠小说 小说 经典 中国文学 中国
https://book.douban.com/subject/1449351/,https://img2.doubanio.com/view/subject/s/public/s4696893.jpg,呐喊, ,9.0,125430,新文学的第一声呐喊,鲁迅   人民文学出版社   1973年3月   0.36元,鲁迅,鲁迅 中国文学 呐喊 经典 杂文 小说 文学 中国
https://book.douban.com/subject/3211779/,https://img9.doubanio.com/view/subject/s/public/s3254244.jpg,嫌疑人X的献身,容疑者Xの献身,8.9,465982,数学好是一种极致的浪漫,[日] 东野圭吾   刘子倩   南海出版公司   2008-9   28.00,东野圭吾,东野圭吾 推理 推理小说 悬疑 日本 東野圭吾 日本文学 小说
https://book.douban.com/subject/1041482/,https://img9.doubanio.com/view/subject/s/public/s1800355.jpg,万历十五年, ,8.9,168885,见微知著，历史观的颠覆,[美] 黄仁宇   生活·读书·新知三联书店   1997-5   18.00元,黄仁宇,历史 黄仁宇 万历十五年 明朝 中国历史 明史 大历史 中国
https://book.douban.com/subject/6781808/,https://img2.doubanio.com/view/subject/s/public/s23128183.jpg,杀死一只知更鸟,To Kill a Mocking Bird,9.2,110048,有一种东西不能遵循从众原则，那就是——人的良心,[美] 哈珀·李   高红梅   译林出版社   2012-9   32.00元,哈珀·李,成长 杀死一只知更鸟 教育 经典 美国文学 小说 外国文学 正义
https://book.douban.com/subject/1827374/,https://img1.doubanio.com/view/subject/s/public/s1765799.jpg,东方快车谋杀案,Murder on the Orient Express,9.0,117083,谋杀诡计惊人，波洛的抉择耐人寻味,[英] 阿加莎·克里斯蒂   陈尧光   人民文学出版社   2006-5   18.00元,阿加莎·克里斯蒂,阿加莎·克里斯蒂 推理 推理小说 侦探推理 东方快车谋杀案 英国 侦探 悬疑
https://book.douban.com/subject/1003479/,https://img9.doubanio.com/view/subject/s/public/s1319205.jpg,中国历代政治得失, ,9.2,54611,一部简明的“中国政治制度史”,钱穆   生活·读书·新知三联书店   2001   12.00元,钱穆,历史 钱穆 政治 中国历史 中国历代政治得失 中国 经典 国学
https://book.douban.com/subject/1083428/,https://img2.doubanio.com/view/subject/s/public/s4250062.jpg,傲慢与偏见,Pride and Prejudice,8.9,209461,所有现代言情小说的母体,[英] 奥斯丁   张玲   人民文学出版社   1993-7   13.00元,奥斯丁,傲慢与偏见 爱情 奥斯丁 外国文学 经典 外国名著 英国 小说
https://book.douban.com/subject/26986954/,https://img9.doubanio.com/view/subject/s/public/s29376146.jpg,新名字的故事,Storia del nuovo cognome,9.1,62500,探索青年时代的激情、困惑、挣扎、背叛和失去,[意] 埃莱娜·费兰特   陈英   人民文学出版社   2017-4   59.00元,埃莱娜·费兰特,那不勒斯四部曲 女性 埃莱娜•费兰特 小说 意大利文学 意大利 外国文学 文学/小说
https://book.douban.com/subject/7060185/,https://img9.doubanio.com/view/subject/s/public/s32271204.jpg,江城,River Town,9.1,47517,外国人眼中的涪陵,[美] 彼得·海斯勒   李雪顺   上海译文出版社   2012-1   36.00元,彼得·海斯勒,纪实中国 纪实 何伟 中国 旅行 随笔 社会 社会学
https://book.douban.com/subject/5414391/,https://img1.doubanio.com/view/subject/s/public/s32271209.jpg,寻路中国,Country Driving: A Journey Through China from Farm to Factory,9.0,47782,《纽约客》驻北京记者驾车漫游中国大陆的经历,[美] 彼得·海斯勒   李雪顺   上海译文出版社   2011-1   33.00元,彼得·海斯勒,纪实中国 旅行 纪实 中国 何伟 寻路中国 社会学 社会
https://book.douban.com/subject/30172069/,https://img1.doubanio.com/view/subject/s/public/s29799269.jpg,失踪的孩子,Storia della bambina perduta,9.2,51926,我的整个生命，只是一场为了提升社会地位的低俗斗争,[意] 埃莱娜·费兰特   陈英   人民文学出版社   2018-7   62.00元,埃莱娜·费兰特,那不勒斯四部曲 女性 小说 外国文学 意大利文学 成长 埃莱娜•费兰特 意大利
https://book.douban.com/subject/1044547/,https://img9.doubanio.com/view/subject/s/public/s2157336.jpg,射雕英雄传（全四册）, ,9.0,73904,侠之大者，为国为民,金庸   生活·读书·新知三联书店   1999-04   47.00元,金庸,金庸 武侠 武侠小说 射雕英雄传 经典 小说 中国文学 中国
https://book.douban.com/subject/1089243/,https://img2.doubanio.com/view/subject/s/public/s1076372.jpg,黄金时代,时代三部曲 ,8.9,144451,我想爱，想吃，还想在一瞬间变成天上半明半暗的云,王小波   花城出版社   1999-3   19.00元,王小波,王小波 黄金时代 小说 中国文学 经典 文学 文革 当代
https://book.douban.com/subject/1043008/,https://img2.doubanio.com/view/subject/s/public/s1134341.jpg,格林童话全集,Kinder-und Hausmärchen,9.0,81652,一本有教育意义的书,[德国]格林兄弟   魏以新   人民文学出版社   1994-11   21.45元,格林兄弟,童话 格林童话 外国文学 童年 经典 格林兄弟 儿童文学 德国
https://book.douban.com/subject/3006581/,https://img3.doubanio.com/view/subject/s/public/s2962510.jpg,无人生还,And Then There Were None,8.9,121511,童谣杀人案,[英] 阿加莎・克里斯蒂   祁阿红   人民文学出版社   2008-3   19.00,阿加莎・克里斯蒂,阿加莎·克里斯蒂 推理 悬疑推理 英国 侦探推理 无人生还 小说 悬疑
https://book.douban.com/subject/2035162/,https://img2.doubanio.com/view/subject/s/public/s2347562.jpg,刀锋,The Razor's Edge,9.0,69156,一把刀的锋刃不容易越过；因此智者说得救之道是困难的,[英]毛姆   周煦良   上海译文出版社   2007-3   18.00元,毛姆,毛姆 小说 英国文学 外国文学 英国 刀锋 经典 文学
https://book.douban.com/subject/1254588/,https://img1.doubanio.com/view/subject/s/public/s2654869.jpg,城南旧事,,9.0,125648,长亭外，古道边，芳草碧连天,林海音 文   中国青年出版社   2003-7   16.00元,林海音,林海音 城南旧事 童年 中国文学 成长 儿童文学 小说 小时候
https://book.douban.com/subject/1795079/,https://img3.doubanio.com/view/subject/s/public/s1762210.jpg,乡土中国, ,9.2,57770,中国乡土社会传统文化和社会结构理论研究代表作,费孝通   上海人民出版社   2006-04-01   38.00,费孝通,社会学 费孝通 乡土中国 中国社会 社会学　中国农村 文化 中国 社会
https://book.douban.com/subject/20427187/,https://img1.doubanio.com/view/subject/s/public/s24514758.jpg,看见, ,8.8,306314,在这里看见中国,柴静   广西师范大学出版社   2013-1-1   39.80元,柴静,柴静 纪实 随笔 中国 看见 社会学 社会 传记
https://book.douban.com/subject/1209899/,https://img1.doubanio.com/view/subject/s/public/s1151479.jpg,我与地坛,,9.1,78130,这是你的罪孽与福祉,史铁生   春风文艺出版社   2002-5   25.00元,史铁生,史铁生 散文 我与地坛 人生 随笔 中国文学 中国当代文学 文学
https://book.douban.com/subject/1027191/,https://img9.doubanio.com/view/subject/s/public/s1768916.jpg,历史深处的忧虑,近距离看美国之一 ,9.0,40600,窥见美国社会的一扇窗,林达   生活·读书·新知三联书店   1997-5   19.00元,林达,美国 林达 政治 历史 文化 社会 民主 随笔
https://book.douban.com/subject/1255624/,https://img9.doubanio.com/view/subject/s/public/s26018916.jpg,神雕侠侣,神鵰俠侶,8.9,89878,至情至性，情大于武,金庸   有1996年11月北平第4次印本   生活·读书·新知三联书店   1994-5   76.80元,金庸,金庸 武侠 神雕侠侣 武侠小说 小说 经典 爱情 中国
https://book.douban.com/subject/10564071/,https://img9.doubanio.com/view/subject/s/public/s28111905.jpg,白鹿原,,9.2,74026,一轴关于我们民族灵魂的现实主义画卷,陈忠实   人民文学出版社   2012-9   39.00元,陈忠实,陈忠实 白鹿原 中国文学 经典 茅盾文学奖 小说 现当代文学 社会
https://book.douban.com/subject/1029791/,https://img2.doubanio.com/view/subject/s/public/s1074291.jpg,许三观卖血记, ,8.8,216316,以博大的温情描绘磨难中的人生,余华   南海出版公司   1998-9   16.80元,余华,余华 许三观卖血记 小说 人性 人生 中国文学 当代 文学
https://book.douban.com/subject/2143732/,https://img9.doubanio.com/view/subject/s/public/s2651394.jpg,灿烂千阳,A Thousand Splendid Suns,8.8,104580,唯有希望与爱可以驱散阴霾,[美] 卡勒德·胡赛尼   李继宏   上海人民出版社   2007-9   28.00元,卡勒德·胡赛尼,阿富汗 卡勒德·胡塞尼 女性 灿烂千阳 苦难 小说 外国文学 卡勒德·胡赛尼
https://book.douban.com/subject/1449352/,https://img2.doubanio.com/view/subject/s/public/s2875823.jpg,朝花夕拾, ,8.9,120334,在纷扰中寻出一点闲静,鲁迅   人民文学出版社   1972-4   0.25元,鲁迅,鲁迅 散文 朝花夕拾 中国文学 经典 现代文学 文学 中国
https://book.douban.com/subject/1029111/,https://img9.doubanio.com/view/subject/s/public/s1020454.jpg,哭泣的骆驼, ,8.9,51187,沙漠中寻常的生与死,三毛   哈尔滨出版社   2003-6   15.80元,三毛,三毛 哭泣的骆驼 散文 流浪 台湾 游记 沙漠 中国文学
https://book.douban.com/subject/1205054/,https://img9.doubanio.com/view/subject/s/public/s4521754.jpg,悲惨世界（上中下）,Les Misérables,9.0,56330,现实主义与浪漫主义的至高杰作,[法] 雨果   李丹   人民文学出版社   1992-6   66.00元,雨果,雨果 悲惨世界 外国文学 法国 经典 名著 小说 外国名著
https://book.douban.com/subject/1915958/,https://img1.doubanio.com/view/subject/s/public/s2364689.jpg,野草, ,9.4,31458,我以这一丛野草，在明与暗，生与死，过去与未来之际，献于友与仇，人与兽，爱者与不爱者之前作证,鲁迅   人民文学出版社   1973-3   0.20元,鲁迅,鲁迅 中国文学 散文 野草 散文诗 现代文学 文学 经典
https://book.douban.com/subject/1449348/,https://img9.doubanio.com/view/subject/s/public/s33500305.jpg,彷徨, ,9.1,46158,路漫漫其修远兮，吾将上下而求索,鲁迅   人民文学出版社   1973-3   0.37元,鲁迅,鲁迅 中国文学 小说 经典 彷徨 现代文学 文学 中国
https://book.douban.com/subject/1077847/,https://img9.doubanio.com/view/subject/s/public/s1953384.jpg,史记（全十册）, ,9.5,20554,史家之绝唱，无韵之离骚,司马迁   （索隐）司马贞，（正义）张守节   中华书局   1982-11   125.00,司马迁,历史 史记 司马迁 中国历史 经典 古籍 国学 中国文学
https://book.douban.com/subject/1007914/,https://img2.doubanio.com/view/subject/s/public/s1067911.jpg,窗边的小豆豆,窓ぎわのトットちゃん,8.7,182112,真正懂孩子的教育经,[日] 黑柳彻子 著   赵玉皎   南海出版公司   2003-1   20.00元,黑柳彻子,窗边的小豆豆 儿童文学 黑柳彻子 教育 日本 童年 日本文学 儿童
https://book.douban.com/subject/20440644/,https://img1.doubanio.com/view/subject/s/public/s24611679.jpg,文学回忆录,1989—1994 ,9.1,39085,木心留给世界的礼物,木心 口述   广西师范大学出版社   2013-1-10   98.00元,木心,木心 文学 文学回忆录 陈丹青 文学史 中国文学 文化 人文
https://book.douban.com/subject/6709783/,https://img9.doubanio.com/view/subject/s/public/s6807265.jpg,浪潮之巅, ,9.0,30234,了解IT领域的入门读物,吴军   电子工业出版社   2011-8   55.00元,吴军,互联网 IT 商业 计算机 浪潮之巅 历史 管理 投资
https://book.douban.com/subject/20424526/,https://img1.doubanio.com/view/subject/s/public/s24516687.jpg,邓小平时代,Deng Xiaoping and the Transformation of China,9.2,42515,个人命运背后的历史变局,[美] 傅高义   冯克利   生活·读书·新知三联书店   2013-1   88.00元,傅高义,邓小平 传记 历史 政治 傅高义 中国 人物传记 现当代史
https://book.douban.com/subject/1023045/,https://img2.doubanio.com/view/subject/s/public/s1015872.jpg,我们仨, ,8.7,274624,家庭生活回忆录,杨绛   生活·读书·新知三联书店   2003-7   18.80元,杨绛,杨绛 回忆录 我们仨 亲情 钱钟书 回忆 随笔 散文
https://book.douban.com/subject/1029553/,https://img9.doubanio.com/view/subject/s/public/s1627374.jpg,西游记（全二册）, ,8.9,70315,神魔皆有人情，精魅亦通世故,吴承恩   黄肃秋 注释   人民文学出版社   2004-8   47.20元,吴承恩,古典文学 西游记 古典名著 小说 四大名著 经典 中国文学 名著
https://book.douban.com/subject/1467022/,https://img9.doubanio.com/view/subject/s/public/s1486674.jpg,上帝掷骰子吗,量子物理史话 ,9.2,28851,量子物理史话,曹天元   辽宁教育出版社   2006-1   32.00元,曹天元,科普 量子物理 物理 量子力学 科学史 科学 物理学 哲学
https://book.douban.com/subject/6789605/,https://img9.doubanio.com/view/subject/s/public/s8968135.jpg,树上的男爵,The Baron in the Trees,9.1,37095,是不是真的只有先与人疏离，才能最终与他们在一起？,[意] 伊塔洛·卡尔维诺   吴正仪   译林出版社   2012-4-1   30.00元,伊塔洛·卡尔维诺,卡尔维诺 树上的男爵 意大利 伊塔洛·卡尔维诺 小说 外国文学 意大利文学 文学
https://book.douban.com/subject/1856494/,https://img2.doubanio.com/view/subject/s/public/s2059791.jpg,卡拉马佐夫兄弟,Бра́тья Карама́зовы,9.4,22721,错综复杂的社会、家庭矛盾和人性悲剧,[俄] 费奥多尔·陀思妥耶夫斯基   荣如德   上海译文出版社   2006-8   25.00元,费奥多尔·陀思妥耶夫斯基,陀思妥耶夫斯基 俄国文学 小说 卡拉马佐夫兄弟 俄罗斯 厚重的现实主义 外国文学 文学
https://book.douban.com/subject/5337248/,https://img9.doubanio.com/view/subject/s/public/s4526465.jpg,台北人, ,8.9,50591,白先勇短篇小说集,白先勇   广西师范大学出版社   2010-10   38.00元,白先勇,白先勇 台湾 台湾文学 短篇小说 小说 中国文学 现当代文学 文学
https://book.douban.com/subject/3071717/,https://img2.doubanio.com/view/subject/s/public/s4661043.jpg,爱你就像爱生命, ,8.8,99304,王小波与李银河的两地书,王小波   上海锦绣文章出版社   2008-5   18.00元,王小波,王小波 爱你就像爱生命 爱情 李银河 情书 书信集 中国文学 散文
https://book.douban.com/subject/1028409/,https://img3.doubanio.com/view/subject/s/public/s1463970.jpg,中国少年儿童百科全书（全四册）, ,9.4,12001, ,林崇德 主编   浙江教育出版社   1991-4   168.00元,林崇德,百科全书 科普 少年儿童百科全书 童年 儿时读物 经典 中国 百科
https://book.douban.com/subject/3162991/,https://img2.doubanio.com/view/subject/s/public/s3219163.jpg,艺术的故事,The Story of Art,9.6,20044,从最早的洞窟绘画到当今的实验艺术,[英] 贡布里希 (Sir E.H.Gombrich)   范景中   广西美术出版社   2008-04   280.00,贡布里希,艺术 艺术史 贡布里希 艺术的故事 美术学 文化 历史 经典
https://book.douban.com/subject/1883245/,https://img2.doubanio.com/view/subject/s/public/s1979223.jpg,诗经, ,9.4,22957,思无邪,孔丘 编订   北京出版社   2006-7   19.90元,孔丘,诗经 古典文学 诗歌 古典诗词 中国文学 古典 古籍 中国
https://book.douban.com/subject/1059258/,https://img2.doubanio.com/view/subject/s/public/s1045431.jpg,道德经, ,9.5,16022,中国历史上首部完整的哲学著作,黄元吉   陕西人民出版社   1996-10   4.50元,黄元吉,哲学 老子 道德经 道家 国学 经典 古典文学 中国
https://book.douban.com/subject/6388661/,https://img2.doubanio.com/view/subject/s/public/s6828981.jpg,这些人，那些事, ,8.8,61030,平淡叙述下的惊心动魄,吴念真   译林出版社   2011-9   28.00元,吴念真,吴念真 台湾 散文 随笔 台湾文学 文学 吳念真 港台文学
https://book.douban.com/subject/1058661/,https://img2.doubanio.com/view/subject/s/public/s1044902.jpg,飞鸟集, ,8.9,57969,一个淡泊清透的世界,[印] 罗宾德拉纳德·泰戈尔   徐翰林   哈尔滨出版社   2004-6   16.80元,罗宾德拉纳德·泰戈尔,泰戈尔 诗歌 飞鸟集 外国文学 诗集 经典 印度 诗
https://book.douban.com/subject/3406401/,https://img1.doubanio.com/view/subject/s/public/s6790238.jpg,悉达多, ,9.0,37406,在那最绝望的一刹那，他突然听到了生命之河永恒的声音……,[德] 赫尔曼·黑塞   杨玉功 译   上海人民出版社   2009-3   20.00,赫尔曼·黑塞,赫尔曼·黑塞 宗教 黑塞 小说 哲学 德国 佛教 外国文学
https://book.douban.com/subject/1203426/,https://img1.doubanio.com/view/subject/s/public/s9130587.jpg,人间词话, ,9.0,47472,以新眼光评旧文学,王国维   上海古籍出版社   1998-12-01   9.80元,王国维,王国维 人间词话 诗词 国学 文学 古文诗词 古典 经典
https://book.douban.com/subject/25829693/,https://img3.doubanio.com/view/subject/s/public/s29555070.jpg,永恒的终结,The End of Eternity,9.0,32802,关于时间旅行的终极奥秘和恢宏构想,[美] 艾萨克·阿西莫夫   崔正男   江苏凤凰文艺出版社   2014-9   32.00元,艾萨克·阿西莫夫,科幻 阿西莫夫 时间旅行 科幻小说 小说 艾萨克·阿西莫夫 美国 外国文学
https://book.douban.com/subject/1057244/,https://img1.doubanio.com/view/subject/s/public/s1595557.jpg,边城, ,8.7,202926,一切充满了善，然而到处是不凑巧,沈从文   北岳文艺出版社   2002-4   12.00元,沈从文,沈从文 乡土 边城 中国文学 小说 湘西 经典 文学
https://book.douban.com/subject/1092335/,https://img1.doubanio.com/view/subject/s/public/s2832939.jpg,教父,The Godfather,9.0,35874,“教父三部曲”电影原著,[美]马里奥·普佐   周汉林   译林出版社   1997-8   23.30元,马里奥·普佐,教父 黑帮 小说 经典 外国文学 马里奥·普佐 美国 美国文学
https://book.douban.com/subject/1258490/,https://img2.doubanio.com/view/subject/s/public/s1328663.jpg,基地,Foundation,9.2,14328, ,[美] 艾萨克·阿西莫夫   叶李华   天地出版社   2005-1   21.00元,艾萨克·阿西莫夫,科幻 阿西莫夫 基地系列 科幻小说 小说 经典 科幻经典 美国
https://book.douban.com/subject/1013267/,https://img1.doubanio.com/view/subject/s/public/s1008848.jpg,唐诗三百首, ,9.4,20243,熟读唐诗三百首，不会吟诗也会吟,蘅塘退士   中华书局   1998-1-1   0.65,蘅塘退士,唐诗三百首 诗歌 古典文学 诗词 唐诗 经典 中国 古典
https://book.douban.com/subject/1212893/,https://img3.doubanio.com/view/subject/s/public/s3134040.jpg,鹿鼎记（全五册）, ,8.8,50451,武侠的解构，流氓的狂欢,金庸   广州出版社 花城出版社   2008-3   108.00元,金庸,金庸 武侠 鹿鼎记 武侠小说 小说 经典 韦小宝 中国
https://book.douban.com/subject/26698660/,https://img9.doubanio.com/view/subject/s/public/s28668834.jpg,巨人的陨落,Fall of Giants,8.9,75986,五个家族，一场战争,[英] 肯·福莱特   于大卫   江苏凤凰文艺出版社   2016-5-1   129.80元,肯·福莱特,历史 小说 肯·福莱特 外国文学 好书，值得一读 经典 英国小说 英国
https://book.douban.com/subject/21371175/,https://img2.doubanio.com/view/subject/s/public/s25814002.jpg,罗杰疑案,The Murder of Roger Ackroyd,9.2,36638, ,[英] 阿加莎·克里斯蒂   常禾   新星出版社   2013-3   28.00元,阿加莎·克里斯蒂,阿加莎·克里斯蒂 推理 推理小说 悬疑 侦探小说 波洛 英国 小说
