书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,用户标签,出版社
https://book.douban.com/subject/26704121/,https://img1.doubanio.com/view/subject/s/public/s28378959.jpg,科学的广告+我的广告生涯,现代广告巨擘穷其一生的经验总结，影响大卫•奥格威人生的百年经典。,8.2,133人,【美】克劳德·霍普金斯 / 李宙、章雅倩 / 2016-1-1 / 58,暂无,广告&营销&商业&思维&销售&文案&运营&美国, 
https://book.douban.com/subject/27155161/,https://img2.doubanio.com/view/subject/s/public/s29560341.jpg,定位：争夺用户心智的战争（经典重译版）,争夺用户心智的战争,7.1,121人,[美]艾·里斯（Al Ries）、杰克·特劳特（Jack Trout） / 邓德隆、火华强 / 机械工业出版社 / 2017-10 / 59.00,暂无,营销&市场营销&定位&战略&广告&商业&经典&管理,机械工业出版社
https://book.douban.com/subject/30411491/,https://img9.doubanio.com/view/subject/s/public/s29956806.jpg,品牌公关实战手册(姐夫李的20年公关方法论)(精),(姐夫李的20年公关方法论),7.4,237人,李国威 / 中信出版社 / 2018-12 / 58,暂无,公关&品牌&营销&PR&商业&市场&广告&文学,中信出版社
https://book.douban.com/subject/27114728/,https://img2.doubanio.com/view/subject/s/public/s29517792.jpg,程序化广告实战,私有化程序购买领域的布道者的一线实战笔记,8.0,170人,吴俊 / 机械工业出版社 / 2017-8-15 / 79.00元,中国程序化广告领域领袖级专家，私有化程序购买领域的布道者的一线实战笔记，宋星等近20位专家联袂推荐。从业务和技术双重视角系统讲解程序化广告的理论、知识、实践... ,广告&互联网&计算广告&商业&营销&计算机&文案&编程,机械工业出版社
https://book.douban.com/subject/35170054/,https://img9.doubanio.com/view/subject/s/public/s33704325.jpg,小丰广告创作系列, ,7.7,73人,丰信东 / 东方出版社 / 2020-6 / 256.00,暂无,广告&文案&广告文案&营销&商业&工具书&藏书&艺术设计,东方出版社
https://book.douban.com/subject/2364723/,https://img1.doubanio.com/view/subject/s/public/s9206487.jpg,洞人心弦,一个广告人的洞见与事件,8.3,420人,菲尔·杜森伯里 / 宋洁 / 上海远东出版社 / 2008-1 / 35.00元,暂无,广告&创意&营销&智慧&教育&創意,上海远东出版社
https://book.douban.com/subject/30355274/,https://img1.doubanio.com/view/subject/s/public/s29899208.jpg,好文案一句话就够了, ,7.0,803人,【日】川上徹也 / 涂绮芳 / 北京联合出版公司 / 2018-10-1 / 42.00元,暂无,文案&广告&营销&写作&好书，值得一读&日本&我想读这本书&自我成长,北京联合出版公司
https://book.douban.com/subject/26921845/,https://img9.doubanio.com/view/subject/s/public/s29172746.jpg,尖叫感, ,7.3,733人,马楠 / 北京理工大学出版社 / 2016-7 / 56.00元,暂无,文案&广告文案&营销&广告&互联网&好书，值得一读&运营,北京理工大学出版社
https://book.douban.com/subject/27084153/,https://img9.doubanio.com/view/subject/s/public/s29490134.jpg,冲突, ,6.7,525人,叶茂中 / 机械工业出版社 / 2017-7 / 108,暂无,营销&营销策划&广告&市场营销&策划&商业&创意&产品,机械工业出版社
https://book.douban.com/subject/35229619/,https://img2.doubanio.com/view/subject/s/public/s33750123.jpg,信息流广告入门, ,7.3,57人,宁阿姨 / 人民邮电出版社 / 2020-10-26 / 99,信息流广告是一种新的广告形式，主要在内容流中穿插展现，近年来从业人员激增。本书是为即将入行以及刚入行的从业者量身定制的“入门操作手册”，从零开始介绍信息流广... ,广告&互联网&营销&运营&2021&经济学&职场,人民邮电出版社
https://book.douban.com/subject/26851734/,https://img2.doubanio.com/view/subject/s/public/s29151201.jpg,广告说服力,基于实证研究的195条广告原理,7.5,74人,[美] 斯科特·阿姆斯特朗 / 吴国华、林升栋、康瑾、杨松 / 商务印书馆 / 2016-8 / 158.00,斯科特·阿姆斯特朗耗时16年，得到80多人的协助，才写成《广告说服力》这部经典之作。《广告说服力》总结了近3000项实证研究的结果和50本广告类图书的精华，... ,广告&心理学&营销&营销学&说服力&阳志平,商务印书馆
https://book.douban.com/subject/1481803/,https://img9.doubanio.com/view/subject/s/public/s1499475.jpg,广告文案写作,美国广告界奉为圭臬的方案写作全攻略（第7版）,8.0,202人,（美）菲利普·沃德·博顿 / 程坪、丁俊杰 / 世界知识出版社 / 2006 / 46.00元,本书涉猎的范围如此宽泛，为大家提供了各种切实可行的文案写作技巧。同时，本书还非常集中地对文案结构与时间安排进行了详细的论述。这是一本大到包容一场长达50年的... ,广告&文案&广告文案&工具书&写作&营销学&营销&广告学,世界知识出版社
https://book.douban.com/subject/3853342/,https://img3.doubanio.com/view/subject/s/public/s28759760.jpg,广告文案, ,8.0,704人,乐剑峰 / 上海人民美术出版社 / 2009-6-1 / 48.00元,第一本由文案写给文案的倾力之作，揭秘“悍语制造”全过程。作者具有国际4A与本土广告多年资历，兼备实战派与学院派双重优势。书稿脱胎于大学讲课及企业内部培训教案... ,广告&文案&广告文案&创意&教材&设计&专业,上海人民美术出版社
https://book.douban.com/subject/1083654/,https://img1.doubanio.com/view/subject/s/public/s1226239.jpg,百年麦肯, ,6.9,16人,麦肯·光明广告公司 编 / 国际文化出版公司 / 2002-8 / 580.00元,暂无,广告&创意,国际文化出版公司
https://book.douban.com/subject/30281784/,https://img1.doubanio.com/view/subject/s/public/s29827208.jpg,抢占心智,产品与品牌快速崛起的引爆打法,7.6,765人,江南春 / 中信出版集团 / 2018-8 / 58,暂无,营销&广告&商业&商业运营&企业&品牌&好书，值得一读,中信出版集团
https://book.douban.com/subject/30264813/,https://img9.doubanio.com/view/subject/s/public/s29878615.jpg,好忠告,乔治·路易斯写给有才华的你,7.5,321人,[美] 乔治·路易斯 / 老金 / 浦睿文化·湖南人民出版社 / 2018-10 / 56.00元,暂无,广告&创意&思维&文化&设计&励志&奇怪的东西&读书,浦睿文化·湖南人民出版社
https://book.douban.com/subject/35156879/,https://img2.doubanio.com/view/subject/s/public/s33695871.jpg,李欣频的文案课, ,7.5,116人,李欣频 / 浙江人民出版社·磨铁图书 / 2020-8 / 59.8,暂无,文案&李欣频&广告&写作&方法论&文化&工作,浙江人民出版社
https://book.douban.com/subject/30360697/,https://img2.doubanio.com/view/subject/s/public/s29904683.jpg,洞察力：让营销从此直指人心, ,7.2,71人,宇见 / 电子工业出版社 / 2018-10 / 68元,本书以“用户洞察”这一国内营销领域与广大从业者正空前关注、却十分缺乏高质量理论指引的行业痛点为基础，内容精干、紧贴实践、趣味性高，相信会对移动互联网时代的营... ,营销&品牌&广告&市场&运营&互联网&管理&专业,电子工业出版社
https://book.douban.com/subject/34782444/,https://img1.doubanio.com/view/subject/s/public/s33448399.jpg,广告数据定量分析：如何成为一位厉害的广告优化师, ,7.5,60人,齐云涧 / 机械工业出版社 / 2019-7-25 / 79,暂无,广告&数据分析&互联网&数据&干货&软件设计&进阶&豆瓣,机械工业出版社
https://book.douban.com/subject/1033488/,https://img2.doubanio.com/view/subject/s/public/s1596193.jpg,公关第一 广告第二, ,6.9,1097人,[美] 阿尔·里斯、劳拉·里斯 / 罗汉、虞琦 / 上海人民出版社 / 2004-04 / 32.00元,"《公关第一,广告第二》是美国当代营销大师阿尔·里斯及其女儿劳拉·里斯2002年的新作。这部著作体现了阿尔·里斯营销思想的一个新理念。作者认为当今的市场营销首... ",公关&广告&营销&品牌&市场营销&PR,上海人民出版社
https://book.douban.com/subject/34632472/,https://img9.doubanio.com/view/subject/s/public/s33448864.jpg,在线广告,互联网广告系统的架构及算法,6.8,64人,张亚东 / 清华大学出版社 / 69.8元,在线广告是一个多学科交融的领域，本书力求系统地讲解在线广告的架构和算法，让读者对在线广告有一个整体的认识。全书共15章，第1~3章介绍在线广告的发展简史、样... ,广告&计算广告&科普&营销&产品经理&中国&计算机&新闻传播,清华大学出版社
https://book.douban.com/subject/1454371/,https://img2.doubanio.com/view/subject/s/public/s9996932.jpg,广告创意完全手册,世界顶级广告的创意与技巧,8.4,175人,（德）普瑞根 / 初晓英 / 中国青年出版社 / 2005-7 / 138.00,　　这是一本关于伟大创意的手册。作者希望读者由此学会创造性思维，从而获得点石成金的能力。这个目标让人怦然心动，但也显得有点野心勃勃。本书将会介绍一些创意大师... ,广告&创意&广告创意&设计&专业书籍&创新&文案&视野,中国青年出版社
https://book.douban.com/subject/10550565/,https://img2.doubanio.com/view/subject/s/public/s9034412.jpg,不做总统就做广告人,现代广告之父”拉斯克尔和他创造的广告世纪,8.2,52人,阿瑟.舒尔茨、杰弗里.库鲁圣 / 王晓鹂 / 中信出版社 / 2012-4-6 / 58.00元,暂无,广告&创意&传记&营销&人物传记&经典&美国,中信出版社
https://book.douban.com/subject/27078994/,https://img3.doubanio.com/view/subject/s/public/s29484670.jpg,文案之神尼尔·法兰奇,40年传奇广告生涯经典作品集,6.2,223人,Neil French、［英］尼尔·法兰奇 / 鬼鬼、蔡梦荻、刘磊 / 广东经济出版社 / 2017-6 / 160.00元,暂无,文案&广告&创意&经典&广告文案,广东经济出版社
https://book.douban.com/subject/27609916/,https://img1.doubanio.com/view/subject/s/public/s33551239.jpg,营销革命 4.0,从传统到数字,7.6,390人,[美] 菲利普·科特勒（Philip Kotler）、[印尼] 何麻温·卡塔加雅（Hermawan Kartajaya）、[印尼] 伊万·塞蒂亚万（Iwan Setiawan） / 王赛 / 机械工业出版社 / 2018-1 / 45.00,暂无,营销&市场营销&商业&市场&广告&品牌&管理学&工具书,机械工业出版社
https://book.douban.com/subject/34851981/,https://img9.doubanio.com/view/subject/s/public/s33496595.jpg,如何写出高转化率文案, ,8.1,244人,[英] 安迪·马斯伦、Andy Maslen / 邱匀 / 后浪丨大象出版社 / 2019-11 / 48.00元,暂无,文案&写作&广告&营销&技巧&职场&销售&学习,后浪丨大象出版社
https://book.douban.com/subject/1193831/,https://img1.doubanio.com/view/subject/s/public/s1745288.jpg,创意,广告学教父的巅峰之作，所有生产创意的人的枕边书,8.2,635人,[美] 詹姆斯·韦伯·扬 / 李旭大 / 中国海关出版社 / 2004-10 / 24.00元,并不是每一个人都能将自己的梦想变为现实，产是因为他们不够聪明、不够坚持，而是因为他们没有掌握方法。为什么那些资深创意人总是要比那些创意新人的好想法多一些，难... ,创意&广告&策划&广告学&设计&营销&商业&设计理论,中国海关出版社
https://book.douban.com/subject/35290773/,https://img1.doubanio.com/view/subject/s/public/s33788287.jpg,创意有魔力：如何想出好点子, ,8.0,44人,罗里·萨瑟兰 / 李海亭 / 中信出版集团 / 2021-1 / 65.00元,首先，你需要问自己下面这些问题：经济学家的理论真的能解释人类行为吗？人类的行为是都符合逻辑的吗？为什么我们会做出不理性和不合逻辑的行为？大数据分析真的能反映... ,商业&心理&创意&行为经济学&进化心理学&艺术设计&广告&微信读书,中信出版集团
https://book.douban.com/subject/5914498/,https://img1.doubanio.com/view/subject/s/public/s6280098.jpg,文案发烧, ,7.4,850人,[美]路克•苏立文 / 赵萌萌 / 中国人民大学出版社 / 2010-12 / 49.80元,这是一本非常有意思的书：诙谐幽默，见解深刻，内容丰富，读来令人狂笑不止。你可以用几个小时读完这本书，在你不笑的时候，你就会开始为自己绘制立足于广告领域的蓝图... ,文案&广告&传播&amp;创意&amp;营销&创意&营销&美国&经管,中国人民大学出版社
https://book.douban.com/subject/1011617/,https://img1.doubanio.com/view/subject/s/public/s28024119.jpg,蔚蓝诡计,颠覆市场的广告创意智库,8.2,854人,（美）乔治·路易斯（George Lois）、（美）比尔·匹兹（Bill Pitts） / 刘家驯 / 海南出版社 / 1996-11-01 / 15.80元,这本书是路易劳动保护四十年广告创意生涯的总结。透过他具有传奇性及争议性的广千创造活动，形象生动地传授了广告创意人如何运用各种手段使创意冲破藩篱，飞天入地。本... ,广告&创意&策划&传播&营销,海南出版社
https://book.douban.com/subject/30194615/,https://img2.doubanio.com/view/subject/s/public/s29740181.jpg,注意力经济: 如何把大众的注意力变成生意,如何把大众的注意力变成生意,7.4,158人,吴修铭 / 中信出版集团股份有限公司 / 2018-4-1 / 69,暂无,互联网&营销&商业&新经济&心理学&注意力&经济学&广告,中信出版集团股份有限公司
https://book.douban.com/subject/30203453/,https://img2.doubanio.com/view/subject/s/public/s29748961.jpg,勾癮,創造品牌幻想，從心理學與腦神經科學解構行銷創意，觸發消費渴望,7.9,26人,Daryl Weber / 戴至中 / 寶鼎 / 2017-7 / TWD350,暂无,广告&营销&设计&品牌&认知精进&美国&設計,寶鼎
https://book.douban.com/subject/5423082/,https://img9.doubanio.com/view/subject/s/public/s4621814.jpg,当代广告学,（第11版）,8.6,125人,(美)威廉·阿伦斯、迈克尔·维戈尔德、克里斯蒂安·阿伦斯 / 丁俊杰、程坪、陈志娟 / 人民邮电出版社 / 2010-10 / 398.00元,《当代广告学(第11版)(银婚纪念版)》是一部源于美国畅销于全球的广告学教科书，自第一版始，先后被翻译成法语、西班牙语、俄语、韩语、汉语等多种文字出版发行，... ,广告&广告学&营销&文案&教材&设计&美国&新闻,人民邮电出版社
https://book.douban.com/subject/27032582/,https://img9.doubanio.com/view/subject/s/public/s29884156.jpg,文案圣经,如何写出有销售力的文案,7.2,590人,[美] 克劳德•霍普金斯 / 姚静 / 中国友谊出版公司 / 2017-5 / 48,暂无,文案&广告学&营销&广告&好书，值得一读&我想读这本书&想读，一定很精彩！&想读,中国友谊出版公司
https://book.douban.com/subject/34950180/,https://img3.doubanio.com/view/subject/s/public/s33583160.jpg,十个为什么,广告营销哲学十堂课,6.5,36人,陈国辉 / 广西师范大学出版社 / 2020-1 / 88.00元,本书从十个方面对广告行业的现状进行了深度剖析。互联网 的时代如何进行营销？如何根据品牌特性和消费者群体进行创意输出？如何在众多作品中脱颖而出？作者针对目前的... ,广告&艺术设计&广西师范大学出版社&中国&藏书&子,广西师范大学出版社
https://book.douban.com/subject/6753830/,https://img9.doubanio.com/view/subject/s/public/s27266965.jpg,文案训练手册, ,7.7,1426人,[美] 约瑟夫·休格曼 / 杨紫苏、张晓丽 / 中信出版社 / 2011-8 / 48.00元,精彩的文案是广告业的核心和灵魂，无论是对印刷品、电视、广播，或者任何其他媒介而言。在这本《文案训练手册》中，传奇的文案作家、广告人约瑟夫•休格曼提供了经过验... ,文案&广告&营销&工具书&写作&创意&工作需要&美国,中信出版社
https://book.douban.com/subject/34988807/,https://img9.doubanio.com/view/subject/s/public/s33619376.jpg,顶尖文案,188种走心广告句式,5.9,37人,汪豪、尹雨诗 / 电子工业出版社 / 2020-1-1 / 68,文案是广告的“点睛之笔”，文案人员通过产品、市场和消费者的洞察，以巧妙的文字组合，激荡消费者的情感内心，作者将这些绝妙的文字组合，总结为188种广告走心句式... ,广告文案&文案&广告&商业&运营&藏书&营销&子,电子工业出版社
https://book.douban.com/subject/6507059/,https://img9.doubanio.com/view/subject/s/public/s6484904.jpg,10堂量子创意课,北大爆棚公开课，揭秘创意原点,8.0,1281人,李欣频 / 云南美术出版社 / 2011-5-1 / 25.00元,暂无,李欣频&创意&思维模式&思维&广告&文案&台湾&方法论,云南美术出版社
https://book.douban.com/subject/6851648/,https://img9.doubanio.com/view/subject/s/public/s6942155.jpg,迷恋,如何让你和你的品牌粉丝暴增,7.3,559人,[美]莎莉·霍格斯黑德 / 邱璟旻 / 中华工商联合出版社有限责任公司 / 2011-11-1 / 39.90元,暂无,营销&心理&品牌&商业&心理学&行为经济学&思维&沟通,中华工商联合出版社
https://book.douban.com/subject/33387082/,https://img2.doubanio.com/view/subject/s/public/s32273051.jpg,克莱普纳广告学, ,暂无,少于10人,【美】W.罗纳德·莱恩、卡伦·怀特希尔·金、汤姆•赖克特 / 程言、王佳雯 / 中国人民大学出版社 / 2019-3 / 498,《克莱普纳广告学》阐述的是美国广告界著名营销学者奥托·克莱普纳（1899-1982）的广告理念。克莱普纳先生因在广告教育上的突出贡献而荣获尼克尔斯杯（即现在... ,广告学&广告&美国&SaS&社会&akb,中国人民大学出版社
https://book.douban.com/subject/3063888/,https://img9.doubanio.com/view/subject/s/public/s3125924.jpg,我的广告生涯&amp;科学的广告, ,8.5,895人,克劳德·霍普金斯 / 邱凯生 / 中国人民大学出版社 / 2008-4 / 45.00元,暂无,广告&营销&广告学&经典&商业&文案&Marketing,中国人民大学出版社
https://book.douban.com/subject/30354012/,https://img1.doubanio.com/view/subject/s/public/s29897929.jpg,广告副作用（全二册）, ,7.4,75人,李欣频 / 中信出版集团 / 2018-9 / 159.00元,《广告副作用（全二册）》是台湾“文案天后”李欣频的广告文案作品集，分为“商业篇”与“艺文篇”。其中“商业篇”收录了作者为诚品书店、中兴百货等众多企业创作的诸... ,广告&文案写作&文案&李欣频&创意&广告创意&中国文学&藏书,中信出版集团
https://book.douban.com/subject/26328689/,https://img1.doubanio.com/view/subject/s/public/s28010808.jpg,商业设计,通过设计思维构建公司持续竞争优势,8.0,57人,"罗杰·马丁 (Roger Martin) / 李志刚 (译者), 于晓蓓 (译者) / 机械工业出版社 / 2015-1-5 / 45.00",《商业设计:通过设计思维构建公司持续竞争优势》内容简介：书中，罗杰•马丁提出了一种全新的思维模式，人们完全可以通过运用该模式来有效平衡新知识探索活动（创新）... ,设计思维&商业&设计&思维&管理&市场营销&广告&创新,机械工业出版社
https://book.douban.com/subject/26865278/,https://img1.doubanio.com/view/subject/s/public/s29083857.jpg,互联网DSP广告揭秘,精准投放与高效转化之道,6.5,100人,曲海佳 / 人民邮电出版社 / 39.00,程序化交易广告自从进入中国市场之后就一直呈现蓬勃发展的态势，大大小小的DSP公司也如雨后春笋般层出不穷，但DSP，AdX等概念对于国内绝大多数行业的广告主（... ,广告&技术&工具书,人民邮电出版社
https://book.douban.com/subject/20395651/,https://img9.doubanio.com/view/subject/s/public/s28627886.jpg,我不是一本型录, ,7.6,1513人,许舜英 / 广西师范大学出版社 / 2012-12 / 48.00元,暂无,许舜英&设计&广告&生活美学&台湾&时尚&文化&生活,广西师范大学出版社
https://book.douban.com/subject/1889450/,https://img1.doubanio.com/view/subject/s/public/s1831989.jpg,赖声川的创意学, ,7.8,3021人,赖声川 / 中信出版社 / 2006-9 / 36.00元,暂无,创意&赖声川&艺术&设计&戏剧&文化&台湾&广告,中信出版社
https://book.douban.com/subject/26579629/,https://img9.doubanio.com/view/subject/s/public/s28263866.jpg,品牌大师,塑造成功品牌的20条法则,7.0,114人,【美】戴维•阿克、王宁子 / 中信出版社 / 2015-7-1 / 48,暂无,品牌&营销&商业&战略&经管&中信出版社&广告&设计,中信出版社
https://book.douban.com/subject/6047919/,https://img2.doubanio.com/view/subject/s/public/s6309853.jpg,感官品牌, ,7.4,263人,[美] 马丁·林斯特龙 / 赵萌萌 / 天津教育出版社 / 2011-3 / 35.00,在消费者变得越来越挑剔、同质化商品层出不穷、广告战愈演愈烈的环境下，如何让自己的产品和广告突出重围，让自己的品牌长盛不衰？全球品牌大师马丁·林斯特龙向我们揭... ,营销&品牌&广告&商业&设计&市场营销&管理,天津教育出版社
https://book.douban.com/subject/35660731/,https://img1.doubanio.com/view/subject/s/public/s34043277.jpg,创意72变,72招让广告小白变创意高手,暂无,少于10人,丁和珍 / 河南大学出版社 / 2021-11-1 / 128,如果你刚入行，如果你灵感有点枯竭，如果你提案一直没过，如果你觉得没有更好的idea，如果你怀疑自己，如果你想有点改变，如果你没时间带人，如果你想系统梳理自检... ,广告&设计&艺术设计&创意,河南大学出版社
https://book.douban.com/subject/30377655/,https://img2.doubanio.com/view/subject/s/public/s29921923.jpg,吸金广告文案写作训练手册, ,5.5,34人,朱雪强 / 民主与建设出版社 / 2018-3-1,《吸金广告文案写作训练手册》主要针对广告文案初学者而作，从广告文案的基本概念、广告文案撰稿人的能力要求到广告文案各环节的写作技巧都有涉及，并且包含了大量改编... ,文案&广告&实用&写作&传播学&营销&思维,民主与建设出版社
https://book.douban.com/subject/1482762/,https://img9.doubanio.com/view/subject/s/public/s1643526.jpg,"Whatever You Think, Think the Opposite", ,8.3,170人,Paul Arden / Portfolio / 2006-4-1 / GBP 11.65,暂无,創意&励志&英文原版&心理学&心理&广告&设计&创意,Portfolio
https://book.douban.com/subject/3192038/,https://img9.doubanio.com/view/subject/s/public/s5932944.jpg,广告心理, ,7.7,364人,[日]仁科贞文 / 外语教学与研究出版社 / 2008-7 / 30.00元,《广告心理：电通广告丛书》并未刻意构筑贯穿全书的统一理论体系，而是把重点放在了对特定概念的详细解说方面。第一版广告读本《广告心理》（朝仓利景著1962年）是... ,广告&心理学&营销&日本&品牌&心理&文案&设计,外语教学与研究出版社
https://book.douban.com/subject/35079917/,https://img9.doubanio.com/view/subject/s/public/s34022975.jpg,华与华方法,企业经营少走弯路、少犯错误的九大原理,8.6,419人,华杉、华楠 / 文汇出版社 / 2020-7 / 68,最高的效率是不返工，最快的进步是不退步。企业经营走正道，才能少走弯路、少犯错误。18年来，华与华始终与中国最优秀的本土企业同行，参与了上百家企业从0到1，从... ,商业&营销&经营&企业&效率&领导力&好书，值得一读&读客,文汇出版社
https://book.douban.com/subject/5269231/,https://img9.doubanio.com/view/subject/s/public/s4471744.jpg,广告创意与表现-方法与案例解析,方法与案例解析,9.4,27人,尹小龙 / 山东文艺出版社 / 2010 / 25,广告是一种商业活动，也是一门艺术，具有其他学科无法替代的独特性。在当今物质化、信息化并重的时代，如何形成一套更为有效的训练方案，培养优秀的创意能力，是多年以... ,广告&广告学&创意&设计&营销&文案&艺术,山东文艺出版社
https://book.douban.com/subject/1484018/,https://img2.doubanio.com/view/subject/s/public/s2130873.jpg,中兴百货广告作品全集,中兴百货与意识形态广告公司,8.7,334人,许舜英 / 湖南美术出版社 / 2001-10 / 138.00元,书中收录12年来意识形态为中兴百货操作的201张全系列平面广告作品，18部电视广告经典影片，以及四位广告精英人物的精神讲话，解开中兴百货广告的深层意识地带。... ,广告&文案&许舜英&意识形态&创意&台湾&经典,湖南美术出版社
https://book.douban.com/subject/33401075/,https://img9.doubanio.com/view/subject/s/public/s32285346.jpg,精准投放,个性化数字广告一册通,暂无,少于10人,[美] 迪亚兹·耐萨蒙奈 / 中国人民大学出版社 / 2019-4 / 65.00元,这本实战手册介绍了个性化数字广告所涉及的动态广告的核心概念、投放时机、制作过程以及应用技术，就大数据、程序化平台、广告格式以及创意，为读者提供了全面的解决方... ,广告&营销&商业,中国人民大学出版社
https://book.douban.com/subject/1049727/,https://img2.doubanio.com/view/subject/s/public/s1182911.jpg,我的广告生涯·科学的广告, ,8.6,475人,霍普金斯 / 邱凯生 / 新华出版社 / 1998-6 / 19.80元,暂无,广告&营销&经典&商业&必读&管理&广告学,新华出版社
https://book.douban.com/subject/25663745/,https://img1.doubanio.com/view/subject/s/public/s26968847.jpg,22条商规,美国CEO最怕竞争对手读到的商界奇书,8.0,500人,（美）艾•里斯（Al Ries）、杰克•特劳特（Jack Trout） / 寿雯 / 机械工业出版社 / 2013-8 / 35.00,1972年，里斯和特劳特在《广告时代》上发表《定位新纪元》系列文章，将“定位”一词带入人们的视野，1980年《定位》出版，迅速风靡欧美，成为营销领域的“工业... ,营销&商业&定位&管理&经营管理&特劳特&经济学&广告,机械工业出版社
https://book.douban.com/subject/27036938/,https://img3.doubanio.com/view/subject/s/public/s29443010.jpg,文案创作完全手册,文案大师教你一步步写出销售力,7.3,256人,[美] 罗伯特·布莱、Robert W.Bly / 刘怡女、袁婧 / 后浪丨北京联合出版公司 / 2017-6 / 88.00元,暂无,文案写作&文案&写作&工具书&广告&营销&技能&后浪,后浪丨北京联合出版公司
https://book.douban.com/subject/34904845/,https://img2.doubanio.com/view/subject/s/public/s33530222.jpg,超级符号就是超级创意：席卷中国市场17年的华与华战略营销创意方法（第三版）, ,7.8,106人,华杉、华楠 / 江苏凤凰文艺出版社 / 2019-12-1 / 74.9元,“华与华方法”的只言片语在营销界流传已广，“超级符号”“品牌寄生”等词汇也被越来越多的营销人知道、理解和应用，但作为本土营销界成体系的营销思想，十余年来，“... ,营销&广告&品牌&方法论&管理&商业&企业&2019,江苏凤凰文艺出版社
https://book.douban.com/subject/26948878/,https://img2.doubanio.com/view/subject/s/public/s29272581.jpg,数字时代的营销战略, ,6.0,81人,曹虎、王赛、乔林、【美】艾拉·考夫曼 / 机械工业出版社 / 2017-1 / 99.00元,菲利普•科特勒说，市场比市场营销变得更快（Market changes faster than Marketing），在这个变革的时代，从硅谷、波士顿到北京... ,营销&互联网&营销管理&广告&管理&商业&艺术设计,机械工业出版社
https://book.douban.com/subject/26655503/,https://img2.doubanio.com/view/subject/s/public/s28338911.jpg,那些让文案绝望的文案,“80篇甲壳虫经典广告原图、原文”+“戛纳广告节铜狮奖获得者、前奥美,5.7,949人,小马宋 / 北京联合出版公司 / 2015-10 / 45,暂无,文案&广告&营销&文案写作&策划&互联网&运营&销售,北京联合出版公司
https://book.douban.com/subject/25958166/,https://img1.doubanio.com/view/subject/s/public/s27402589.jpg,吸金广告,史上最赚钱的文案写作手册,7.5,555人,[美] 德鲁·埃里克·惠特曼 / 焦晓菊 / 江苏人民出版社 / 2014-8-1 / 38.00元,几乎每个人都知道广告的重要性，但很少人懂得怎样的广告才能发挥作用。本书开篇就明确告诉读者，商业广告的目的就是为了赚钱，只有能说服顾客掏钱的广告才是有效的广告... ,广告&营销&文案&市场营销&商业&写作&工具书,江苏人民出版社
https://book.douban.com/subject/24530309/,https://img3.doubanio.com/view/subject/s/public/s26540390.jpg,一个媒体推手的自白,揭露营销神话背后的真相,7.4,304人,瑞安·霍利迪 / 潘丽君 / 广东人民出版社 / 2013-6 / 38.00元,《一个媒体推手的自白:揭露营销神话背后的真相》内容简介：媒体世界并不是非黑即白，它存在着大量的灰色地带，而顶级的媒体推手们总能从简单的事件里嗅出商机和唾手可... ,营销&媒体&网络营销&互联网&广告&传媒&传播学&新闻,广东人民出版社
https://book.douban.com/subject/1396512/,https://img9.doubanio.com/view/subject/s/public/s5723455.jpg,广告创意与文案, ,8.5,229人,乔治·费尔顿 / 中国人民大学出版社 / 2005-5 / 39.80元,《广告创意与文案》(中文版)分三部分。第一部分讲广告战略，内容包括创作广告战略、研究产品、了解消费行为、分析市场、介绍战略种类等。第二部分讲实施，内容涉及标... ,广告&文案&广告创意&创意&广告学&传播&设计&营销,中国人民大学出版社
https://book.douban.com/subject/3820857/,https://img2.doubanio.com/view/subject/s/public/s4342143.jpg,公关造势与技巧,通向21世纪的桥梁,8.2,18人,[美]弗兰·R.迈特 / 欧阳旭东 / 中国人民大学出版社 / 2009-6 / 38.00元,《公关造势与技巧:通向21世纪的桥梁》展望了公共关系在21世纪中将发挥的重要作用，并着重论述了新技术采用、公关活动趋势和公关功能全球化等该领域当前最关注的问... ,公关&PR&营销&管理&传播&广告&大众传播&新闻学,中国人民大学出版社
https://book.douban.com/subject/35591855/,https://img9.doubanio.com/view/subject/s/public/s33990224.jpg,玩转苹果流量生态：解锁App流量新密码, ,9.5,33人,史建刚 著、阳志平 主编 / 电子工业出版社 / 2021-9-1 / 44.00元,暂无,互联网&运营&苹果&搜索&思维&广告&产品,电子工业出版社
https://book.douban.com/subject/26915654/,https://img9.doubanio.com/view/subject/s/public/s29152745.jpg,广告文案,文案人的自我修炼手册,7.5,367人,乐剑峰 / 中信出版社 / 2016-11 / 58,暂无,文案&广告&广告文案&营销&写作&技巧&好书，值得一读&策划,中信出版社
https://book.douban.com/subject/5966160/,https://img1.doubanio.com/view/subject/s/public/s28268467.jpg,許舜英購物日記, ,8.2,314人,許舜英 / 漫遊者文化事業股份有限公司 / 2011-1-27 / NT$340,暂无,台湾&广告&时尚&许舜英&台灣&杂文&文案&現代文學,漫遊者文化事業股份有限公司
https://book.douban.com/subject/30335315/,https://img2.doubanio.com/view/subject/s/public/s29878621.jpg,无论你在想什么，反过来想想, ,6.9,292人,[英]保罗·亚顿 / 陈垦 / 浦睿文化·湖南人民出版社 / 2018-10 / 50.00元,暂无,创意&广告&思维&思维方法&文化&读书&奇怪的东西&励志,浦睿文化·湖南人民出版社
