书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,作者,出版社
https://book.douban.com/subject/2126561/,https://img9.doubanio.com/view/subject/s/public/s8825935.jpg,行棋无悔, ,6.9,263人,董明珠 / 珠海出版 / 2006-12 / 39.80元,《行棋无悔》详细介绍了从2001年，格力电器公司陆续发生的“滨江事件”、“淮地事件”等前后鲜为人知的故事，以及董明珠如何凭借自身永不言败的精神和怎样依靠格力... ,董明珠,珠海出版
https://book.douban.com/subject/30761470/,https://img1.doubanio.com/view/subject/s/public/s33503738.jpg,寻找百倍医药股, ,7.1,69人,凯恩斯 著 / 中国经济出版社 / 49.8元,暂无,凯恩斯 著,中国经济出版社
https://book.douban.com/subject/2007219/,https://img9.doubanio.com/view/subject/s/public/s5806945.jpg,至尊狐狸, ,6.9,36人,花荣 / 经济管理出版社 / 2007-1 / 35.00元,《至尊狐狸:中国股市精英最优套利战术》是一部专门讲述关于股市投机者修炼武功的技术专著。与其他股市投资技术图书不一样，这是一本涉及股市最佳投资技术的书籍，其中... ,花荣,经济管理出版社
https://book.douban.com/subject/24740362/,https://img9.doubanio.com/view/subject/s/public/s26700504.jpg,巴比伦富翁的秘密, ,8.3,33人,卡拉森 / 闫红菊 / 2013-7 / 29.80元,海报： ,卡拉森, 
https://book.douban.com/subject/24873487/,https://img3.doubanio.com/f/shire/5522dd1f5b742d1e1394a17f44d590646b63871d/pics/book-default-lpic.gif,Profile of a Growth Stock, ,暂无,目前无人,Zieg / Investors Intelligence / 1972-6 / USD 5.00,暂无,Zieg,Investors Intelligence
https://book.douban.com/subject/26798608/,https://img2.doubanio.com/view/subject/s/public/s28738153.jpg,3小时快学期权, ,8.6,254人,上海证券交易所衍生品部 / 格致出版社 / 2016-6 / 25.00元,如果将衍生品比作金融产品中的皇冠，那么期权以其复杂性和策略多变性当之无愧成为这顶皇冠上的明珠，期权在满足投资者更多样化的风险管理和产品设计需求的同时，也具有... ,上海证券交易所衍生品部,格致出版社
https://book.douban.com/subject/3234327/,https://img3.doubanio.com/view/subject/s/public/s5941800.jpg,财务报表分析与证券投资, ,7.9,233人,姜国华 / 北京大学出版社 / 2008-9 / 35.00元,《财务报表分析与证券投资》的出发点，即基于财务报表分析的股票价值评估与投资决策，把读者置身于证券分析师的角色以后，《财务报表分析与证券投资》的内容即围绕这个... ,姜国华,北京大学出版社
https://book.douban.com/subject/5408886/,https://img3.doubanio.com/view/subject/s/public/s4590960.jpg,大空头, ,8.3,2737人,（美）迈克尔•刘易斯 / 何正云 / 中信出版社 / 2011-1 / 42.00元,20年前，迈克尔•刘易斯的成名作《说谎者的扑克牌》被公认为描写20世纪80年代华尔街的“教科书”，对美国商业文化产生了重大的影响。20年后，华尔街翻天覆地的... ,迈克尔•刘易斯,中信出版社
https://book.douban.com/subject/30251557/,https://img9.doubanio.com/view/subject/s/public/s29796715.jpg,金融工具手册, ,暂无,少于10人,弗兰克·J.法博齐 (Frank J. Fabozzi) / 俞卓菁 / 格致出版社 / 2018-4 / 108.00,《金融工具手册》是首部全面讨论类型广泛的金融工具教科书。本书由各个领域的专家撰写，为个人投资者和机构投资者提供了选择并有效利用当今市场中的众多金融工具所必需... ,弗兰克·J.法博齐,格致出版社
https://book.douban.com/subject/35152422/,https://img1.doubanio.com/view/subject/s/public/s33693217.jpg,价值投资,从格雷厄姆到巴菲特的头号投资法则,8.4,43人,布鲁斯·C.N.格林沃尔德、贾德·卡恩、保罗·D.索金、迈克尔·范·拜玛 / 中国人民大学出版社 / 2020-7 / 69元,暂无,布鲁斯·C.N.格林沃尔德&贾德·卡恩&保罗·D.索金&迈克尔·范·拜玛,中国人民大学出版社
https://book.douban.com/subject/11500072/,https://img2.doubanio.com/view/subject/s/public/s24402381.jpg,艾略特波浪理论,自然法则,6.8,41人,R·N·艾略特 / 何君 / 地震出版社 / 2012-7 / 20.00元,《艾略特波浪理论:自然法则(最专业的中文版)》共分为二十六章，主要内容包括：自然的节奏；吉萨大金字塔；自然法则；人类活动；人类活动的特征；调整浪；延展浪；不... ,R·N·艾略特,地震出版社
https://book.douban.com/subject/34923052/,https://img2.doubanio.com/view/subject/s/public/s33542743.jpg,一個投機者的告白(增修版), ,暂无,少于10人,André Kostolany / 唐峋 / 商業周刊 / NT$360,暂无,André Kostolany,商業周刊
https://book.douban.com/subject/4772957/,https://img9.doubanio.com/view/subject/s/public/s4409285.jpg,股市晴雨表, ,6.8,36人,威廉·彼得·汉密尔顿 / 机械工业出版社 / 2010-4 / 38.00元,《股市晴雨表(珍藏版)》最早出版于1922年，它确立了道氏理论的最终形式。书中揭示了道氏理论的精髓，现代道氏理论从此得以发展。为什么道氏理论如此重要?因为大... ,威廉·彼得·汉密尔顿,机械工业出版社
https://book.douban.com/subject/1079856/,https://img2.doubanio.com/view/subject/s/public/s1065081.jpg,股市倍增术, ,暂无,少于10人,黄家坚、徐向华 / 中国商业出版社 / 2001-06 / 26.00元,暂无,黄家坚&徐向华,中国商业出版社
https://book.douban.com/subject/26294839/,https://img9.doubanio.com/view/subject/s/public/s27977295.jpg,史玉柱的投资经：从中国“首负”到“股神”的投资智慧, ,暂无,少于10人,李战难 / 人民邮电出版社 / 2014-9-1 / 38,暂无,李战难,人民邮电出版社
https://book.douban.com/subject/1253945/,https://img2.doubanio.com/view/subject/s/public/s24396712.jpg,金钱游戏,一个投机者的告白,8.5,521人,张建军 编 / 地震出版社 / 2004-4 / 18.00元,安德烈·科斯托兰尼是德国最负盛名的投资大师，被誉为“二十世纪的股票见证人”、“本世纪金融史上最成功的投资者之一”。他在德 国投资界的地位，犹如美国的沃伦·巴... ,张建军 编,地震出版社
https://book.douban.com/subject/2189882/,https://img9.doubanio.com/view/subject/s/public/s5760756.jpg,投机与骗局, ,7.2,140人,马丁S.弗里德森 / 王娟 / 机械工业出版社 / 2007-7 / 36.00元,《投机与骗局》包含了两部投资经典：《非同寻常的大众幻想与群众性癫狂》和《混乱中的困惑》。《非同寻常的大众幻想与群众性癫狂》作为密西西比计划、荷兰郁金香狂潮和... ,马丁S.弗里德森,机械工业出版社
https://book.douban.com/subject/6797883/,https://img9.doubanio.com/view/subject/s/public/s8842025.jpg,大牛市, ,7.9,36人,玛吉·马哈尔 / 秦传安 / 上海财经大学出版社有限公司 / 2011-8 / 56.00元,《大牛市(1982-2004):涨升与崩盘》主要内容简介：从“滞胀的泥沼”跋涉而出的美国经济喘息甫定，不知不觉之中20世纪最后一场大牛市却悄无声息地拉开了帷... ,玛吉·马哈尔,上海财经大学出版社
https://book.douban.com/subject/1539851/,https://img2.doubanio.com/view/subject/s/public/s6531652.jpg,价量分析,股票买卖秘诀,暂无,少于10人,罗铁鹰 / 上海交大 / 1997-3 / 18.00元,《四维K线谱:股票买卖秘诀》：什么是证券行情的底部信号？什么是股价反弹的起点？行情走到尽头与中途卖出的区别在哪里？在纷繁复杂的K线谱中，怎样先人一步捕捉隐埋... ,罗铁鹰,上海交大
https://book.douban.com/subject/30253647/,https://img2.doubanio.com/view/subject/s/public/s33995681.jpg,巴菲特给股民上的投资10堂课, ,暂无,少于10人,严行方 / 南方出版社 / 2018-5 / 48.00,暂无,严行方,南方出版社
https://book.douban.com/subject/1491549/,https://img2.doubanio.com/view/subject/s/public/s1552283.jpg,股票定价模型, ,暂无,目前无人,袁明哲 / 经济科学出版社 / 2006-1 / 21.0,股票价值评估的过程就是“从过去预测未来，从未来计算现在”的过程，现代科学技术水平还不能打破时空的限制，准确地预测未来，所以股票价值的评估也只能在黑暗中摸索。... ,袁明哲,经济科学出版社
https://book.douban.com/subject/26061406/,https://img1.doubanio.com/view/subject/s/public/s27547187.jpg,小狗钱钱,"引导孩子正确认识财富、创造财富的“金钱童话""",9.1,5561人,博多·舍费尔 (Schafer B.) / 王钟欣、于茜 / 四川少年儿童出版社 / 2014-3-1 / CNY 22.00,《小狗钱钱》主要内容：吉娅是一个普通的12岁女孩，一次偶然的机会，她救助了一只受伤的小狗，并给它取名叫“钱钱”。没想到，钱钱居然是一位深藏不露的理财高手，它... ,博多·舍费尔,四川少年儿童出版社
https://book.douban.com/subject/25885281/,https://img2.doubanio.com/view/subject/s/public/s27281001.jpg,证券混沌操作法, ,6.8,121人,（美）比尔•威廉斯、贾丝廷•格雷戈里–威廉斯 / 王柯 / 机械工业出版社 / 2014-5 / 49.00,暂无,比尔•威廉斯&贾丝廷•格雷戈里–威廉斯,机械工业出版社
https://book.douban.com/subject/1057378/,https://img3.doubanio.com/view/subject/s/public/s1043770.jpg,非同寻常的大众幻想与群众性癫狂, ,7.7,463人,（英）麦基 / 李绍光等 / 中国金融出版社 / 2000-05 / 29.00,本书除了对1636年荷兰的“郁金香疯狂”、1720年英国的“南海泡沫”和1720年法国的“密西西比阴谋”这三次金融投机狂潮的故事作出了生动翔实的记述外，还收... ,麦基,中国金融出版社
https://book.douban.com/subject/3076714/,https://img3.doubanio.com/view/subject/s/public/s3764970.jpg,道破K线天机,道破K线天机,暂无,少于10人,伍朝辉 / 广东经济 / 2008-4 / 55.00元,《道破K线天机(实战版)》选用2006﹑2007年股市上的鲜活案例，配以精辟分析，一一道破K线天机，为读者指点迷津。《道破K线天机(实战版)》是写给新股民和... ,伍朝辉,广东经济
https://book.douban.com/subject/24765543/,https://img2.doubanio.com/view/subject/s/public/s29637793.jpg,Insider Buy Superstocks,The Super Laws of How I Turned $46K into $6.8 Million  in 28 Months,7.7,14人,Jesse C. Stine / The Superstock Letter / 2013-5-21 / USD 39.99,暂无,Jesse C. Stine,The Superstock Letter
https://book.douban.com/subject/35039857/,https://img2.doubanio.com/view/subject/s/public/s33624773.jpg,期货狙击手,交易赢家的21周操盘手记,8.5,26人,彼得·L.勃兰特 / 陈军伟、闫广道、李汉军 / 机械工业出版社 / 2020-5 / 80.00,暂无,彼得·L.勃兰特,机械工业出版社
https://book.douban.com/subject/1022739/,https://img1.doubanio.com/view/subject/s/public/s1402377.jpg,从牛顿、达尔文到巴菲特,投资的格栅理论,8.0,423人,[美] 罗伯特·G. 汉格斯特龙 编著 / 李准 / 机械工业出版社 / 2002-5 / 15.00元,这是一本不像在教人投资的投资书籍。作者并没有提供某种具体的新招式，指导如何选股或管理投资组合；然而在读过此书后，只要愿意花点时间在一些具挑战性的观念上，你应... ,罗伯特·G. 汉格斯特龙 编著,机械工业出版社
https://book.douban.com/subject/35089514/,https://img1.doubanio.com/view/subject/s/public/s33667877.jpg,财富工具, ,8.4,122人,刘诚 / 中信出版集团 / 2020-6 / 58.00元,“收益和风险是成正比的。”在投资时，很多人会认为这是一条真理。但要做好投资，首先要学会的事，就是明白收益和风险并不总是对称的。本书的目的是传递给读者一套*足... ,刘诚,中信出版集团
https://book.douban.com/subject/2368126/,https://img2.doubanio.com/view/subject/s/public/s23110573.jpg,思考致富, ,7.8,963人,拿破仑·希尔 / 曹爱菊 / 中信 / 2008-1 / 25.00元,《思考致富(钻石版)》在拿破仑•希尔的众多著作中可谓是最重要的作品，被誉为“彻底改变了美国人的思想观念，激发了所有美国人的潜能。”《思考致富(钻石版)》的创... ,拿破仑·希尔,中信
https://book.douban.com/subject/4933012/,https://img2.doubanio.com/view/subject/s/public/s6205103.jpg,股市中的心理学, ,5.5,30人,[美]卡尔•富蒂亚 / 甘霖 / 中国人民大学出版社 / 2010-7 / 49.80元,书中详细地阐述了为什么市场会受群众行为的驱动，以及群众的团体思想与“有效市场”理论的关系。富蒂亚为我们讲述了一些进行逆向交易的实用途径，同时也列出了针对保守... ,卡尔•富蒂亚,中国人民大学出版社
https://book.douban.com/subject/6827495/,https://img9.doubanio.com/view/subject/s/public/s8845634.jpg,江恩股市定律, ,8.0,17人,(美)威廉·D.江恩|译者:田继鸣//胡怀栋 / 清华大学 / 2011-9 / 36.00元,《江恩股市定律(批注版)》的目的，就是为了总结和着重阐明具有实用价值的基本原理。笔者经过二十多年的投资实践，走过了一条艰难崎岖的道路；这正是所有没有从业经验... ,威廉·D.江恩|译者:田继鸣,清华大学
https://book.douban.com/subject/2267784/,https://img2.doubanio.com/view/subject/s/public/s4242511.jpg,How to Trade In Stocks, ,8.7,88人,Jesse Livermore / McGraw-Hill / 2006-2-16 / GBP 19.99,"The Success Secrets of a Stock Market Legend    Jesse Livermore was a loner, a... ",Jesse Livermore,McGraw-Hill
https://book.douban.com/subject/24748687/,https://img2.doubanio.com/view/subject/s/public/s26707071.jpg,牛眼投资法,命中超值回报的选股王道,6.6,42人,[美]约翰·莫尔丁（John Mauldin） / 郑磊、袁婷婷 / 中国人民大学出版社 / 2013-6-7 / 45.00,国际级投资专家莫尔丁，借助朴素的道理“老练的猎手不瞄准猎物，而是瞄准猎物前进的方向”，告诉万千股民：投资应该命中获利一倍以上的牛股，而不是平庸地跟随大盘，盲... ,约翰·莫尔丁,中国人民大学出版社
https://book.douban.com/subject/2980496/,https://img2.doubanio.com/view/subject/s/public/s4503911.jpg,Superperformance Stocks,An investment strategy for the individual investor based on the 4-year political cycle,暂无,少于10人,Richard S Love / Prentice-Hall / 1977,暂无,Richard S Love,Prentice-Hall
https://book.douban.com/subject/30636824/,https://img1.doubanio.com/view/subject/s/public/s32265069.jpg,日内交易入门, ,暂无,少于10人,[美]杰克·伯恩斯坦 / 张梦雅 / 2017-11 / 48.00元,暂无,杰克·伯恩斯坦, 
https://book.douban.com/subject/34859675/,https://img1.doubanio.com/view/subject/s/public/s33501859.jpg,缠论解析, ,暂无,少于10人,,暂无,, 
https://book.douban.com/subject/30384796/,https://img1.doubanio.com/view/subject/s/public/s29929109.jpg,投资交易心理分析（典藏版）, ,8.0,13人,［美］　布雷特N. 斯蒂恩博格（Brett N. Steenbarger） / 廖洪跃、顾奎 / 机械工业出版社 / 2018-11 / 69.00,暂无,布雷特N. 斯蒂恩博格,机械工业出版社
https://book.douban.com/subject/1077701/,https://img2.doubanio.com/view/subject/s/public/s1168802.jpg,拿破仑·希尔成功学全书（上下）, ,8.5,411人,田野 主编 / 经济日报出版社 / 1997-6 / 44.70元,成功学全书：拿破仑·希尔，ISBN：9787801273383，作者：田野主编 ,田野 主编,经济日报出版社
https://book.douban.com/subject/30247588/,https://img2.doubanio.com/view/subject/s/public/s29792651.jpg,参透MACD指标：短线操盘、盘口分析与A股买卖点实战, ,7.4,22人,杨金 / 人民邮电出版社 / 2018-6 / 49.80元,本书以MACD指标的用法为核心，既兼顾基础理论，又精讲实战案例，*后结合多种技术分析方法诠释指标的综合运用之道。 全书内容共分10章。第1章首先阐述股市的波... ,杨金,人民邮电出版社
https://book.douban.com/subject/3044015/,https://img3.doubanio.com/view/subject/s/public/s8456120.jpg,看懂股市新闻——投资者必读,看懂股市新闻,8.1,136人,袁克成 / 机械工业出版社 / 2008-4 / 28.80元,《看懂股市新闻:投资者必读》，最为赞赏的是作者通俗化的表达方式，而最有兴趣的是那些涵盖了股票分析主要方面的关键词。对于中国股市，笔者既不是基本派，也不是技术... ,袁克成,机械工业出版社
https://book.douban.com/subject/34923185/,https://img2.doubanio.com/view/subject/s/public/s33542871.jpg,经典技术分析（原书第3版）（下）, ,暂无,少于10人,[美]小查尔斯·D. 柯克帕特里克（Charles D. Kirkpatrick Ⅱ）、美]朱丽叶·R. 达尔奎斯特（Julie R. Dahlquist） / 郑磊、朱红燕、郑扬洋 / 机械工业出版社 / 2020-1 / 89.00,暂无,小查尔斯·D. 柯克帕特里克&美]朱丽叶·R. 达尔奎斯特,机械工业出版社
https://book.douban.com/subject/30300850/,https://img3.doubanio.com/f/shire/5522dd1f5b742d1e1394a17f44d590646b63871d/pics/book-default-lpic.gif,3小时快学ETF, ,6.6,23人,上海证券交易所产品创新中心 / 格致出版社 / 2017-6 / 25,暂无,上海证券交易所产品创新中心,格致出版社
https://book.douban.com/subject/1349137/,https://img3.doubanio.com/f/shire/5522dd1f5b742d1e1394a17f44d590646b63871d/pics/book-default-lpic.gif,中國股市，魚來了, ,暂无,少于10人,周密 / 恆兆 / 20050426 / NT$ 220,作者陳述她從月薪105元人民幣的教師，到千萬資產的股票理財過程。本書不但生動的描述了中國股市近10年發展的每個階段，她也以個人的經驗歸納出中國股市牛市、熊市... ,周密,恆兆
https://book.douban.com/subject/4039354/,https://img2.doubanio.com/view/subject/s/public/s3987482.jpg,论战,曹仁超创富战国策,7.7,437人,曹仁超 / 中国人民大学出版社 / 2009.09 / 39.80元,《论战——曹仁超创富战国策》是《论势——曹仁超创富启示录》曹氏投资哲学的实战执行，书中以用兵之道为喻，借中外多场著名战役为鉴，与读者以战论市，亲述其股坛成帅... ,曹仁超,中国人民大学出版社
https://book.douban.com/subject/35576607/,https://img9.doubanio.com/view/subject/s/public/s34080296.jpg,注册制企业IPO实战指南：IPO全流程与案例深度剖析, ,暂无,少于10人,,企业改制上市是一项系统工程，无论是行业龙头的大型企业，还是身处细分市场的中小企业，要严格遵守国内资本市场的各项法律法规。为更好地引导各行各业的拟上市企业充分... ,, 
https://book.douban.com/subject/27604426/,https://img9.doubanio.com/view/subject/s/public/s29639084.jpg,期货市场完全指南,技术分析、交易系统、基本面分析、期权、利差和交易原则（第2版）,7.7,28人,杰克·施瓦格、马克·埃兹科恩 / 李欣、梁峰 / 清华大学出版社 / 2017-11 / 168,期货市场是一个拍卖市场，在这个市场里参与者买卖的是在一个未来指定日期交易的商品期货合约。本书包括了一个初级交易员所需的入门信息，内容逐步深入至详细实例和问题... ,杰克·施瓦格&马克·埃兹科恩,清华大学出版社
https://book.douban.com/subject/4085146/,https://img1.doubanio.com/view/subject/s/public/s4434059.jpg,大师的投资习惯, ,7.4,66人,约翰·特雷恩 / 刘晶晶 / 中信 / 2009-11 / 36.00元,《大师的投资习惯》内容简介：乔治·索罗斯、吉姆·罗杰斯、彼得·林奇、约翰·内夫……这些股市中的“超级股民”，投资场上的“常胜将军”，有什么独特的成功秘诀和投... ,约翰·特雷恩,中信
https://book.douban.com/subject/1936064/,https://img2.doubanio.com/view/subject/s/public/s2167782.jpg,如何在卖空中获利, ,7.2,72人,(美)威廉·欧尼尔(美)吉尔·摩拉里斯译者：田丽魏蓝窦云静UnitedStates/美国 / 中国青年出版社 / 2011-3 / 36.80元,《如何在卖空中获利(白金版)》是一本真正意义上的实战指南，是进行卖空交易的有效工具。美国华尔街资投资人、畅销书作者威廉•欧尼尔与吉尔•摩天楼拉里斯多年的卖空... ,威廉·欧尼尔[美]吉尔·摩拉里斯译者：田丽魏蓝窦云静UnitedStates,中国青年出版社
https://book.douban.com/subject/2304711/,https://img9.doubanio.com/view/subject/s/public/s2876574.jpg,股市晴雨表, ,6.9,101人,汉密尔顿 / 机械工业 / 2008-1 / 38.00元,《股市晴雨表》中揭示了道氏理论的精髓，现代道氏理论从此得以发展。为什么道氏理论如此重要?因为大多数广为使用的技术分析理论都起源于此。将近一个世纪以前，还不曾... ,汉密尔顿,机械工业
https://book.douban.com/subject/1430988/,https://img1.doubanio.com/view/subject/s/public/s1917597.jpg,华尔街“梦之队”, ,7.0,16人,妮姬·罗斯 / 孙芳 / 海南 / 2005-9 / 29.0,五位投资大师的智慧，沃伦·巴菲特、本杰明·格雷厄姆、菲利普·费雪、托马斯·普里斯以及约翰·邓普顿可以帮助你从此富有……传奇式的投资家的智慧浓缩为三个投资的关... ,妮姬·罗斯,海南
https://book.douban.com/subject/2304717/,https://img2.doubanio.com/view/subject/s/public/s5772171.jpg,炒股就是炒心态, ,暂无,少于10人,鲍迪克 / 中国经济 / 2007-10 / 25.00元,“炒股就是炒心态”，是股市中的一句口头禅，它反映了心态在炒股中的重要性，也说明了心态的好坏将直接影响股市的成败。所以，保持良好的心态，对股票的涨跌不急不躁，... ,鲍迪克,中国经济
https://book.douban.com/subject/30450383/,https://img1.doubanio.com/view/subject/s/public/s33627877.jpg,伟大的时代,深度解读价值投资,7.4,77人,但斌、梁瑞安、付海棠、翟敬勇、石波、张增继、林园、张峰、王文、朱雀、刘明达、李驰、张婧雯、沈良 / 中国经济出版社 / 2019-1 / 58.00,暂无,但斌&梁瑞安&付海棠&翟敬勇&石波&张增继&林园&张峰&王文&朱雀&刘明达&李驰&张婧雯&沈良,中国经济出版社
https://book.douban.com/subject/27106000/,https://img1.doubanio.com/view/subject/s/public/s30225567.jpg,期货实盘赛交易实录--80个冠军与80个亏家, ,暂无,少于10人,沈良 张海峰 / 地震出版社 / 2017-5 / 48.00,暂无,沈良 张海峰,地震出版社
https://book.douban.com/subject/5980881/,https://img1.doubanio.com/view/subject/s/public/s5843458.jpg,走出技术分析的陷阱, ,7.7,20人,孙大莹 / 2011-3 / 58.00元,《走出技术分析的陷阱》用大量测试数据证明了常见技术分析方法并没有明显的获利能力，散户战胜市场的捷径是使用机械交易系统。涉及的内容有资金曲线和最大资金回撤、收... ,孙大莹, 
https://book.douban.com/subject/25924311/,https://img9.doubanio.com/view/subject/s/public/s27320894.jpg,盲眼钟表匠, ,8.3,950人,[英] 理查德·道金斯 / 王道还 / 中信出版社 / 2014-8-1 / 68.00元,这是英国著名生物学家、《自私的基因》的作者道金斯又一本经典之作。本书是正宗的演化论入门书，是我们认识自己，认识生命本身的绝佳读本。作者道金斯在《自私的基因》... ,理查德·道金斯,中信出版社
https://book.douban.com/subject/3729188/,https://img1.doubanio.com/view/subject/s/public/s3865398.jpg,曲线的秘密, ,7.3,52人,马丁·茨威格 / 蒋俊 / 中信出版社 / 2009-6 / 48.00元,马丁·茨威格被称为20世纪90年代华尔街的技术分析大师，他善于利用严谨的数据分析法，探寻股市发展的趋势，总结市场规律，做出正确的投资决策。1987年10月1... ,马丁·茨威格,中信出版社
https://book.douban.com/subject/4074202/,https://img9.doubanio.com/view/subject/s/public/s4009795.jpg,完全技術分析手冊,The Handbookof Technical Analysis,暂无,少于10人,Darrell R. Jobman / 寰宇證券投資顧問公司 / McGraw-Hill / 1999年8月 / 460元,技術分析是到目前為止預測期貨市場行情最受歡迎和最有效的工具，並以演變成複雜、多面向的學問。技術分析衡量價格演變的動態結構，可以掌握市場的多空驅動力量，進而確... ,Darrell R. Jobman,McGraw-Hill
https://book.douban.com/subject/26845915/,https://img9.doubanio.com/view/subject/s/public/s28935106.jpg,期货狙击手,交易赢家的21周全记录,7.9,46人,彼得•布兰德 / 文怡 / 山西人民出版社 / 2016-5-1 / 58.00元,暂无,彼得•布兰德,山西人民出版社
https://book.douban.com/subject/2003678/,https://img1.doubanio.com/view/subject/s/public/s7622368.jpg,一生的理财计划,一本专为中国家庭定制的理财工具书,6.4,388人,王在全 / 北京大学出版社 / 2007-1 / 39.00元,《一生的理财计划》专为中国家庭度身定制，无论这个家是仅有一人的单身小窝，还是三代同堂的大家庭，都能从中获得启示和指导。作者以个人和家庭发展的不同阶段为线索，... ,王在全,北京大学出版社
https://book.douban.com/subject/26786534/,https://img1.doubanio.com/view/subject/s/public/s28690998.jpg,低风险投资之路（第二版）, ,7.7,340人,徐大为、刘颖 / 中国经济出版社 / 2016-4-1 / 58.00,本书在第一版的基础上，结合作者最近两年的投资战役，对债券、可转债、分级基金几个低风险玩家喜爱的品种进行详细分析，并增加了轮动、对冲等高级战术，希望能帮助读者... ,徐大为&刘颖,中国经济出版社
https://book.douban.com/subject/4025063/,https://img3.doubanio.com/view/subject/s/public/s6069820.jpg,散户操盘实战兵法, ,5.8,20人,六月冬眠 / 2009-10 / 29.80元,《散户操盘实战兵法》从左侧交易和右侧交易入手，从短线、中线、长线三个投资周期的角度进行思考，帮助广大散户结合自身性格寻找到适合自己的操作模式，进而完整地掌握... ,六月冬眠, 
https://book.douban.com/subject/1108712/,https://img9.doubanio.com/view/subject/s/public/s26639884.jpg,投资心理规则, ,7.5,75人,罗伯特・库佩尔、霍华德・阿贝尔 / 清华大学出版社 / 2003年 / 16.00,编辑推荐：该书共5篇19章内容，作者以简洁流畅的语言描述了人类群行为、群体心理和群体思维模式在证券市场中特有的程序化表现，尤其侧重于自我提高和获胜心理的研究... ,罗伯特・库佩尔&霍华德・阿贝尔,清华大学出版社
https://book.douban.com/subject/3906283/,https://img2.doubanio.com/view/subject/s/public/s3919523.jpg,亲历巴菲特股东大会, ,7.5,81人,杰夫·马修斯 / 周磊 / 湛庐文化策划  中国人民大学出版社 / 2009.8 / 39.80元,本书是作者两次去参加伯克希尔股东大会的记录。这是追逐者们难得一遇的向巴菲特提问的机会。这是关于股神巴菲特的一本有趣的书。每一位巴菲特的追随者都不应该错过。让... ,杰夫·马修斯,湛庐文化策划  中国人民大学出版社
https://book.douban.com/subject/26823407/,https://img3.doubanio.com/f/shire/5522dd1f5b742d1e1394a17f44d590646b63871d/pics/book-default-lpic.gif,暴涨,发现牛股的15个超强实用工具,暂无,少于10人,申艳飞 / 人民邮电出版社 / 2015-5-1,本书作者在过去6年中，对国内A股市场上261只曾经有过暴涨走势的股票进行了跟踪研究，从中总结出了15个研判、发现牛股的实用工具，既包括与大盘走势对比的趋势类... ,申艳飞,人民邮电出版社
https://book.douban.com/subject/2345718/,https://img2.doubanio.com/view/subject/s/public/s2849971.jpg,做幸福的投资者,一位投资老手的倾心指点和忠告,7.2,15人,周密 / 地震出版社北京发行部 / 2007-12 / 30.00元,本书主要是以阐述价值投资的理念、实战案例，以及对广大投资者操作中的一些典型问题的回复为主要内容，引导投资者进行正确的价值投资，远离赌博式的投机，从而在证券市... ,周密,地震出版社
https://book.douban.com/subject/30323459/,https://img2.doubanio.com/view/subject/s/public/s29866842.jpg,在股市大崩溃前抛出的人,巴鲁克自传（典藏版）,8.0,36人,伯纳德•巴鲁克 / 机械工业出版社 / 2018-9 / 69.00,《在股市大崩溃前抛出的人：巴鲁克自传》向我们展示了巴鲁克的人生哲学和投资哲学如何帮助他解决各种重大的投资问题、政治问题和社会问题。揭开一个个故事的面纱，我们... ,伯纳德•巴鲁克,机械工业出版社
https://book.douban.com/subject/2036484/,https://img2.doubanio.com/view/subject/s/public/s22789452.jpg,长期赢利, ,7.1,16人,周密 / 企业管理出版社 / 2007-1 / 25.00元,《长期赢利:股票价值投资方法》从做股票就像找伴侣，随时想离婚不是一个好主意。如果你一开始就做出了明智的选择，就不要想着放弃。如果不是这样，无论如何你都会一团... ,周密,企业管理出版社
https://book.douban.com/subject/3803910/,https://img9.doubanio.com/view/subject/s/public/s6037375.jpg,技术分析与主动交易, ,5.4,14人,加里·诺登 / 罗光海 / 2009-7 / 39.80元,暂无,加里·诺登, 
https://book.douban.com/subject/3549963/,https://img3.doubanio.com/view/subject/s/public/s5989360.jpg,证券投资学, ,6.5,173人,吴晓求 / 中国人民大学出版社 / 2009-2 / 30.00元,《证券投资学(第3版)》是在第二版的基础上，经全面修订而成。这次修订充分借鉴了国内外金融证券研究领域的一些最新研究成果，并力求贴近和反映中国资本市场近年来的... ,吴晓求,中国人民大学出版社
https://book.douban.com/subject/34636557/,https://img9.doubanio.com/view/subject/s/public/s33445355.jpg,金融街：危险交易, ,7.3,107人,梁成 / 中国友谊出版公司 / 2019-6 / 48.00元,暂无,梁成,中国友谊出版公司
https://book.douban.com/subject/30362384/,https://img2.doubanio.com/view/subject/s/public/s29906291.jpg,对冲基金怪杰（典藏版）, ,8.7,55人,杰克·施瓦格(Jack D. Schwager) / 机械工业出版社 / 2018-10 / 80,在本书中，全球成功的对冲基金专家与广大投资者分享了自己的宝贵经验与投资理念，这些精辟的知识可以使不同水平的投资者在构建自己的交易系统时获益。在过去的几十年里... ,杰克·施瓦格,机械工业出版社
https://book.douban.com/subject/26940182/,https://img9.doubanio.com/view/subject/s/public/s29234935.jpg,投资大师威科夫经典合集, ,8.0,19人,理查德•D.威科夫 (Richard D. Wyckoff) / 康民 / 中信出版集团 / 2016-11 / 52,《投资大师威科夫经典合集》投机经典：作者理查德·D·威科夫称得上是二十世纪初最知名、最成功的投资者之一，他是很多现代投资大师仿效的典范。他有很多理论现在依然... ,理查德•D.威科夫,中信出版集团
