书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,作者,出版社
https://book.douban.com/subject/6974582/,https://img2.doubanio.com/view/subject/s/public/s8857282.jpg,股票作手回忆录, ,8.7,3612人,杰西·利弗莫尔 / 黄程雅淑，马晓佳 / 中国青年出版社 / 2012-1 / 33.90元,《彼得林奇点评版股票作手回忆录:巴菲特指定股市教科书》充满了利弗莫尔的人生和投资思路。他曾数次大起大落，做多和做空都赚过大钱，一生积攒的经验，后来历代的股神... ,杰西·利弗莫尔,中国青年出版社
https://book.douban.com/subject/30482551/,https://img9.doubanio.com/view/subject/s/public/s30019626.jpg,炒股的智慧,在华尔街炒股为生的体验,9.0,658人,陈江挺 / 商务印书馆 / 2019-1 / 26.00,《炒股的智慧》是一本教授炒股技巧的书。作者出生于中国，上海交通大学毕业后赴美留学，取得机械工程硕士学位，又在商学院国际金融专业学习，研究世界各地的金融市场和... ,陈江挺,商务印书馆
https://book.douban.com/subject/5243775/,https://img2.doubanio.com/view/subject/s/public/s6462582.jpg,聪明的投资者, ,8.9,7132人,本杰明·格雷厄姆、Benjamin Graham / 王中华、黄一义 / 人民邮电出版社 / 2010-8 / 88.00元,这是一本投资实务领域的世界级和世纪级的经典著作，自从1949年首次出版以来，本书即成为股市上的《圣经》。本修订版在完整保留格雷厄姆原著1973年第4版的基础... ,本杰明·格雷厄姆&Benjamin Graham,人民邮电出版社
https://book.douban.com/subject/27601129/,https://img1.doubanio.com/view/subject/s/public/s29634599.jpg,股票大作手回忆录, ,8.2,848人,埃德温·勒菲弗 / 王坤 / 中华工商联合出社 / 2017-11 / 49.80,杰克 施瓦格在对当代30位证券交易员的采访时，向他们提出了同样一个问题：哪一本书让证券交易员过目不忘、受益匪浅？《股票大作手回忆录》独占榜单名首。这本书记录... ,埃德温·勒菲弗,中华工商联合出社
https://book.douban.com/subject/26163553/,https://img9.doubanio.com/view/subject/s/public/s27653114.jpg,投资中最简单的事, ,8.7,8986人,邱国鹭 / 中国人民大学出版社 / 2014-10 / 45.90,暂无,邱国鹭,中国人民大学出版社
https://book.douban.com/subject/1087737/,https://img2.doubanio.com/view/subject/s/public/s2414322.jpg,日本蜡烛图技术,古老东方投资术的现代指南,8.9,4581人,（美）史蒂夫.尼森 / 丁圣元 / 地震出版社 / 1998-05-01 / 60.00元,《日本蜡烛图技术:古老东方投资术的现代指南》是对技术分析书面资料的一项激动人心的、价值不菲的充实。它以详实、流畅、精辟易懂的语言，有史以来第一次，将这门古老... ,史蒂夫.尼森,地震出版社
https://book.douban.com/subject/30194663/,https://img9.doubanio.com/view/subject/s/public/s29751634.jpg,股市真规则（畅销版）,站在巴菲特和晨星公司的肩上投资,9.0,810人,[美] 帕特·多尔西 / 中信出版集团 / 2018-4 / 65,暂无,帕特·多尔西,中信出版集团
https://book.douban.com/subject/24325274/,https://img1.doubanio.com/view/subject/s/public/s26682138.jpg,海龟交易法则, ,8.6,2410人,柯蒂斯•费思 / 乔江涛 / 中信出版社 / 2013-5 / 59,在金融界，流传着这样一个著名的故事。1983年，美国期货界的两个挚友——理查德•丹尼斯与威廉•埃克哈特之间就一个问题产生了分歧：伟大的期货交易者究竟是天生的... ,柯蒂斯•费思,中信出版社
https://book.douban.com/subject/26274190/,https://img1.doubanio.com/view/subject/s/public/s27906669.jpg,股票魔法师,纵横天下股市的奥秘,8.7,790人,【美】Mark Minervini（马克.米勒维尼） / 张泂 / 电子工业出版社 / 2015-1 / 59.00元,这是一本相当出色的投资指南！作者是美国最成功的股票交易商，他从30年的职业生涯中总结出来的方法CANSLIM写出来就是这本书！书中阐述了著名的、可以大大提高... ,Mark Minervini,电子工业出版社
https://book.douban.com/subject/35025832/,https://img2.doubanio.com/view/subject/s/public/s33887052.jpg,巴芒演义,可复制的价值投资,9.0,1447人,唐朝 / 中国经济出版社 / 2020-3 / 69.00元,我们学习价值投资的过程中，经常会发现大师们在很多重要问题上有南辕北辙的表述，甚至同一位大师在不同场合、不同时间，可能表达出完全相反的观点，比如是烟蒂还是成长... ,唐朝,中国经济出版社
https://book.douban.com/subject/4827219/,https://img2.doubanio.com/view/subject/s/public/s4409283.jpg,彼得·林奇的成功投资, ,9.1,3125人,[美] 彼得·林奇、[美] 约翰·罗瑟查尔德 / 刘建位、徐晓杰 / 机械工业出版社 / 2010-4-1 / 38.00元,本书系统介绍如何做好股票投资的充分准备，如何从生活和工作中开始寻找你喜爱的上市公司股票，如何分析上市公司的业务、财务、股票等基本面情况以及如何正确认识股价的... ,彼得·林奇&约翰·罗瑟查尔德,机械工业出版社
https://book.douban.com/subject/27175780/,https://img9.doubanio.com/view/subject/s/public/s29584234.jpg,股市趋势技术分析(原书第10版), ,8.6,431人,罗伯特D.爱德华兹、约翰·迈吉、W. H. C.巴塞蒂 / 万娟、郭烨、姚立倩、童伟华 / 机械工业出版社 / 2017-10 / 168,暂无,罗伯特D.爱德华兹&约翰·迈吉&W. H. C.巴塞蒂,机械工业出版社
https://book.douban.com/subject/26286602/,https://img1.doubanio.com/view/subject/s/public/s27968939.jpg,股票大作手操盘术(珍藏版), ,9.2,244人,杰西•利弗莫尔、理查德•斯密特 / 邓力、鞠玮婕 / 人民邮电出版社 / 45.00,暂无,杰西•利弗莫尔&理查德•斯密特,人民邮电出版社
https://book.douban.com/subject/30347305/,https://img3.doubanio.com/view/subject/s/public/s29890570.jpg,专业投机原理（典藏版）, ,9.1,140人,维克托·斯波朗迪 / 机械工业出版社 / 2018-10 / 99,本书自出版以来，已使无数股民获益，无论他们是散户、交易员，还是投机者、投资者。它之所以如此畅销不衰，是因为其内涵丰富，每读一遍都会让读者另有领会：对道氏理论... ,维克托·斯波朗迪,机械工业出版社
https://book.douban.com/subject/25829645/,https://img1.doubanio.com/view/subject/s/public/s27220989.jpg,股市进阶之道,一个散户的自我修养,8.7,2388人,李杰 / 中国铁道出版社 / 2014-3 / 55,暂无,李杰,中国铁道出版社
https://book.douban.com/subject/30416923/,https://img1.doubanio.com/view/subject/s/public/s33654427.jpg,价值投资实战手册, ,8.9,1692人,唐朝 / 中国经济出版社 / 2019-1 / 59.80,暂无,唐朝,中国经济出版社
https://book.douban.com/subject/34948750/,https://img9.doubanio.com/view/subject/s/public/s33562205.jpg,日本蜡烛图技术（第2版）,古老东方投资术的现代指南,8.8,325人,[美] 史蒂夫·尼森 / 丁圣元 / 湖南文艺出版社 / 2020-3-1 / 98.00元,“K线之父”“蜡烛图泰斗”史蒂夫·尼森畅销近30年的金融投资技术分析经典，让大众熟知蜡烛图技术的开山之作。作者结合近年全球市场变化进行了全新修订，原书第2版... ,史蒂夫·尼森,湖南文艺出版社
https://book.douban.com/subject/26290085/,https://img2.doubanio.com/view/subject/s/public/s29175222.jpg,手把手教你读财报,财报是用来排除企业的,8.7,4120人,唐朝 / 中国经济出版社 / 2015-1-1 / 49.00元,本书是一位久经沙场的老股民，在经历了无数次惨烈的投资战役之后，总结过往得失，呕心沥血而作。因为不是会计专业出身，所以没有晦涩的术语、难懂的公式。因为有多年的... ,唐朝,中国经济出版社
https://book.douban.com/subject/25779081/,https://img1.doubanio.com/view/subject/s/public/s27157469.jpg,教你炒股票, ,8.7,380人,缠中说禅 / 科学技术文献出版社 / 2013-10 / 86.00元,缠教你炒股票》为缠中说禅原著，其所阐述的缠论为最权威、最准确的。书中未添加任何他人见解，所谓“千人千缠”的说法是不准确的。就如很多人在解析江恩理论时添加了个... ,缠中说禅,科学技术文献出版社
https://book.douban.com/subject/27088810/,https://img2.doubanio.com/view/subject/s/public/s29494953.jpg,资本回报·穿越资本周期的投资,一个资产管理人的报告,8.7,585人,（英）爱德华.钱塞勒 / 陆猛 / 中国金融出版社 / 2017-5-1 / CNY 58.00,本书是对资本周期投资方法理论及其实际运用的一个全面介绍。本书由爱德华-钱塞勒编辑并撰写导言，包括60篇由马拉松公司基金经理在2002到2015年期间写的很好... ,爱德华.钱塞勒,中国金融出版社
https://book.douban.com/subject/3272812/,https://img2.doubanio.com/view/subject/s/public/s3331013.jpg,智慧型股票投资人, ,9.5,61人,班杰明·葛拉漢 (Benjamin Graham) / 俞濟群 / 寰宇出版 / 1996-12 / 500元,《智慧型股票投資人》一直被投資界譽為有史以來為股票投資人所撰寫的經典之作，在這本經典中，作者Benjamin Graham提出了穩健而安全的投資原則，長久以... ,班杰明·葛拉漢,寰宇出版
https://book.douban.com/subject/1089991/,https://img1.doubanio.com/view/subject/s/public/s2141099.jpg,期货市场技术分析, ,9.1,2629人,[美]约翰.墨菲 / 丁圣元 / 地震出版社 / 1994-5-1 / 80.00元,《期货市场技术分析(期&lt;现&gt;货市场股票市场外汇市场利率&lt;债券&gt;市场之道)》是讲商品期货技术分析的，主要内容有技术分析的理论基础、道氏理论、图表简介、趋势的基... ,约翰.墨菲,地震出版社
https://book.douban.com/subject/35000951/,https://img9.doubanio.com/view/subject/s/public/s33834814.jpg,投资中最简单的事（更新版）, ,8.7,896人,邱国鹭 / 中国经济出版社 / 2020-3 / 62.90元,暂无,邱国鹭,中国经济出版社
https://book.douban.com/subject/10593804/,https://img2.doubanio.com/view/subject/s/public/s9085042.jpg,十年一梦,一个操盘手的自白,8.3,1463人,青泽 / 凤凰出版社 / 2012-4 / 48.00元,《十年一梦:一个操盘手的自白(修订版)》内容简介：惊心动魄的“327国债”、悔恨万分的“苏州红小豆”、惨烈异常的“海南橡胶”、诡异的“天津红小豆”……在《十... ,青泽,凤凰出版社
https://book.douban.com/subject/24092345/,https://img3.doubanio.com/view/subject/s/public/s26590200.jpg,证券分析,第6版（平装上、下）,9.0,1600人,[美] 本杰明•格雷厄姆（Benjamin Graham）、[美] 戴维•多德（David L. Dodd） / 巴曙松、陈剑 / 中国人民大学出版社 / 2013-4 / 129.90元,	《证券分析》被誉为投资者的圣经，自1934年出版以来，八十年畅销不衰。市场反复证明，《证券分析》是价值投资的经典之作。《证券分析》第6版是1940年版本... ,本杰明•格雷厄姆&戴维•多德,中国人民大学出版社
https://book.douban.com/subject/1958714/,https://img2.doubanio.com/view/subject/s/public/s1989131.jpg,彼得·林奇的成功投资, ,8.7,6739人,[美] 彼得·林奇、约翰·罗瑟查尔德 / 刘建位、徐晓杰 / 机械工业出版社 / 2007-1 / 38.00元,作者用浅显生动的语言娓娓道出了股票投资的诸多技巧，向广大的中小投资者提供了简单易学的投资分析方法，这些方法是作者多年的经验总结，具有很强的实践性，对于业余投... ,彼得·林奇&约翰·罗瑟查尔德,机械工业出版社
https://book.douban.com/subject/30313572/,https://img2.doubanio.com/view/subject/s/public/s29857101.jpg,投资者的未来（典藏版）, ,9.2,275人,[美]杰里米 J.西格尔 / 机械工业出版社 / 2018-9 / 80,本书视角独特、结论有力，值得我国广大投资者阅读参考。常规投资指南一般会从投资学的基本原理出发，利用定价理论告诉投资者如何投资，而本书则不然，作者摒弃了比较流... ,杰里米 J.西格尔,机械工业出版社
https://book.douban.com/subject/4137173/,https://img2.doubanio.com/view/subject/s/public/s6097983.jpg,股市真规则, ,9.0,1465人,[美] 帕特·多尔西 / 司福连、刘静 / 中信出版社 / 2010-1 / 39.00元,暂无,帕特·多尔西,中信出版社
https://book.douban.com/subject/34467572/,https://img1.doubanio.com/view/subject/s/public/s33571268.jpg,新威科夫操盘法：揭秘对冲基金不愿公开的交易策略（珍藏版）,揭秘对冲基金不愿公开的交易策略,9.3,114人,孟洪涛（Edward Meng） / 山西人民出版社 / 2019-7-1 / 88元,暂无,孟洪涛,山西人民出版社
https://book.douban.com/subject/30179602/,https://img2.doubanio.com/view/subject/s/public/s29724943.jpg,股票魔法师 Ⅱ,像冠军一样思考和交易,8.9,427人,【美】(美)马克 ·米勒维尼 Mark Minervini / 张泂、马斐儿 / 电子工业出版社 / 2018-4 / 59,暂无,[美]马克 ·米勒维尼 Mark Minervini,电子工业出版社
https://book.douban.com/subject/27202775/,https://img1.doubanio.com/view/subject/s/public/s33513299.jpg,怎样选择成长股（珍藏版）, ,9.1,89人,[美]菲利普·A·费舍 / 地震出版社 / 2017-7 / 50.00,暂无,菲利普·A·费舍,地震出版社
https://book.douban.com/subject/26376773/,https://img9.doubanio.com/view/subject/s/public/s28058974.jpg,金融怪杰,华尔街的顶级交易员,9.0,636人,[美] 杰克D.施瓦格 / 戴维 / 机械工业出版社 / 2015-5-1 / 59.00,暂无,杰克D.施瓦格,机械工业出版社
https://book.douban.com/subject/2348695/,https://img3.doubanio.com/view/subject/s/public/s2810400.jpg,股剩是怎样炼成的, ,7.0,210人,一扔就涨 / 中信出版社 / 2008-1 / 29.00元,暂无,一扔就涨,中信出版社
https://book.douban.com/subject/19952930/,https://img2.doubanio.com/view/subject/s/public/s33919831.jpg,股票大作手操盘术,融合时间和价格的利弗莫尔准则,8.4,1378人,[美] 杰西·利弗莫尔 / 丁圣元 / 人民邮电出版社 / 2012-10 / 35.00元,本书由华尔街传奇股票操盘手杰西·利弗莫尔亲笔所著，系统介绍了他自己独创的基于时间与价格两大要素的股市交易法则，配有他具体操盘的详细记录。此外，译者还结合当下... ,杰西·利弗莫尔,人民邮电出版社
https://book.douban.com/subject/30341105/,https://img2.doubanio.com/view/subject/s/public/s29884342.jpg,股市长线法宝（典藏版）, ,8.8,139人,Jeremy J. Siegel / 马海涌、王凡一、魏光蕊 / 机械工业出版社 / 2018-8 / 80.00,"杰里米 J. 西格尔在书中写到：""资本市场近年来的确发生了一些不同寻常的大事，即使是那些依然信奉股票长期超凡表现的投资者也在金融危机中经历了严峻的考验。19... ",Jeremy J. Siegel,机械工业出版社
https://book.douban.com/subject/4906492/,https://img1.doubanio.com/view/subject/s/public/s6192198.jpg,金融市场技术分析,期（现）货市场、股票市场、外汇市场、利率（债券）市场之道,8.8,738人,（美）约翰·墨菲 / 丁圣元 / 地震出版社 / 2010-6 / 80.00元,《金融市场技术分析》一方面保持了原著清晰、简明的特点；同时，《金融市场技术分析:期(现)货市场、股票市场、外汇市场、利率(债券)市场之道》透彻地涵盖了图表和... ,约翰·墨菲,地震出版社
https://book.douban.com/subject/35220522/,https://img9.doubanio.com/view/subject/s/public/s33734024.jpg,投资有规律,从商业模式出发,8.7,252人,肖志刚 / 机械工业出版社 / 2020-7 / 88.00,《投资有规律：从商业模式出发》基本围绕着如何科学看待股票投资而展开，关键词是商业模式。，先从股票投资自身的盈利模式入手，提出了时间套利，回答了股票市场有哪些... ,肖志刚,机械工业出版社
https://book.douban.com/subject/27088971/,https://img1.doubanio.com/view/subject/s/public/s33634567.jpg,财务报表分析与股票估值, ,8.7,531人,郭永清 / 机械工业出版社 / 2017-7 / 69.00元,暂无,郭永清,机械工业出版社
https://book.douban.com/subject/35119423/,https://img9.doubanio.com/view/subject/s/public/s33676186.jpg,股票深度交易心理学,通过正念练习和尖端心理学实现最佳交易表现,9.3,89人,（美）盖瑞·戴顿 / 池明烨 / 中国青年出版社 / 69,这是一本把正念技巧与尖端心理学相结合，为交易者提供一套结构化的交易心理流程的书。我们讨论的重点是交易者面对的心理和情绪挑战，以及可以帮助交易者应对交易心理层... ,盖瑞·戴顿,中国青年出版社
https://book.douban.com/subject/2189613/,https://img1.doubanio.com/view/subject/s/public/s2650509.jpg,战胜华尔街, ,8.4,2686人,[美]彼得·林奇、约翰·罗瑟查尔德 / 机械工业出版社 / 2007-8-1 / 48.00元,暂无,彼得·林奇&约翰·罗瑟查尔德,机械工业出版社
https://book.douban.com/subject/33437521/,https://img1.doubanio.com/view/subject/s/public/s32313019.jpg,慢慢变富, ,7.6,781人,张居营 / 中信出版社 / 2019-5 / 69,暂无,张居营,中信出版社
https://book.douban.com/subject/30289854/,https://img1.doubanio.com/view/subject/s/public/s29835068.jpg,笑傲股市（原书第4版·典藏版）, ,8.9,130人,[美]威廉o欧奈尔（William J.O'Neil） / 宋三江 王洋子 韩靖 关旭 / 机械工业出版社 / 2018-8 / 99.00,在集中研究了美国及其他国家数以千计的大牛股的技术走势及公司基本面之后，威廉·欧奈尔发明了CAN SLIM选股系统，并凭借这一系统在华尔街叱咤风云。CAN S... ,威廉o欧奈尔,机械工业出版社
https://book.douban.com/subject/5382213/,https://img3.doubanio.com/view/subject/s/public/s6255930.jpg,股票大作手回忆录, ,8.8,3066人,埃德温·勒菲弗 / 丁圣元 / 万卷出版公司出版 / 2010-11 / 48.00元,《股票大作手回忆录》是一本精彩的人物传记，记述了一位几百年一遇的金融市场交易与投资天才——杰西·利弗莫尔（Jesse Lauriston Livermore... ,埃德温·勒菲弗,万卷出版公司出版
https://book.douban.com/subject/30142547/,https://img1.doubanio.com/view/subject/s/public/s29688128.jpg,艾略特波浪理论,市场行为的关键,8.2,52人,小罗伯特 R.普莱切特、阿尔弗雷德 J.弗罗斯特 / 陈鑫 / 机械工业出版社 / 2016-11 / 58.00,波浪理论是预测趋势的有效工具，其主要价值在于它为市场分析提供了一种前后关系。这种前后关系既为有条理的思考提供了基础，又为市场的总体目标位置及后市发展提供了正... ,小罗伯特 R.普莱切特&阿尔弗雷德 J.弗罗斯特,机械工业出版社
https://book.douban.com/subject/26605747/,https://img9.doubanio.com/view/subject/s/public/s28289745.jpg,笑傲牛熊, ,9.3,256人,【美】史丹·温斯坦 / 亦明 / 中国人民大学出版社 / 2015-9 / 49.00元,华尔街交易大师史丹•温斯坦在本书中将复杂的技术分析简化为简单易行的操作系统，独创了阶段分析法。他将股价走势划分为四个阶段，指导读者在最简单的均线系统基础上把... ,史丹·温斯坦,中国人民大学出版社
https://book.douban.com/subject/1006415/,https://img1.doubanio.com/view/subject/s/public/s5875999.jpg,股市操练大全,K线、技术图形的识别和练习专辑,8.3,440人,黎航 / 上海三联书店 / 1999-11 / 29.80元,暂无,黎航,上海三联书店
https://book.douban.com/subject/4772962/,https://img9.doubanio.com/view/subject/s/public/s4409304.jpg,以交易为生, ,8.5,779人,亚历山大·埃尔德(Elder.A.) / 符彩霞 / 机械工业出版社 / 2010-4 / 36.00元,暂无,亚历山大·埃尔德,机械工业出版社
https://book.douban.com/subject/35026465/,https://img9.doubanio.com/view/subject/s/public/s33632774.jpg,股惑,百年中国股史的九个瞬间1872-1998,8.9,109人,孙骁骥 / 东方出版社 / 2020-5-30 / 68,晚清中国，传统商业规则受到西方资本主义的猛烈冲击。一种全新的商业组织形式——股份公司，以及由此衍生的一种全新的投资方式——股票，随之进入国人的生活。人们对于... ,孙骁骥,东方出版社
https://book.douban.com/subject/4904709/,https://img1.doubanio.com/view/subject/s/public/s6193977.jpg,股市趋势技术分析, ,8.0,318人,罗伯特 D·爱德华兹、约翰·迈吉、W·H·C·巴塞蒂 / 郑学勤、朱玉辰 / 机械工业出版社 / 2010-6 / 78.00元,《股市趋势技术分析(最新修订原书第9版)(珍藏版)》内容简介：作为经典中的经典、证券投资的最佳入门书、股市图表分析的权威之作，《股市趋势技术分析》至今仍牢牢... ,罗伯特 D·爱德华兹&约翰·迈吉&W·H·C·巴塞蒂,机械工业出版社
https://book.douban.com/subject/26335181/,https://img2.doubanio.com/view/subject/s/public/s33917963.jpg,巴菲特之道, ,8.5,2091人,罗伯特·哈格斯特朗 / 杨天南 / 机械工业出版社 / 2015-3-15 / 59.00元,在历经六十载栉风沐雨的航行中，沃伦·巴菲特在投资的海洋中遭遇过无数挑战，却依然继续演绎着他无与伦比的成功。他谦逊、正直、智慧的品质赢得了世界各地千万人的爱戴... ,罗伯特·哈格斯特朗,机械工业出版社
https://book.douban.com/subject/35033233/,https://img2.doubanio.com/view/subject/s/public/s33620483.jpg,大钱细思,优秀投资者如何思考和决断,7.4,445人,[美]乔尔?蒂林哈斯特（Joel Tillinghast） / 王列敏、朱真卿、郑梓超 / 机械工业出版社 / 80元,暂无,乔尔?蒂林哈斯特,机械工业出版社
https://book.douban.com/subject/34978176/,https://img9.doubanio.com/view/subject/s/public/s33585216.jpg,林园炒股秘籍,精装增订版,7.9,200人,王洪 / 山西人民出版社 / 2019 / 168,暂无,王洪,山西人民出版社
https://book.douban.com/subject/26427930/,https://img9.doubanio.com/view/subject/s/public/s28112945.jpg,股市进阶之道：一个散户的自我修养,精装典藏版,9.0,403人,李杰 / 中国铁道出版社 / 2015-7-1 / 88.00,暂无,李杰,中国铁道出版社
https://book.douban.com/subject/1058131/,https://img2.doubanio.com/view/subject/s/public/s1234142.jpg,金融炼金术, ,8.4,2812人,[美] 乔治·索罗斯 / 孙忠/等 / 海南出版社 / 1999-4 / 24.80元,本书是索罗斯的投资日记。读者可以从中欣赏到索罗斯如何分析个股、如何把握市场转变的时机、如何面对不利的市场行情并及时调整对策，从而在风云变幻的金融市场中立于不... ,乔治·索罗斯,海南出版社
https://book.douban.com/subject/26881945/,https://img1.doubanio.com/view/subject/s/public/s29067968.jpg,量价分析,量价分析创始人威科夫的盘口解读方法,7.5,366人,[英]安娜·库林 / 肖凤娟 / 中国青年出版社 / 2016-9-1 / 49.00,暂无,安娜·库林,中国青年出版社
https://book.douban.com/subject/30439122/,https://img2.doubanio.com/view/subject/s/public/s33902793.jpg,巴菲特的护城河,降低风险、提高获利的股市真规则,8.6,258人,[美] 帕特·多尔西 / 刘寅龙 / 中国经济出版社 / 2019-1-22 / 55.00元,暂无,帕特·多尔西,中国经济出版社
https://book.douban.com/subject/26803982/,https://img1.doubanio.com/view/subject/s/public/s28759248.jpg,非理性繁荣（第三版）, ,8.1,708人,[美]罗伯特·J·希勒 / 中国人民大学出版社有限公司 / 2016-5-1 / CNY 58.00,这本书是《纽约时报》畅销书《非理性繁荣》的最新修订版。希勒教授 (robert j. shiller) 在书中警告说：投资者之间表现出的非理性繁荣迹象，自2... ,罗伯特·J·希勒,中国人民大学出版社
https://book.douban.com/subject/34912485/,https://img1.doubanio.com/view/subject/s/public/s33535039.jpg,投资至简,从原点出发构建价值投资体系,8.7,620人,静逸投资 / 机械工业出版社 / 2020-1 / 88.00元,暂无,静逸投资,机械工业出版社
https://book.douban.com/subject/5314887/,https://img9.doubanio.com/view/subject/s/public/s6229124.jpg,邓普顿教你逆向投资,牛市和熊市都稳赚的长赢投资法,8.1,1691人,劳伦C•邓普顿、斯科特•菲利普斯 / 杨晓红 / 中信出版社 / 2010年10月1日 / 35.00元,《邓普顿教你逆向投资:牛市和熊市都稳赚的长赢投资法》作者劳伦•邓普顿，约翰•邓普顿的侄孙女，约翰•邓普顿爵士，一位具有传奇色彩的基金经理，被美国《Money... ,劳伦C•邓普顿&斯科特•菲利普斯,中信出版社
https://book.douban.com/subject/27093851/,https://img1.doubanio.com/view/subject/s/public/s29499858.jpg,以交易为生（原书第2版）, ,8.3,350人,［美］亚历山大·埃尔德( Alexander  Elder) / 熊振华 / 机械工业出版社 / 2017-8 / 75.00,暂无,亚历山大·埃尔德,机械工业出版社
https://book.douban.com/subject/11525290/,https://img1.doubanio.com/view/subject/s/public/s11336328.jpg,走出幻觉走向成熟,从学生股民到系统交易专家,8.5,817人,金融帝国 / 中国经济出版社 / 2012-7 / 38.00元,《走出幻觉•走向成熟:从学生股民到系统交易专家》的作者金融帝国说：“本书并不想证明什么，只是想告诉大家一些市场的真相。”“通过我曾经走过的弯路，来挖掘交易者... ,金融帝国,中国经济出版社
https://book.douban.com/subject/26752026/,https://img9.doubanio.com/view/subject/s/public/s28534076.jpg,聪明的投资者（第4版注疏点评版）, ,9.0,407人,【美】本杰明•格雷厄姆 / 王中华、黄一义、刘建位审校 / 人民邮电出版社 / 2016-3 / 88.00,《聪明的投资者》（第4版注疏点评版）在完整保留格雷厄姆原著1973 年第4 版的基础上，由贾森•兹威格根据近40 年尤其是世纪之交全球股市的大动荡现实，对格... ,本杰明•格雷厄姆,人民邮电出版社
https://book.douban.com/subject/4244804/,https://img1.doubanio.com/view/subject/s/public/s4168679.jpg,笑傲股市, ,8.4,1396人,（美）欧奈尔 / 宋三江 / 机械工业出版社 / 2010-1-1 / 58.00元,本书作者威廉·欧奈尔是华尔街经验最丰富、最成功的资深投资人之一，他21岁白手起家，30岁就买下纽约证券交易所的席次。他创办的《投资者商业日报》是《华尔街日报... ,欧奈尔,机械工业出版社
https://book.douban.com/subject/10606457/,https://img2.doubanio.com/view/subject/s/public/s9121751.jpg,漫步华尔街, ,8.6,974人,[美] 伯顿 G. 马尔基尔 / 张伟 / 机械工业出版社 / 2012-5-8 / 56.00元,暂无,伯顿 G. 马尔基尔,机械工业出版社
https://book.douban.com/subject/35192979/,https://img1.doubanio.com/view/subject/s/public/s33713407.jpg,因子投资：方法与实践, ,8.6,91人,石川、刘洋溢、连祥斌 / 电子工业出版社 / 2020-9 / 108.00元,《因子投资：方法与实践》在统一视角下，体系化地介绍了因子投资中的重要研究方法，并针对中国A 股市场给出了独立的、可复制的、高质量的因子实证分析结果，是一本真... ,石川&刘洋溢&连祥斌,电子工业出版社
https://book.douban.com/subject/1511636/,https://img2.doubanio.com/view/subject/s/public/s9769832.jpg,价值投资,从格雷厄姆到巴菲特,8.7,269人,布鲁斯·格林威尔 / 机械工业出版社 / 2002-1 / 25,与财富有约系列。 价值投资是一门学科，它用时间证明了自己的盈利持续性。无论市场行情好坏，价值方法的实践者们都为投资者带来了高额的回报。 布鲁斯·格林威尔因其... ,布鲁斯·格林威尔,机械工业出版社
https://book.douban.com/subject/35234118/,https://img2.doubanio.com/view/subject/s/public/s33925323.jpg,世风日上, ,7.4,518人,方三文 等 / 中信出版集团 / 2020-11 / 79.00元,暂无,方三文 等,中信出版集团
https://book.douban.com/subject/27079033/,https://img2.doubanio.com/view/subject/s/public/s29484711.jpg,高胜算操盘：成功交易员完全教程, ,8.5,90人,[美] 马塞尔·林克（Marcel  Link） / 郑磊 / 机械工业出版社 / 2017-7 / 69.00,暂无,马塞尔·林克,机械工业出版社
https://book.douban.com/subject/3027457/,https://img1.doubanio.com/view/subject/s/public/s24554839.jpg,华尔街幽灵, ,8.1,1073人,阿瑟·L.辛普森 / 张志浩、关磊 / 中国社会科学出版社 / 2008-3 / 38.00元,《华尔街幽灵》讲述1997年，美国著名的“期货杂志”交易论坛上有一位自称“幽灵”的神秘交易大师，他把30年成功交易的经验，归纳为3个规则，并与助理阿瑟•L.... ,阿瑟·L.辛普森,中国社会科学出版社
https://book.douban.com/subject/26379036/,https://img1.doubanio.com/view/subject/s/public/s29493918.jpg,振荡指标MACD：波段操作精解：升级版,北京著名私募基金投资主管12年操盘经验精华，数以十万计读者交口称赞,8.0,193人,凌波 / 中华工商联合出版社 / 2014-12-1 / ¥ 49.80,暂无,凌波,中华工商联合出版社
https://book.douban.com/subject/34907657/,https://img2.doubanio.com/view/subject/s/public/s33531621.jpg,半小时漫画股票实战法（财经杂质作品，从零开始学炒股，股票漫画相结合，实战扫盲利器）, ,7.1,210人,财经杂质 / 天地出版社 / 68元,任何一个可以在股市稳定盈利的人，背后都有一套自己的交易系统。本书漫画主角王老师是个基层职员，他收入平平，生活普通。但他靠炒股实现了人生大翻转：个人资产超过5... ,财经杂质,天地出版社
https://book.douban.com/subject/35510009/,https://img1.doubanio.com/view/subject/s/public/s33933229.jpg,股票魔法师Ⅲ,趋势交易圆桌访谈,8.5,77人,Mark Minervini / 李松阳、王韵、石孟南 / 电子工业出版社 / 2021-7-1 / 69,Mark Minervini，美国投资冠军，畅销书《股票魔法师——纵横天下股市的奥秘》《股票魔法师Ⅱ——像冠军一样思考和交易》等的作者，他用短短5年时间，... ,Mark Minervini,电子工业出版社
https://book.douban.com/subject/1007459/,https://img1.doubanio.com/view/subject/s/public/s29611639.jpg,怎样选择成长股, ,8.5,1692人,菲利普.A.费舍 / 罗耀宗 / 海南出版社 / 1999-10 / 19.80,作者希望这种书能以非正式的写法，把他想讲的事情以第一人称的方式，告诉身为读者的大家。书内用到的大部分语言、许多例子和比喻，和作者把这些观念亲口告诉买他基金的... ,菲利普.A.费舍,海南出版社
