书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,作者,用户标签
https://book.douban.com/subject/35196328/,https://img1.doubanio.com/view/subject/s/public/s33716278.jpg,Python编程,从入门到实践（第2版）,9.2,651人,[美]埃里克·马瑟斯（Eric Matthes） / 袁国忠 / 人民邮电出版社 / 2020-10 / 89,本书是针对所有层次Python读者而作的Python入门书。全书分两部分：第一部分介绍用Python编程所必须了解的基本概念，包括Matplotlib等强大... ,埃里克·马瑟斯,Python&编程&计算机&计算机科学&python&微信读书
https://book.douban.com/subject/4822685/,https://img2.doubanio.com/view/subject/s/public/s27331702.jpg,编码,隐匿在计算机软硬件背后的语言,9.3,4333人,[美] Charles Petzold / 左飞、薛佟佟 / 电子工业出版社 / 2010 / 55.00元,本书讲述的是计算机工作原理。作者用丰富的想象和清晰的笔墨将看似繁杂的理论阐述得通俗易懂，你丝毫不会感到枯燥和生硬。更重要的是，你会因此而获得对计算机工作原理... ,Charles Petzold,计算机&计算机原理&计算机科学&编程&编码&科普&技术&IT
https://book.douban.com/subject/6021440/,https://img9.doubanio.com/view/subject/s/public/s4669554.jpg,黑客与画家,硅谷创业之父Paul Graham文集,8.7,21102人,[美] Paul Graham / 阮一峰 / 人民邮电出版社 / 2011-4 / 49.00元,本书是硅谷创业之父Paul Graham 的文集，主要介绍黑客即优秀程序员的爱好和动机，讨论黑客成长、黑客对世界的贡献以及编程语言和黑客工作方法等所有对计算... ,Paul Graham,计算机&互联网&黑客&创业&编程&思维&软件开发&阮一峰
https://book.douban.com/subject/30329536/,https://img2.doubanio.com/view/subject/s/public/s29872642.jpg,数据密集型应用系统设计, ,9.7,1015人,Martin Kleppmann / 赵军平、李三平、吕云松、耿煜 / 中国电力出版社 / 2018-9-1 / 128,暂无,Martin Kleppmann,分布式系统&计算机&分布式&架构&计算机科学&数据库&大数据&数据
https://book.douban.com/subject/35524665/,https://img9.doubanio.com/view/subject/s/public/s34038775.jpg,JavaScript百炼成仙, ,8.0,52人,杨逸飞 / 2021-6-1 / 66.00元,这是一本讲解JavaScript编程语言的技术书籍，只不过，本书采用了一种全新的写作手法。如果你厌倦了厚厚的、如同字典般的编程书籍，不妨尝试一下新的口味！通... ,杨逸飞,JavaScript&编程&前端&奇书&中国&2021&玄幻&奇幻
https://book.douban.com/subject/26912767/,https://img1.doubanio.com/view/subject/s/public/s29195878.jpg,深入理解计算机系统（原书第3版）, ,9.8,1663人,Randal E.Bryant、David O'Hallaron / 龚奕利、贺莲 / 机械工业出版社 / 2016-11 / 139.00元,暂无,Randal E.Bryant&David O'Hallaron,计算机&计算机科学&计算机系统&计算机体系结构&操作系统&编程&CS&经典
https://book.douban.com/subject/1148282/,https://img9.doubanio.com/view/subject/s/public/s1113106.jpg,计算机程序的构造和解释(原书第2版), ,9.5,2536人,[美] Harold Abelson、[美] Gerald Jay Sussman、[美] Julie Sussman / 裘宗燕 / 机械工业出版社 / 2004-2 / 45.00元,《计算机程序的构造和解释》成型于美国麻省理工学院（MIT）多年使用的一本教材，1984年出版，1996年修订为第二版。在过去的二十多年里，该书对于计算机科学... ,Harold Abelson&Gerald Jay Sussman&Julie Sussman,计算机科学&计算机&编程&SICP&程序设计&经典&LISP&programming
https://book.douban.com/subject/35006892/,https://img9.doubanio.com/view/subject/s/public/s33836286.jpg,程序员修炼之道（第2版）,通向务实的最高境界,9.1,458人,[美] David Thomas、[美] Andrew Hunt / 云风 / 电子工业出版社 / 2020-4-1 / 89.00元,本书之所以在全球范围内广泛传播，被一代代开发者奉为圭臬，盖因它可以创造出真正的价值：或编写出更好的软件，或探究出编程的本质，而所有收获均不依赖于特定语言、框... ,David Thomas&Andrew Hunt,程序员&计算机&软件工程&编程&计算机科学&成长&修炼&精进
https://book.douban.com/subject/1477390/,https://img1.doubanio.com/view/subject/s/public/s1495029.jpg,代码大全（第2版）, ,9.3,4052人,[美] 史蒂夫·迈克康奈尔 / 金戈、汤凌、陈硕、张菲 译、裘宗燕 审校 / 电子工业出版社 / 2006-3 / 128.00元,第2版的《代码大全》是著名IT畅销书作者史蒂夫·迈克康奈尔11年前的经典著作的全新演绎：第2版不是第一版的简单修订增补，而是完全进行了重写；增加了很多与时俱... ,史蒂夫·迈克康奈尔,编程&代码大全&软件开发&计算机&软件工程&程序设计&代码&programming
https://book.douban.com/subject/27028517/,https://img9.doubanio.com/view/subject/s/public/s29434304.jpg,流畅的Python, ,9.4,963人,[巴西] Luciano Ramalho / 安道、吴珂 / 人民邮电出版社 / 2017-5-15 / 139元,暂无,Luciano Ramalho,Python&python&编程&计算机&进阶&程序设计&计算机科学&programming
https://book.douban.com/subject/4199741/,https://img2.doubanio.com/view/subject/s/public/s4103991.jpg,代码整洁之道, ,8.6,1996人,[美]Robert C. Martin / 韩磊 / 人民邮电出版社 / 2010-1-1 / 59.00元,暂无,Robert C. Martin,编程&软件工程&计算机&软件开发&程序设计&Programming&方法论&计算机科学
https://book.douban.com/subject/5333562/,https://img9.doubanio.com/view/subject/s/public/s4510534.jpg,深入理解计算机系统（原书第2版）, ,9.7,2914人,[美] Randal E.Bryant、[美] David O' Hallaron / 龚奕利、雷迎春 / 机械工业出版社 / 2011-1-1 / 99.00元,本书从程序员的视角详细阐述计算机系统的本质概念，并展示这些概念如何实实在在地影响应用程序的正确性、性能和实用性。全书共12章，主要内容包括信息的表示和处理、... ,Randal E.Bryant&David O' Hallaron,计算机系统&计算机&计算机科学&操作系统&操作系统&amp;体系结构&编程&体系结构&程序员
https://book.douban.com/subject/26979890/,https://img9.doubanio.com/view/subject/s/public/s29358625.jpg,算法图解, ,8.5,2478人,[美] Aditya Bhargava / 袁国忠 / 人民邮电出版社 / 2017-3 / 49.00元,本书示例丰富，图文并茂，以让人容易理解的方式阐释了算法，旨在帮助程序员在日常项目中更好地发挥算法的能量。书中的前三章将帮助你打下基础，带你学习二分查找、大O... ,Aditya Bhargava,算法&计算机&编程&Python&计算机科学&通俗易懂&初级&IT
https://book.douban.com/subject/35602079/,https://img3.doubanio.com/view/subject/s/public/s34016810.jpg,Python一行流,像专家一样写代码,7.3,12人,[美] Christian Mayer / 苏丹 / 电子工业出版社 / 2021-10 / 89.00元,本书专注于从初学迈向进阶的Python编码技术：如何像专家一样写出优雅、准确、简洁高效的Python单行代码；阅读任意一行Python代码时，如何系统性地对... ,Christian Mayer,Python&python&编程&计算机&编程语言&计算机科学&計算機&工具书
https://book.douban.com/subject/35218199/,https://img9.doubanio.com/view/subject/s/public/s33732686.jpg,机器学习实战（原书第2版）,基于Scikit-Learn、Keras和TensorFlow,9.9,175人,[法] Aurélien Géron / 宋能辉、李娴 / 机械工业出版社 / 2020-10-1 / 149.00元,这本机器学习畅销书基于TensorFlow 2和Scikit-Learn的新版本进行了全面更新，通过具体的示例、非常少的理论和可用于生产环境的Python框... ,Aurélien Géron,机器学习&人工智能&深度学习&计算机&神经网络&计算机科学&编程&好书，值得一读
https://book.douban.com/subject/30293801/,https://img1.doubanio.com/view/subject/s/public/s29839337.jpg,Python深度学习, ,9.6,874人,[美] 弗朗索瓦•肖莱 / 张亮 / 人民邮电出版社 / 2018-8 / 119.00元,本书由Keras之父、现任Google人工智能研究员的弗朗索瓦•肖莱（François Chollet）执笔，详尽介绍了用Python和Keras进行深度学... ,弗朗索瓦•肖莱,深度学习&Python&人工智能&机器学习&python&神经网络&计算机&编程
https://book.douban.com/subject/1052241/,https://img2.doubanio.com/view/subject/s/public/s1074361.jpg,设计模式,可复用面向对象软件的基础,9.1,3092人,[美] Erich Gamma、Richard Helm、Ralph Johnson、John Vlissides / 李英军、马晓星、蔡敏、刘建中 等 / 机械工业出版社 / 2000-9 / 35.00元,这本书结合设计实作例从面向对象的设计中精选出23个设计模式，总结了面向对象设计中最有价值的经验，并且用简洁可复用的形式表达出来。书中分类描述了一组设计良好、... ,Erich Gamma&Richard Helm&Ralph Johnson&John Vlissides,设计模式&计算机&软件工程&编程&软件开发&软件设计&程序设计&design
https://book.douban.com/subject/35641088/,https://img3.doubanio.com/view/subject/s/public/s34032260.jpg,计算之魂,计算科学品位和认知进阶,9.3,45人,吴军 / 人民邮电出版社 / 2021-11 / 109,对计算机科学的掌握程度，决定了一个计算机行业从业者能走多远。在本书中，作者将人文历史与计算机科学相结合，通过一些具体的例题，分10个主题系统地讲解了计算机科... ,吴军,计算机&计算机科学&吴军&算法&编程&科普&科技&程序
https://book.douban.com/subject/19952400/,https://img2.doubanio.com/view/subject/s/public/s29107491.jpg,算法（第4版）, ,9.4,1601人,[美] Robert Sedgewick、[美] Kevin Wayne / 谢路云 / 人民邮电出版社 / 2012-10-1 / 99.00元,本书作为算法领域经典的参考书，全面介绍了关于算法和数据结构的必备知识，并特别针对排序、搜索、图处理和字符串处理进行了论述。第4版具体给出了每位程序员应知应会... ,Robert Sedgewick&Kevin Wayne,算法&计算机&编程&计算机科学&Algorithms&数据结构&Java&经典
https://book.douban.com/subject/3652388/,https://img1.doubanio.com/view/subject/s/public/s25136218.jpg,程序员的自我修养,链接、装载与库,8.8,2612人,俞甲子、石凡、潘爱民 / 电子工业出版社 / 2009-4 / 65.00,这本书主要介绍系统软件的运行机制和原理，涉及在Windows和Linux两个系统平台上，一个应用程序在编译、链接和运行时刻所发生的各种事项，包括：代码指令是... ,俞甲子&石凡&潘爱民,编程&计算机&程序员&计算机科学&程序设计&Programming&软件开发&修养
https://book.douban.com/subject/1139336/,https://img9.doubanio.com/view/subject/s/public/s1106934.jpg,C程序设计语言（第2版·新版）, ,9.4,4866人,[美] Brian W. Kernighan、[美] Dennis M. Ritchie / 徐宝文、李志译、尤晋元审校 / 机械工业出版社 / 2004-1 / 30.00元,在计算机发展的历史上，没有哪一种程序设计语言像C语言这样应用广泛。本书作者是C语言的设计者之一Dennis M. Ritchie和著名计算机科学家Brian... ,Brian W. Kernighan&Dennis M. Ritchie,C&c语言&编程&计算机&程序设计&经典&编程语言&C/C++
https://book.douban.com/subject/30280001/,https://img1.doubanio.com/view/subject/s/public/s29825217.jpg,计算机网络（原书第7版）,自顶向下方法,9.4,578人,James F. Kurose、Keith W. Ross / 陈鸣 / 机械工业出版社 / 2018-6 / 89.00元,暂无,James F. Kurose&Keith W. Ross,计算机网络&计算机&计算机科学&网络&TCP/IP&网络科学&经典&编程
https://book.douban.com/subject/35175321/,https://img9.doubanio.com/view/subject/s/public/s33703494.jpg,JavaScript高级程序设计（第4版）, ,8.5,186人,[美] 马特·弗里斯比 / 李松峰 / 人民邮电出版社 / 2020-8 / 129.00元,本书是JavaScript经典图书的新版。第4版全面、深入地介绍了JavaScript开发者必须掌握的前端开发技术，涉及JavaScript的基础特性和高级... ,马特·弗里斯比,JavaScript&前端&编程&Web前端&javascript&计算机&计算机科学
https://book.douban.com/subject/26365491/,https://img3.doubanio.com/view/subject/s/public/s28047380.jpg,程序是怎样跑起来的, ,8.0,738人,[日] 矢泽久雄 / 李逢俊 / 人民邮电出版社 / 2015-4 / 39.00元,本书从计算机的内部结构开始讲起，以图配文的形式详细讲解了二进制、内存、数据压缩、源文件和可执行文件、操作系统和应用程序的关系、汇编语言、硬件控制方法等内容，... ,矢泽久雄,计算机&计算机科学&编程&计算机组成原理&科普&计算机系统&初级&好书，值得一读
https://book.douban.com/subject/35387685/,https://img9.doubanio.com/view/subject/s/public/s33845055.jpg,Python编程快速上手（第2版）,让繁琐工作自动化,9.2,82人,[美] Al Sweigart / 王海鹏 / 人民邮电出版社 / 2021-3-1 / 89.00元,本书是一本面向初学者的Python编程实用指南。本书不仅介绍了Python语言的基础知识，而且通过案例实践教读者如何使用这些知识和技能。本书的第一部分介绍了... ,Al Sweigart,Python&编程&python&自动化&计算机&自我成长&数据分析&数据挖掘
https://book.douban.com/subject/25708312/,https://img3.doubanio.com/view/subject/s/public/s33903490.jpg,C++ Primer 中文版（第 5 版）, ,9.4,2280人,[美] Stanley B. Lippman、[美] Josée Lajoie、[美] Barbara E. Moo / 王刚、杨巨峰 / 电子工业出版社 / 2013-9-1 / 128.00元,这本久负盛名的 C++ 经典教程，时隔八年之久，终迎来史无前例的重大升级。除令全球无数程序员从中受益，甚至为之迷醉的——C++ 大师 Stanley B. ... ,Stanley B. Lippman&Josée Lajoie&Barbara E. Moo,C++&编程&计算机&C++11&C/C++&编程语言&经典&程序设计
https://book.douban.com/subject/26829016/,https://img9.doubanio.com/view/subject/s/public/s28891775.jpg,Python编程,从入门到实践,9.1,3778人,[美] 埃里克·马瑟斯 / 袁国忠 / 人民邮电出版社 / 2016-7-1 / 89.00元,本书是一本针对所有层次的Python 读者而作的Python 入门书。全书分两部分：第一部分介绍用Python 编程所必须了解的基本概念，包括matplot... ,埃里克·马瑟斯,Python&编程&python&入门&计算机&软件开发&IT&计算机科学
https://book.douban.com/subject/35167240/,https://img9.doubanio.com/view/subject/s/public/s33701044.jpg,SQL必知必会（第5版）, ,9.7,168人,[美] 本·福达（Ben Forta） / 钟鸣、刘晓霞 / 人民邮电出版社 / 2020-7-30 / 49,SQL是使用最为广泛的数据库语言，几乎所有重要的DBMS都支持SQL。本书是麻省理工学院、伊利诺伊大学等众多大学的参考教材，由浅入深地讲解了SQL的基本概念... ,本·福达,SQL&数据库&数据分析&计算机&编程&入门&工具书&技术
https://book.douban.com/subject/25756435/,https://img9.doubanio.com/view/subject/s/public/s27244594.jpg,逐梦旅程：Windows游戏编程之从零开始, ,8.7,63人,毛星云 / 清华大学出版社 / 2013-9-16 / 98.00元,暂无,毛星云,游戏编程&游戏开发&windows&编程&游戏&C++&计算机&励志
https://book.douban.com/subject/25863515/,https://img2.doubanio.com/view/subject/s/public/s27283822.jpg,图解HTTP, ,8.1,3021人,[日] 上野宣 / 于均良 / 人民邮电出版社 / 2014-4 / 49.00元,本书对互联网基盘——HTTP协议进行了全面系统的介绍。作者由HTTP协议的发展历史娓娓道来，严谨细致地剖析了HTTP协议的结构，列举诸多常见通信场景及实战案... ,上野宣,HTTP&网络&计算机&协议&互联网&Web&计算机网络&网络编程
https://book.douban.com/subject/30468597/,https://img2.doubanio.com/view/subject/s/public/s30014452.jpg,重构（第2版）,改善既有代码的设计,9.1,267人,[美] Martin Fowler / 熊节、林从羽 / 人民邮电出版社 / 2019-3 / 168.00元,本书是经典著作《重构》出版20年后的更新版。书中清晰揭示了重构的过程，解释了重构的原理和实践方式，并给出了何时以及何地应该开始挖掘代码以求改善。书中给出了6... ,Martin Fowler,重构&编程&计算机&软件工程&编程艺术&程序设计&程序员&JavaScript
https://book.douban.com/subject/26941639/,https://img1.doubanio.com/view/subject/s/public/s29370067.jpg,网络是怎样连接的, ,9.1,1621人,[日] 户根勤 / 周自恒 / 人民邮电出版社 / 2017-1-1 / CNY 49.00,本书以探索之旅的形式，从在浏览器中输入网址开始，一路追踪了到显示出网页内容为止的整个过程，以图配文，讲解了网络的全貌，并重点介绍了实际的网络设备和软件是如何... ,户根勤,计算机网络&计算机&网络&科普&计算机科学&互联网&网络编程&web
https://book.douban.com/subject/2130190/,https://img9.doubanio.com/view/subject/s/public/s27243455.jpg,Java编程思想 （第4版）, ,9.1,4071人,[美] Bruce Eckel / 陈昊鹏 / 机械工业出版社 / 2007-6 / 108.00元,本书赢得了全球程序员的广泛赞誉，即使是最晦涩的概念，在Bruce Eckel的文字亲和力和小而直接的编程示例面前也会化解于无形。从Java的基础语法到最高级... ,Bruce Eckel,Java&编程思想&编程&计算机&TinkingInJava&程序设计&经典&软件开发
https://book.douban.com/subject/35334595/,https://img1.doubanio.com/view/subject/s/public/s33808137.jpg,Effective Python,编写高质量 Python 代码的 90 个有效方法（原书第 2 版）,9.6,54人,[美] 布雷特·斯拉特金 / 爱飞翔 / 机械工业出版社 / 2021-1 / 129,本书可以帮你掌握真正的 Pythonic 编程方式，令你能够完全发挥出 Python 语言的强大功能，并写出健壮而高效的代码。Scott Meyers 在畅... ,布雷特·斯拉特金,Python&编程&计算机&计算机科学&好书，值得一读&CS&Programming&豆瓣
https://book.douban.com/subject/25752357/,https://img1.doubanio.com/view/subject/s/public/s28988547.jpg,Head First HTML与CSS（第2版）, ,9.2,1031人,Elisabeth Robson、Eric Freeman / 徐阳、丁小峰 / 中国电力出版社 / 2013-9 / 98.00元,是不是已经厌倦了那些深奥的HTML书？你可能在抱怨，只有成为专家之后才能读懂那些书。那么，找一本新修订的《Head First HTML与CSS（第2版）》... ,Elisabeth Robson&Eric Freeman,前端&HTML&web前端&CSS&Web&网页设计&编程&计算机
https://book.douban.com/subject/35396470/,https://img1.doubanio.com/view/subject/s/public/s33861377.jpg,JavaScript权威指南（原书第7版）,中文版犀牛书,9.6,88人,[美] David Flanagan / 李松峰 / 机械工业出版社 / 2021-3-20 / 139元,JavaScript是Web编程语言，也是很多软件开发者使用的编程语言。近25年来，这本畅销书一直是几十万JavaScript程序员必读的技术著作，本版已经... ,David Flanagan,JavaScript&前端&javascript&提升&计算机科学&2021&编程&学习
https://book.douban.com/subject/26197294/,https://img1.doubanio.com/view/subject/s/public/s29419939.jpg,Designing Data-Intensive Applications,"The Big Ideas Behind Reliable, Scalable, and Maintainable Systems",9.7,933人,Martin Kleppmann / O'Reilly Media / 2017-4-2 / USD 44.99,Data is at the center of many challenges in system design today. Difficult iss... ,Martin Kleppmann,分布式&大数据&系统设计&计算机&架构&architecture&编程&O&#39;Reilly
https://book.douban.com/subject/30270959/,https://img9.doubanio.com/view/subject/s/public/s29815955.jpg,深度学习入门,基于Python的理论与实现,9.4,852人,[ 日］  斋藤康毅 / 陆宇杰 / 人民邮电出版社 / 2018-7 / 59.00元,本书是深度学习真正意义上的入门书，深入浅出地剖析了深度学习的原理和相关技术。书中使用Python3，尽量不依赖外部库或工具，从基本的数学知识出发，带领读者从... ,斋藤康毅,深度学习&Python&人工智能&机器学习&神经网络&python&计算机&计算机科学
https://book.douban.com/subject/34813624/,https://img9.doubanio.com/view/subject/s/public/s33469996.jpg,程序员面试金典（第6版）, ,9.8,71人,Gayle Laakmann McDowell / 刘博楠、赵鹏飞、李琳骁、漆犇 / 人民邮电出版社 / 2019-9-18 / 149.00元,本书是原谷歌资深面试官的经验之作，层层紧扣程序员面试的每一个环节，全面而详尽地介绍了程序员应当如何应对面试，才能在面试中脱颖而出。内容主要涉及面试流程解析，... ,Gayle Laakmann McDowell,面试&编程&计算机&程序员&算法&计算机科学&技术&计算科学
https://book.douban.com/subject/33450010/,https://img9.doubanio.com/view/subject/s/public/s32322795.jpg,动手学深度学习, ,9.4,363人,阿斯顿·张（Aston Zhang）、李沐（Mu Li）、[美] 扎卡里·C. 立顿（Zachary C. Lipton）、[德] 亚历山大·J. 斯莫拉（Alexander J. Smola） / 人民邮电出版社 / 2019-6 / 85.00元,本书旨在向读者交付有关深度学习的交互式学习体验。书中不仅阐述深度学习的算法原理，还演示它们的实现和运行。与传统图书不同，本书的每一节都是一个可以下载并运行的... ,阿斯顿·张&李沐&扎卡里·C. 立顿&亚历山大·J. 斯莫拉,深度学习&人工智能&机器学习&计算机&编程&计算机科学&数学&2019
https://book.douban.com/subject/34986245/,https://img9.doubanio.com/view/subject/s/public/s33634755.jpg,代码整洁之道, ,8.7,37人,[美] Robert C. Martin / 韩磊 / 人民邮电出版社 / 2020-2 / 99.00元,软件质量，不但依赖架构及项目管理，而且与代码质量紧密相关。这一点，无论是敏捷开发流派还是传统开发流派，都不得不承认。本书提出一种观点：代码质量与其整洁度成正... ,Robert C. Martin,编程&软件开发&重构&计算机&软件工程&Java&计算机科学&经典
https://book.douban.com/subject/35635836/,https://img1.doubanio.com/view/subject/s/public/s34071329.jpg,Go语言设计与实现, ,9.1,28人,左书祺 / 人民邮电出版社 / 2021-11 / 139.80元,暂无,左书祺,Go&编程语言&计算机&编程&技术&Programming&计算机科学&虚拟机
https://book.douban.com/subject/25779298/,https://img2.doubanio.com/view/subject/s/public/s27275372.jpg,利用Python进行数据分析, ,8.6,1500人,Wes McKinney / 唐学韬 / 机械工业出版社 / 2013-11-18 / 89.00,暂无,Wes McKinney,数据分析&python&Python&数据挖掘&编程&计算机&数据可视化&机器学习
https://book.douban.com/subject/2377310/,https://img9.doubanio.com/view/subject/s/public/s5886086.jpg,C专家编程, ,9.2,2054人,[美] Peter Van Der Linden / 徐波 / 人民邮电出版社 / 2008-2 / 45.00元,暂无,Peter Van Der Linden,C语言&编程&计算机&c&C/C++&C&程序设计&programming
https://book.douban.com/subject/24749842/,https://img9.doubanio.com/view/subject/s/public/s26710684.jpg,挑战程序设计竞赛, ,9.0,334人,[日]秋叶拓哉、[日]岩田阳一、[日]北川宜稔 / 巫泽俊、庄俊元、李津羽 / 人民邮电出版社 / 2013-7-1 / CNY 79.00,暂无,秋叶拓哉&岩田阳一&北川宜稔,算法&编程&ACM&计算机&计算机科学&Algorithms&程序设计&programming
https://book.douban.com/subject/26978506/,https://img9.doubanio.com/view/subject/s/public/s29357154.jpg,打火机与公主裙·荒草园, ,8.2,10158人,Twentine / 青岛出版社 / 2017-3 / 36.00元,暂无,Twentine,Twentine&言情&好书，值得一读&爱情&小说&强推书籍&青春文学&现言
https://book.douban.com/subject/25809330/,https://img9.doubanio.com/view/subject/s/public/s27199116.jpg,Linux/UNIX系统编程手册, ,9.4,350人,Michael Kerrisk / 孙剑 许从年 董健、孙余强 郭光伟 陈舸 / 人民邮电出版社 / 2014-1 / 158,《linux/unix系统编程手册(上、下册)》是介绍linux与unix编程接口的权威著作。linux编程资深专家michael kerrisk在书中详细... ,Michael Kerrisk,Linux/Unix&Linux&操作系统&计算机&编程&计算机科学&程序设计&linux
https://book.douban.com/subject/26792521/,https://img1.doubanio.com/view/subject/s/public/s29438897.jpg,C Primer Plus（第6版）中文版,第六版,9.4,1101人,普拉达 (Stephen Prata) / 姜佑 / 人民邮电出版社 / 2016-4-1 / CNY 89.00,暂无,普拉达,C语言&C&编程&计算机&计算机科学&经典&C++&软件开发
https://book.douban.com/subject/25900403/,https://img1.doubanio.com/view/subject/s/public/s28284137.jpg,UNIX环境高级编程（第3版）, ,9.5,463人,史蒂文斯 (W.Richard Stevens)、拉戈 (Stephen A.Rago) / 戚正伟、张亚英、尤晋元 / 人民邮电出版社 / 2014-6-1 / 128.00元,《UNIX环境高级编程（第3版）》是被誉为UNIX编程“圣经”的Advanced Programming in the UNIX Environment一书... ,史蒂文斯&拉戈,Linux/Unix&Unix&编程&计算机&Linux&操作系统&计算机科学&程序设计
https://book.douban.com/subject/20432061/,https://img9.doubanio.com/view/subject/s/public/s25648004.jpg,算法导论（原书第3版）, ,9.2,1270人,Thomas H.Cormen、Charles E.Leiserson、Ronald L.Rivest、Clifford Stein / 殷建平、徐云、王刚、刘晓光、苏明、邹恒明、王宏志 / 机械工业出版社 / 2012-12 / 128.00元,在有关算法的书中，有一些叙述非常严谨，但不够全面；另一些涉及了大量的题材，但又缺乏严谨性。本书将严谨性和全面性融为一体，深入讨论各类算法，并着力使这些算法的... ,Thomas H.Cormen&Charles E.Leiserson&Ronald L.Rivest&Clifford Stein,算法&算法导论&计算机&计算机科学&编程&经典&程序设计&数据结构
https://book.douban.com/subject/33463930/,https://img9.doubanio.com/view/subject/s/public/s32332106.jpg,操作系统导论, ,9.4,512人,[美]  Remzi H. Arpaci-Dusseau、[美] Andrea C. Arpaci-Dusseau / 王海鹏 / 人民邮电出版社 / 2019-6 / 119.00元,这是一本关于现代操作系统的书。全书围绕虚拟化、并发和持久性这3个主要概念展开，介绍了所有现代系统的主要组件（包括调度、虚拟内存管理、磁盘和I/O子系统、文件... ,Remzi H. Arpaci-Dusseau&Andrea C. Arpaci-Dusseau,操作系统&计算机&计算机科学&OS&经典&编程&虚拟化
https://book.douban.com/subject/35391618/,https://img9.doubanio.com/view/subject/s/public/s33849905.jpg,算法设计, ,9.3,35人,[美] Jon Kleinberg、[美] Éva Tardos / 王海鹏 / 人民邮电出版社 / 2021-3 / 119.00元,这是一本关于算法设计和分析的经典教材。本书围绕算法设计进行组织，对每种算法技术用多个典型范例进行分析，把算法的理论跟实际问题结合起来，具有很大的启发性。本书... ,Jon Kleinberg&Éva Tardos,算法&计算机&计算机科学&编程&程序设计&科普&計算機
https://book.douban.com/subject/27044219/,https://img2.doubanio.com/view/subject/s/public/s29458403.jpg,Go程序设计语言, ,8.9,448人,艾伦 A. A. 多诺万 / 李道兵、高博、庞向才、金鑫鑫、林齐斌 / 机械工业出版社 / 2017-5 / 79,本书由《C程序设计语言》的作者Kernighan和谷歌公司Go团队主管Alan Donovan联袂撰写，是学习Go语言程序设计的指南。本书共13章，主要内容... ,艾伦 A. A. 多诺万,Go&编程&计算机&计算机科学&程序设计&软件开发
https://book.douban.com/subject/34996720/,https://img3.doubanio.com/view/subject/s/public/s33596230.jpg,游戏开发：世嘉新人培训教材, ,9.7,32人,[日]平山尚 / 罗水东 / 人民邮电出版社 / 2020-4 / 198.00元,暂无,平山尚,游戏开发&编程&游戏&计算机&入门&计算机图形学&图形学&成长
https://book.douban.com/subject/4262627/,https://img3.doubanio.com/view/subject/s/public/s4157180.jpg,重构,改善既有代码的设计,9.0,2105人,Martin Fowler / 熊节 / 人民邮电出版社 / 2010 / 69.00元,重构，一言以蔽之，就是在不改变外部行为的前提下，有条不紊地改善代码。多年前，正是本书原版的出版，使重构终于从编程高手们的小圈子走出，成为众多普通程序员日常开... ,Martin Fowler,重构&软件工程&代码优化&编程&计算机&软件开发&经典&架构
https://book.douban.com/subject/1885170/,https://img1.doubanio.com/view/subject/s/public/s1959967.jpg,算法导论（原书第2版）, ,9.3,5166人,[美] Thomas H.Cormen、Charles E.Leiserson、Ronald L.Rivest、Clifford Stein / 潘金贵 等 / 机械工业出版社 / 2006-9 / 85.00元,这本书深入浅出，全面地介绍了计算机算法。对每一个算法的分析既易于理解又十分有趣，并保持了数学严谨性。本书的设计目标全面，适用于多种用途。涵盖的内容有：算法在... ,Thomas H.Cormen&Charles E.Leiserson&Ronald L.Rivest&Clifford Stein,算法&算法导论&计算机&编程&经典&计算机科学&algorithm&程序设计
https://book.douban.com/subject/34898994/,https://img2.doubanio.com/view/subject/s/public/s33556751.jpg,Java核心技术·卷 I（原书第11版）,基础知识,9.4,176人,[美] 凯 S.霍斯特曼（Cay S.Horstmann） / 林琪、苏钰涵 / 机械工业出版社 / 2019-11-25 / 149元,本书由拥有20多年教学与研究经验的资深Java技术专家撰写（获Jolt大奖），是程序员的优选Java指南。本版针对Java SE 9、10和 11全面更新。... ,凯 S.霍斯特曼,Java&java&计算机&编程&软件开发&学习系列&技术&好书，值得一读
https://book.douban.com/subject/5387403/,https://img2.doubanio.com/view/subject/s/public/s4647091.jpg,Effective C++,改善程序与设计的55个具体做法,9.6,921人,[美] Scott Meyers / 侯捷 / 电子工业出版社 / 2011-1-1 / 65.00元,暂无,Scott Meyers,C++&编程&C/C++&计算机&计算机科学&程序设计&经典&编程语言
https://book.douban.com/subject/1230413/,https://img2.doubanio.com/view/subject/s/public/s1470003.jpg,深入理解计算机系统, ,9.5,2827人,Randal E.Bryant、David O'Hallaron / 龚奕利、雷迎春 / 中国电力出版社 / 2004-5-1 / 85.00元,暂无,Randal E.Bryant&David O'Hallaron,计算机系统&计算机&计算机科学&操作系统&编程&程序员&programming&OS
https://book.douban.com/subject/35680544/,https://img9.doubanio.com/view/subject/s/public/s34054114.jpg,代码随想录——跟着Carl学算法, ,9.1,94人,孙秀洋 / 电子工业出版社 / 2021-12 / 138,暂无,孙秀洋,算法&计算机&数据结构&编程&互联网&C/C++&未读&儿童文学
