书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,作者,用户标签
https://book.douban.com/subject/35508620/,https://img9.doubanio.com/view/subject/s/public/s33931624.jpg,深时之旅, ,9.2,296人,[英] 罗伯特·麦克法伦 / 王如菲 / 文汇出版社 / 2021-7 / 79.00元,暂无,罗伯特·麦克法伦,科普&地理&地质&科学&非虚构&社科&社会学&英国
https://book.douban.com/subject/1291204/,https://img1.doubanio.com/view/subject/s/public/s1789059.jpg,哥德尔、艾舍尔、巴赫,集异璧之大成,9.4,7342人,[美] 侯世达 / 严勇、刘皓明、莫大伟 / 商务印书馆 / 1997-5 / 88.00元,集异璧－GEB，是数学家哥德尔、版画家艾舍尔、音乐家巴赫三个名字的前缀。《哥德尔、艾舍尔、巴赫书：集异璧之大成》是在英语世界中有极高评价的科普著作，曾获得普... ,侯世达,哲学&科普&逻辑&数学&人工智能&科学&计算机&哥德尔
https://book.douban.com/subject/35292688/,https://img1.doubanio.com/view/subject/s/public/s33823248.jpg,微积分的力量, ,8.7,849人,[美] 史蒂夫·斯托加茨 / 任烨 / 中信出版集团 / 2021-1 / 69.00元,微积分是人类历史上的伟大思想成就之一，也是数学领域不可或缺的一个重要分支。除此之外，我们更应该关注的事实是：如果没有微积分，人类就不可能发明电视、微波炉、移... ,史蒂夫·斯托加茨,数学&科普&微积分&数学文化&自然科学&科学文化&自然科学相关&物理
https://book.douban.com/subject/33424487/,https://img2.doubanio.com/view/subject/s/public/s32332471.jpg,时间的秩序, ,8.9,16410人,[意] 卡洛·罗韦利 / 杨光 / 湖南科学技术出版社 / 2019-6 / 56.00元,为什么我们记得过去，而非未来？时间“流逝”意味着什么？是我们存在于时间之内，还是时间存在于我们之中？卡洛·罗韦利用诗意的文字，邀请我们思考这一亘古难题——时... ,卡洛·罗韦利,时间&哲学&科普&物理&物理学&卡洛·罗韦利&科学&社会学
https://book.douban.com/subject/1102715/,https://img3.doubanio.com/view/subject/s/public/s2516920.jpg,从一到无穷大,科学中的事实和臆测,9.1,12183人,[美] G. 伽莫夫 / 暴永宁 译、吴伯泽 校 / 科学出版社 / 2002-11 / 29.00元,《从一到无穷大：科学中的事实和臆测》是当今世界最有影响的科普经典名著之一，1970年代末由科学出版社引进出版后，曾在国内引起很大反响，直接影响了众多的科普工... ,G. 伽莫夫,科普&数学&科学&自然科学&从一到无穷大&物理&伽莫夫&经典
https://book.douban.com/subject/1034282/,https://img2.doubanio.com/view/subject/s/public/s1914861.jpg,时间简史,插图本,8.8,55176人,[英] 史蒂芬·霍金 / 许明贤、吴忠超 / 湖南科学技术出版社 / 2010-4 / 45.00元,《时间简史》讲述是探索时间和空间核心秘密的故事，是关于宇宙本性的最前沿知识，包括我们的宇宙图像、空间和时间、膨胀的宇宙不确定性原理、基本粒子和自然的力、黑洞... ,史蒂芬·霍金,科普&史蒂芬·霍金&宇宙&时间简史&物理&科学&物理学&时间
https://book.douban.com/subject/35490038/,https://img2.doubanio.com/view/subject/s/public/s33917843.jpg,宇宙, ,9.2,373人,[美]卡尔·萨根 / 虞北冥 / 上海科学技术文献出版社 / 2021-6 / 78,暂无,卡尔·萨根,科普&宇宙&天文&科学&哲学&经典&脑洞&必读
https://book.douban.com/subject/35023259/,https://img2.doubanio.com/view/subject/s/public/s33617061.jpg,这才是心理学(第11版),看穿伪科学的批判性思维,9.1,1152人,[加] 基思·斯坦诺维奇 / 窦东徽、刘肖岑 / 人民邮电出版社 / 2020-4 / 78.00元,在今天的大众媒体和图书市场上，到处充斥着关于潜能提升、心理操控、色彩星座、催眠读心等伪装成心理学的主题，更有一些伪心理学家、所谓的心理治疗师打着心理学的旗号... ,基思·斯坦诺维奇,心理学&批判性思维&心理&思维&科学&成长&思想
https://book.douban.com/subject/1467022/,https://img9.doubanio.com/view/subject/s/public/s1486674.jpg,上帝掷骰子吗,量子物理史话,9.2,29298人,曹天元 / 辽宁教育出版社 / 2006-1 / 32.00元,《上帝掷骰子吗》这本书是关于量子论的故事。量子论是一个极为奇妙的理论：从物理角度来说，它在科学家中间引起了最为激烈的争议和关注；从现实角度来说，它给我们的社... ,曹天元,科普&量子物理&物理&量子力学&科学史&物理学&科学&哲学
https://book.douban.com/subject/20376550/,https://img1.doubanio.com/view/subject/s/public/s24227318.jpg,科学革命的结构, ,9.0,2314人,[美]托马斯·库恩、[美]伊安·哈金 (导读) / 金吾伦、胡新和 / 北京大学出版社 / 2012-11 / 29.00元,本书是20世纪学术史上最有影响的著作之一，是科学史与科学哲学研究的学者们不可不读的基本文献。它引导了科学哲学界的一场认识论的大变革，成为科学哲学史上一道重要... ,托马斯·库恩&伊安·哈金,科学哲学&哲学&科学史&科学&社会学&思想史&库恩&经典
https://book.douban.com/subject/35622463/,https://img9.doubanio.com/view/subject/s/public/s34014824.jpg,社会生物学,个体、群体和社会的行为原理与联系,9.2,58人,[美]爱德华·O. 威尔逊（Edward O． Wilson） / 毛盛贤、孙港波、刘晓君、刘耳 / 后浪丨北京联合出版公司 / 2021-11 / 168.00元,暂无,爱德华·O. 威尔逊,社会学&社会生物学&生物学&科普&生物&科学&博物学&生命
https://book.douban.com/subject/20507206/,https://img1.doubanio.com/view/subject/s/public/s24598159.jpg,众病之王,癌症传,9.0,11008人,[美] 悉达多·穆克吉 / 李虎 / 中信出版社 / 2013-2 / 42.00元,《众病之王：癌症传》是一部饱含人文主义色彩的社科文化著作。作者悉达多•穆克吉历时六年，凭借翔实的历史资料、专业文献、媒体报道、患者专访等众多信息，向读者阐述... ,悉达多·穆克吉,科普&医学&癌症&医学人文&健康&疾病&社会学&美国
https://book.douban.com/subject/35601606/,https://img3.doubanio.com/view/subject/s/public/s34000400.jpg,生命的起源,所有生命的共同祖先在40亿年前是怎样诞生的？,7.4,392人,刘大可 / 中信出版集团 / 2021-9-25 / 168,暂无,刘大可,科普&生物&生物学&进化&自然&科学&文学&社会学
https://book.douban.com/subject/35453096/,https://img1.doubanio.com/view/subject/s/public/s33890947.jpg,科学：无尽的前沿, ,7.6,343人,范内瓦·布什、拉什·D.霍尔特 / 崔传刚 / 中信出版集团 / 2021-5-1 / 59.00元,暂无,范内瓦·布什&拉什·D.霍尔特,科学&美国&科普&科学社会学&社会学&经济学&历史&科研
https://book.douban.com/subject/4822685/,https://img2.doubanio.com/view/subject/s/public/s27331702.jpg,编码,隐匿在计算机软硬件背后的语言,9.3,4333人,[美] Charles Petzold / 左飞、薛佟佟 / 电子工业出版社 / 2010 / 55.00元,本书讲述的是计算机工作原理。作者用丰富的想象和清晰的笔墨将看似繁杂的理论阐述得通俗易懂，你丝毫不会感到枯燥和生硬。更重要的是，你会因此而获得对计算机工作原理... ,Charles Petzold,计算机&计算机原理&计算机科学&编程&编码&科普&技术&IT
https://book.douban.com/subject/35181762/,https://img3.doubanio.com/view/subject/s/public/s33708330.jpg,世界观（原书第3版）,现代人必须要懂的科学哲学和科学史,9.2,300人,[美] 理查德·德威特 / 孙天 / 机械工业出版社 / 2020-8-20 / 109.00元,本书是一本让人大开脑洞、训练思维、自我成长的人文通识读本。它介绍了科学史和科学哲学根本的问题，如什么是真理、哲学性/概念性事实等；涵盖了目前对科学世界观产生... ,理查德·德威特,科学哲学&哲学&科学史&科普&科学&思维&经典&进化
https://book.douban.com/subject/30368111/,https://img2.doubanio.com/view/subject/s/public/s29912082.jpg,生命密码,你的第一本基因科普书,7.4,1238人,尹烨 / 中信出版社 / 2018-10 / 68,暂无,尹烨,科普&基因&生物&自然科学&长知识了&科学&自然&人生必读
https://book.douban.com/subject/10750155/,https://img9.doubanio.com/view/subject/s/public/s9114855.jpg,数学之美, ,8.7,11986人,吴军 / 人民邮电出版社 / 2012-5-1 / 45.00元,几年前，“数学之美”系列文章原刊载于谷歌黑板报，获得上百万次点击，得到读者高度评价。读者说，读了“数学之美”，才发现大学时学的数学知识，比如马尔可夫链、矩阵... ,吴军,数学&计算机&科普&吴军&计算机科学&互联网&科学&思维
https://book.douban.com/subject/33944838/,https://img2.doubanio.com/view/subject/s/public/s33322823.jpg,考试脑科学,脑科学中的高效记忆法,8.0,1467人,[日]池谷裕二 / 高宇涵 / 图灵｜人民邮电出版社 / 2019-7 / 59.80元,暂无,池谷裕二,学习方法&脑科学&记忆&方法论&思维方法&科普&思维&科学
https://book.douban.com/subject/34782541/,https://img1.doubanio.com/view/subject/s/public/s33462079.jpg,从一到无穷大, ,9.0,1529人,[美] 乔治·伽莫夫 / 阳曦 / 天津人民出版社 / 2019-9 / 58.00元,暂无,乔治·伽莫夫,科普&数学&物理&科学&经典&伽莫夫&好书，值得一读&非虚构
https://book.douban.com/subject/1037602/,https://img9.doubanio.com/view/subject/s/public/s1027286.jpg,别闹了，费曼先生,科学顽童的故事,8.9,10147人,[美] 理查德·费曼 / 吴程远 / 生活·读书·新知三联书店 / 1997-12 / 22.00元,费曼得过诺贝尔奖，是现代最伟大的理论物理学家之一。但他同时也可能是历史上唯一被按摩院请去画裸体画、偷偷打开放着原子弹机密文件的保险箱，在巴西桑巴乐团担任鼓手... ,理查德·费曼,传记&费曼&科普&物理&别闹了，费曼先生&人物&自传&科学家
https://book.douban.com/subject/33477229/,https://img1.doubanio.com/view/subject/s/public/s32344288.jpg,上帝掷骰子吗？,量子物理史话,9.0,4210人,曹天元 / 北京联合出版公司 / 2019-6-1 / 59.80元,暂无,曹天元,科普&量子物理&物理&物理学&长知识了&科学&曹天元&新经典文库
https://book.douban.com/subject/27156306/,https://img2.doubanio.com/view/subject/s/public/s29561691.jpg,现实不似你所见,量子引力之旅,9.2,4161人,[意] 卡洛·罗韦利 / 杨光 / 湖南科学技术出版社 / 2017-11 / 49.00,世界的基本组成部分是什么？时间和空间真的存在吗？现实（Reality）的本质是什么？现象级科普畅销书《七堂极简物理课》作者、意大利理论物理学家卡洛·罗韦利以... ,卡洛·罗韦利,科普&量子引力&物理学&物理&科普读物&科学&卡洛·罗韦利&我想读这本书
https://book.douban.com/subject/3930318/,https://img9.doubanio.com/view/subject/s/public/s3980835.jpg,超越时空,通过平行宇宙、时间卷曲和第十维度的科学之旅,9.1,4292人,"[美] 加来道雄（Kaku, M） / 刘玉玺、曹志良 / 上海科技教育出版社 / 2009-6 / 36.00元",当代物理学中一些非常重要而又艰深的思想，往往因为难以形象浅显地解说而不易为公众了解。本书作者不畏艰辛，用很生动的方式向读者展示了现代物理前沿之一——超空间理... ,加来道雄,科普&物理&宇宙&时空&科学&物理学&加来道雄&量子物理
https://book.douban.com/subject/34908495/,https://img2.doubanio.com/view/subject/s/public/s33536021.jpg,大图景,论生命的起源、意义和宇宙本身,8.8,644人,[美]肖恩·卡罗尔 / 方弦、ENT审校 / 湖南科学技术出版社 / 2019-12 / 89元,暂无,肖恩·卡罗尔,科普&哲学&宇宙&科学&物理&思维&通识&物理學
https://book.douban.com/subject/35627828/,https://img1.doubanio.com/view/subject/s/public/s34018707.jpg,尖叫的数学,令人惊叹的数学之美,8.4,38人,[意]翁贝托·博塔兹尼 / 余婷婷 / 湖南科学技术出版社 / 2021-10 / 54.80元,暂无,翁贝托·博塔兹尼,数学&科普&数学史&科学&博物&2021&新书记&未知
https://book.douban.com/subject/5248516/,https://img2.doubanio.com/view/subject/s/public/s27276912.jpg,改变心理学的40项研究, ,9.2,4396人,罗杰•霍克 (Roger R. Hock) / 白学军 / 人民邮电出版社 / 2010-8-1 / 28.00元,本书的独到之处在于填补了心理学书籍和心理学研究之间的沟壑，从历史的角度展示了心理学史上最有名的40项研究，并介绍了这些研究的后续进展和相关研究。通过阅读本书... ,罗杰•霍克,心理学&心理&科普&心理学史&实验&科学&研究&思维
https://book.douban.com/subject/3228668/,https://img2.doubanio.com/view/subject/s/public/s3305272.jpg,上帝掷骰子吗,量子物理史话,9.3,5078人,曹天元 / 辽宁教育出版社 / 2008-9 / 35.00元,《上帝掷骰子吗》这本书是关于量子论的故事。量子论是一个极为奇妙的理论：从物理角度来说，它在科学家中间引起了最为激烈的争议和关注；从现实角度来说，它给我们的社... ,曹天元,科普&量子物理&物理&科学&自然科学&物理学&哲学&历史
https://book.douban.com/subject/30278178/,https://img2.doubanio.com/view/subject/s/public/s29967303.jpg,生命是什么,活细胞的物理观,9.3,320人,[奥] 埃尔温·薛定谔 / 张卜天 / 商务印书馆 / 2018-10 / 18.00,作者埃尔温·薛定谔（1887—1961），奥地利著名物理学家，量子力学的奠基人之一，曾于1933 年获诺贝尔物理学奖。《生命是什么？》是二十世纪最有影响的科... ,埃尔温·薛定谔,薛定谔&物理学&生命&科普&生物学&哲学&科学&商务印书馆
https://book.douban.com/subject/35595861/,https://img1.doubanio.com/view/subject/s/public/s33994289.jpg,混沌,开创一门新科学,9.0,30人,［美］詹姆斯·格雷克 / 楼伟珊 / 图灵｜人民邮电出版社 / 2021-9 / 119.8元,暂无,詹姆斯·格雷克,科普&混沌&科学&思维方法&图灵新知&自然&长知识了&计算机
https://book.douban.com/subject/35582672/,https://img2.doubanio.com/view/subject/s/public/s33984623.jpg,量子宇宙, ,8.8,63人,【英】布莱恩·考克斯、【英】杰夫·福修 / 王一帆 / 上海科学技术文献出版社 / 2021-9-5 / 49.8,暂无,布莱恩·考克斯&杰夫·福修,科普&量子力学&物理&物理学&科学&经典&英国&好奇
https://book.douban.com/subject/27139938/,https://img9.doubanio.com/view/subject/s/public/s29624506.jpg,哲学·科学·常识, ,8.7,3262人,陈嘉映 / 中信出版社·新思文化 / 2018-3 / 58.00元,暂无,陈嘉映,哲学&科学哲学&陈嘉映&科普&思维&科学史&哲學&科学
https://book.douban.com/subject/30306441/,https://img1.doubanio.com/view/subject/s/public/s29857148.jpg,中国科幻基石丛书·三体（全三册）, ,9.5,907人,刘慈欣 / 重庆出版社 / 2008-1 / 93.00,文化大革命如火如荼进行的同时，军方探寻外星文明的绝秘计划“红岸工程”取得了突破性进展。但在按下发射键的那一刻，历经劫难的叶文洁没有意识到，她彻底改变了人类的... ,刘慈欣,科幻&刘慈欣&小说&经典&科学&心理&悬疑&推理
https://book.douban.com/subject/20494401/,https://img1.doubanio.com/view/subject/s/public/s24562968.jpg,费马大定理,一个困惑了世间智者358年的谜,9.2,3017人,[英] 西蒙·辛格 / 薛密 / 广西师范大学出版社 / 2013-1 / 39.80元,《费马大定理》是关于一个困惑了世间智者358年的谜题的传奇。本书既有振奋人心的故事讲述方式，也有引人入胜的科学发现的历史。西蒙•辛格讲述了一个英国人，经过数... ,西蒙·辛格,数学&科普&费马大定理&数学史&科学&历史&传记&经典
https://book.douban.com/subject/34464674/,https://img1.doubanio.com/view/subject/s/public/s33471187.jpg,万物发明指南,时间旅行者生存手册,8.7,1315人,[加] 瑞安·诺思 / 王乔琦 / 中信出版社 / 2019-9-20 / 78.00,暂无,瑞安·诺思,科普&有趣&博物&科学&文明&科幻&美国&加拿大
https://book.douban.com/subject/1320282/,https://img3.doubanio.com/view/subject/s/public/s1802550.jpg,什么是数学,对思想和方法的基本研究,9.1,3815人,[美] R·柯朗 H·罗宾 著、I·斯图尔特 修订 / 左平、张饴慈 / 复旦大学出版社 / 2005-5 / 37.00元,《什么是数学》既是为初学者也是为专家，既是为学生也是为教师，既是为哲学家也是为工程师而写的。它是一本世界著名的数学科普读物。书中搜集了许多经典的数学珍品，给... ,R·柯朗 H·罗宾 著&I·斯图尔特 修订,数学&科普&思维&什么是数学&方法论&科学&自然科学&本质
https://book.douban.com/subject/35219823/,https://img2.doubanio.com/view/subject/s/public/s33736761.jpg,仿制药的真相, ,8.6,3145人,[美] 凯瑟琳·埃班 / 高天羽 / 民主与建设出版社 / 2020-10 / 58,暂无,凯瑟琳·埃班,医药&纪实&公共卫生&制药&科普&非虚构&社科&健康
https://book.douban.com/subject/26826089/,https://img9.doubanio.com/view/subject/s/public/s28939876.jpg,那些古怪又让人忧心的问题,What If,8.2,2664人,[美] 兰道尔·门罗 / 朱君玺 / 北京联合出版公司 / 2016-6-1 / CNY 68.00,★ 比尔•盖茨2015年夏季推荐图书！2015年中国、2014年全美畅销趣味科普书，入选2014年度全美优选图书，上市后横扫《纽约时报》《出版人周刊》《华尔... ,兰道尔·门罗,科普&脑洞&有意思的书&科学&幽默&美国&社会学&外国文学
https://book.douban.com/subject/26697350/,https://img9.doubanio.com/view/subject/s/public/s28453934.jpg,极简宇宙史, ,9.1,7739人,[法] 克里斯托弗·加尔法德 / 童文煦 / 上海三联书店 / 2016-3 / 49.50元,我们的存在的确让太阳系与众不同。夏夜，你躺在沙滩上，仰望夜空。一颗小小的流星安静滑过，还来不及许愿，不可思议的事情发生了：你一下子穿越五十亿年，走进时光的旅... ,克里斯托弗·加尔法德,科普&宇宙&天文&宇宙学&科学&我想读这本书&想读，一定很精彩！&好书，值得一读
https://book.douban.com/subject/26592648/,https://img9.doubanio.com/view/subject/s/public/s29459056.jpg,癌症·真相,医生也在读,8.9,4511人,菠萝 / 清华大学出版社 / 2015-9-1 / 39.00元,暂无,菠萝,科普&癌症&医学&健康&科学&中国&只有医生知道
https://book.douban.com/subject/26901529/,https://img1.doubanio.com/view/subject/s/public/s33303609.jpg,怎样观察一棵树,探寻常见树木的非凡秘密,9.1,918人,[美] 南茜·罗斯·胡格（Nancy Ross Hugo）、[美] 罗伯特·卢埃林（Robert Llewellyn） / 阿黛 / 商务印书馆 / 2016-9 / 88.00元,人人都知道树长什么样子，对吗？但你真的观察过红花槭上精巧的花朵吗？或是鹅掌楸正在萌发的嫩叶？水青冈的枝条？当你仔细观察一棵树时，一个被形状和细节填充的新世界... ,南茜·罗斯·胡格&罗伯特·卢埃林,植物&自然&科普&博物学&博物&生物学&绘本&科学
https://book.douban.com/subject/1322336/,https://img9.doubanio.com/view/subject/s/public/s3011384.jpg,控制论与科学方法论, ,9.1,2021人,金观涛、华国凡 / 新星出版社 / 2005-05 / 16.00,本书从控制论和系统论基本概念的角度介绍科学方法论知识。书中选用大量生动的事例，深人浅出地介绍了控制、反馈、信息、思维和组织，系统及其演化，质变的数学模型等问... ,金观涛&华国凡,控制论&方法论&科学方法论&系统论&科学哲学&科普&哲学&金观涛
https://book.douban.com/subject/30244461/,https://img2.doubanio.com/view/subject/s/public/s29809453.jpg,规模,复杂世界的简单法则,8.0,2198人,杰弗里·韦斯特 (Geoffrey West) / 张培 / 中信出版社 / 2018-6-1 / CNY 98.00,生命体、城市、公司，乃至一切复杂万物，是否都存在相通的内在生长逻辑？制约生命与死亡、城市化的扩张及公司寿命的决定因素究竟是什么？人类能否通过融汇生物学、物理... ,杰弗里·韦斯特,思维&社会学&复杂性&科普&商业&科学&社科&社会科学
https://book.douban.com/subject/26772731/,https://img9.doubanio.com/view/subject/s/public/s28627105.jpg,七堂极简物理课, ,8.3,12025人,[意] 卡洛·罗韦利 / 文铮、陶慧慧 / 博集天卷 | 湖南科学技术出版社 / 2016-5 / 39.00元,在本书中，意大利物理学家卡洛•罗韦利，用诗一般简洁优美的语言，向读者讲述了20世纪以来现代物理学的伟大理论发现。相对论、量子力学、宇宙的结构、空间的颗粒、时... ,卡洛·罗韦利,科普&物理&物理学&科学&自然科学相关&意大利&我想读这本书&好书，值得一读
https://book.douban.com/subject/35033507/,https://img2.doubanio.com/view/subject/s/public/s33621061.jpg,数学之美（第三版）, ,8.8,621人,吴军 / 人民邮电出版社 / 2020-4 / 69.00元,八年前，“数学之美”系列文章原刊载于谷歌黑板报，获得上百万次点击，得到读者高度评价。读者说，读了“数学之美”，才发现大学时学的数学知识，比如马尔可夫链、矩阵... ,吴军,数学&科普&数学文化&计算机&吴军&科学&数据分析&信息
https://book.douban.com/subject/6952036/,https://img1.doubanio.com/view/subject/s/public/s7649177.jpg,对伪心理学说不, ,9.1,5413人,[加拿大] 基思·斯坦诺维奇 / 窦东徽、刘肖岑 / 人民邮电出版社 / 2012-1-1 / 28.00元,本书第1版出版于1983年，20多年来一直被奉为心理学入门经典，在全球顶尖大学中享有盛誉，现在呈现在读者面前的是第8版。这本书并不同于一般的心理学导论类教材... ,基思·斯坦诺维奇,心理学&心理&科普&批判性思维&科学&思维&社会\心理\经济&美国
https://book.douban.com/subject/35623897/,https://img9.doubanio.com/view/subject/s/public/s34015836.jpg,众神的植物,神圣、具疗效和致幻力量的植物,8.6,40人,[美]理查德·伊文斯·舒尔兹、[瑞士]艾伯特·霍夫曼、[德]克里斯汀·拉奇 / 金恒镳 / 商务印书馆 / 2021-9 / 98.00,暂无,理查德·伊文斯·舒尔兹&艾伯特·霍夫曼&克里斯汀·拉奇,植物&博物学&科普&宗教&自然&神话学&科学&植物学
https://book.douban.com/subject/30320887/,https://img3.doubanio.com/view/subject/s/public/s29890030.jpg,我的世界观, ,8.9,2490人,[美] 阿尔伯特·爱因斯坦 / 方在庆 / 中信出版集团 / 2018-11 / 58.00,暂无,阿尔伯特·爱因斯坦,爱因斯坦&世界观&传记&自传&生活哲学&科学家&科学&科普
https://book.douban.com/subject/1084257/,https://img9.doubanio.com/view/subject/s/public/s2226716.jpg,别闹了，费曼先生,科学顽童的故事,8.9,2696人,〔美〕费曼 / 吴程远 / 生活·读书·新知三联书店 / 2005-1 / 15元,费曼一生幽默机智、几近顽童的行止，与其在理论物理方面的成就齐名。本书与《你管别人怎么想》同享盛名，全书没有难懂的科学知识，在一件件新鲜事背后，隐然透露着人性... ,〔美〕费曼,传记&费曼&科普&人物传记&物理&科学&幽默&科学家
https://book.douban.com/subject/35605651/,https://img1.doubanio.com/view/subject/s/public/s34002018.jpg,原动力：改变未来世界的5大核心力量, ,8.2,25人,[美] 史蒂文·霍夫曼 / 周海云 / 中信出版集团 / 2021-10 / 88.00元,这本书详细介绍了改变我们未来世界的5大核心力量——海量连接、生物融合、人类扩张、深度自动化，以及智能爆炸，阐述了这些核心力量给当前以及未来世界带来哪些重要的... ,史蒂文·霍夫曼,科学&科普&智能&未来&新经济&技术&科技&中信出版社
https://book.douban.com/subject/6749832/,https://img1.doubanio.com/view/subject/s/public/s27221967.jpg,复杂, ,9.0,2743人,梅拉妮·米歇尔 / 唐璐 / 湖南科学技术出版社 / 2011-8-1 / 38.00元,《复杂》内容简介：蚂蚁在组成群体时为何会表现出如此的精密性和具有目的性7数以亿计的神经元是如何产生出像意识这样极度复杂的事物7是什么在引导免疫系统、互联网、... ,梅拉妮·米歇尔,复杂系统&科普&思维&科学&复杂&人工智能&计算机&哲学
https://book.douban.com/subject/35321248/,https://img2.doubanio.com/view/subject/s/public/s33843652.jpg,逊色,科学对女性做错了什么？,8.2,155人,安吉拉·萨伊尼（Angela Saini） / 李贯峰 / 重庆大学出版社 / 2021-4-10 / 58,暂无,安吉拉·萨伊尼,女性&性别研究&女权&社会学&科普&科学社会学&科学&社会
https://book.douban.com/subject/27023900/,https://img1.doubanio.com/view/subject/s/public/s29437927.jpg,睡眠革命,如何让你的睡眠更高效,7.4,7444人,[英] 尼克·利特尔黑尔斯 / 王敏 / 北京联合出版公司 / 2017-6 / 49.80元,暂无,尼克·利特尔黑尔斯,睡眠&健康&生活方式&个人管理&睡眠革命&科普&生活&自我管理
https://book.douban.com/subject/30263563/,https://img9.doubanio.com/view/subject/s/public/s29909464.jpg,蒙尘缪斯的微光,从古代到启蒙时代的博学女性,8.1,55人,[芬] 马里奥·T.努尔米宁(Marjo T. Nurminen) / 林铮顗 / 人民邮电出版社 / 2018-10-1 / 88,暂无,马里奥·T.努尔米宁,女性&女性主义&历史&科学&文化&文学&人民邮电出版社&0.文化
https://book.douban.com/subject/30435911/,https://img1.doubanio.com/view/subject/s/public/s33693658.jpg,永不停歇的时钟,机器、生命动能与现代科学的形成,8.9,139人,[美]杰西卡·里斯金 / 王丹、朱丛 / 中信出版集团 / 2020-7-30 / 88,暂无,杰西卡·里斯金,科学史&科普&生命科学&科学&思想史&历史&欧洲史&新书记
https://book.douban.com/subject/35230119/,https://img1.doubanio.com/view/subject/s/public/s33841967.jpg,技术与文明,我们的时代和未来,8.0,461人,张笑宇 / 一頁丨广西师范大学出版社 / 2021-3 / 88,暂无,张笑宇,历史&社会学&科学史&技术&科学人文&科普&人文&科学
https://book.douban.com/subject/25924311/,https://img9.doubanio.com/view/subject/s/public/s27320894.jpg,盲眼钟表匠, ,8.3,947人,[英] 理查德·道金斯 / 王道还 / 中信出版社 / 2014-8-1 / 68.00元,这是英国著名生物学家、《自私的基因》的作者道金斯又一本经典之作。本书是正宗的演化论入门书，是我们认识自己，认识生命本身的绝佳读本。作者道金斯在《自私的基因》... ,理查德·道金斯,科普&进化论&生物学&道金斯&科学&演化&进化&理查德·道金斯
https://book.douban.com/subject/34879783/,https://img1.doubanio.com/view/subject/s/public/s33514479.jpg,有毒,从致命武器到救命解药，看地球致命毒物如何成为生化大师,8.6,512人,[美] 克丽丝蒂 • 威尔科克斯（Christie Wilcox） / 阳曦 / 低音 • 北京联合出版公司 / 2019-11 / 60.00元,暂无,克丽丝蒂 • 威尔科克斯,科普&生物&自然&博物&科学&奇怪的东西&演化论&美国
https://book.douban.com/subject/30164677/,https://img1.doubanio.com/view/subject/s/public/s29710377.jpg,我们为什么会生病, ,8.5,1395人,[美] 伦道夫·M·尼斯、[美] 乔治·C·威廉斯 / 易凡、禹宽平、傅贺（校）、叶凯雄（校） / 湖南科学技术出版社 / 2018-3 / 49.00,有没有想过，人为什么会发烧、发炎？孕妇的“晨吐”是什么原因？为什么许多人小时候不爱吃青菜，长大之后就爱吃了？ 焦虑、抑郁和精神疾病这么糟糕，自然选择为什么留... ,伦道夫·M·尼斯&乔治·C·威廉斯,医学&科普&健康&生物&演化&医疗&科学&思维
https://book.douban.com/subject/25752043/,https://img9.doubanio.com/view/subject/s/public/s27157636.jpg,信息简史,一部历史 一个理论 一股洪流,8.7,2849人,[美] 詹姆斯·格雷克 / 高博 / 人民邮电出版社 / 2013-10 / 69.00元,人类与信息遭遇的历史由来已久。詹姆斯•格雷克笔下的这段历史出人意料地从非洲的鼓语讲起（第1章）。非洲土著部落在尚未直接跨越到移动电话之前，曾用鼓声来传递讯息... ,詹姆斯·格雷克,信息&科普&互联网&计算机&历史&信息化&科学&科技
https://book.douban.com/subject/35560368/,https://img1.doubanio.com/view/subject/s/public/s33986227.jpg,科学之路,人、机器与未来 当机器思考时，人类会怎样？,7.3,88人,[法] 杨立昆 / 中信出版集团 / 2021-8-1 / RMB 88,暂无,杨立昆,人工智能&科学&传记&科普&计算机&计算机科学&计算科学&非虚构
https://book.douban.com/subject/33385217/,https://img1.doubanio.com/view/subject/s/public/s32271437.jpg,全球科技通史, ,8.4,1957人,[美] 吴军 / 中信出版集团 / 2019-4 / 88,大部分人谈到历史的时候，关注的是国家的兴衰、王朝的更替，往往忽视了科技的力量。“文津图书奖”得主吴军博士，首次从科技视角串联历史，以能量和信息两条主线，系统... ,吴军,科技史&吴军&科普&科技&历史&科学&2019&非虚构类
https://book.douban.com/subject/6784981/,https://img9.doubanio.com/view/subject/s/public/s7009864.jpg,几何原本, ,9.4,392人,(古希腊)欧几里得 / 兰纪正、朱恩宽 / 译林出版社 / 2011-11 / 46.80元,《汉译经典037:几何原本》是世界上最著名、最完整且流传最广的数学著作，也是欧几里得最有价值的传世著作。欧几里得在《汉译经典037:几何原本》中，系统地总结... ,欧几里得,数学&几何&经典&科学&古希腊&科普&哲学&希腊
https://book.douban.com/subject/35048568/,https://img1.doubanio.com/view/subject/s/public/s33644728.jpg,how to,如何不切实际地解决实际问题,8.2,1045人,[美]兰道尔·门罗 / Ent / 天津科学技术出版社 / 2020-4-1 / 48,比尔·盖茨盛赞、全球畅销科普作家、What If？作者兰道尔·门罗新作。用超凡脑洞告诉你，再普通的任务都有一个荒诞却符合科学原理的解决方案。不切实际的答案，... ,兰道尔·门罗,科普&思维&涨知识&科学&物理&百科&心理学&神作
