书籍详情链接,图片链接,书名,书名简述,评分,评价数,出版相关信息,概况,作者
https://book.douban.com/subject/35545272/,https://img3.doubanio.com/view/subject/s/public/s33973820.jpg,贪婪的多巴胺, ,8.1,900人,(美) 丹尼尔·利伯曼、(美) 迈克尔·E.朗 / 郑李垚 / 中信出版社 / 2021-9-5 / 59,为什么曾经浪漫的感情也会变淡？为什么成功人士通常不会觉得自己很成功？为什么几乎所有的节食计划后来都功亏一篑？为什么聪明的人经常会做出糟糕透顶、灾难性的决定？... ,丹尼尔·利伯曼&迈克尔·E.朗
https://book.douban.com/subject/25985021/,https://img2.doubanio.com/view/subject/s/public/s27814883.jpg,人类简史,从动物到上帝,9.1,165666人,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版社 / 2014-11 / 68.00元,暂无,尤瓦尔·赫拉利
https://book.douban.com/subject/35604398/,https://img9.doubanio.com/view/subject/s/public/s34001916.jpg,病人家属，请来一下, ,8.4,598人,王兴 / 上海译文出版社 / 2021-9-1 / 48,暂无,王兴
https://book.douban.com/subject/35332778/,https://img1.doubanio.com/view/subject/s/public/s33821128.jpg,我们为什么要睡觉？, ,8.5,1710人,[英] 马修·沃克 / 田盈春 / 后浪丨北京联合出版公司 / 2021-3 / 60.00元,暂无,马修·沃克
https://book.douban.com/subject/35508620/,https://img9.doubanio.com/view/subject/s/public/s33931624.jpg,深时之旅, ,9.2,296人,[英] 罗伯特·麦克法伦 / 王如菲 / 文汇出版社 / 2021-7 / 79.00元,暂无,罗伯特·麦克法伦
https://book.douban.com/subject/26706730/,https://img1.doubanio.com/view/subject/s/public/s28381539.jpg,肠子的小心思, ,8.9,9689人,【德】朱莉娅·恩德斯 / 钱为 / 江苏凤凰科学技术出版社 / 2016-1 / 38.00元,暂无,朱莉娅·恩德斯
https://book.douban.com/subject/35292688/,https://img1.doubanio.com/view/subject/s/public/s33823248.jpg,微积分的力量, ,8.7,849人,[美] 史蒂夫·斯托加茨 / 任烨 / 中信出版集团 / 2021-1 / 69.00元,微积分是人类历史上的伟大思想成就之一，也是数学领域不可或缺的一个重要分支。除此之外，我们更应该关注的事实是：如果没有微积分，人类就不可能发明电视、微波炉、移... ,史蒂夫·斯托加茨
https://book.douban.com/subject/26576861/,https://img1.doubanio.com/view/subject/s/public/s28260907.jpg,最好的告别,关于衰老与死亡，你必须知道的常识,9.0,37137人,[美] 阿图·葛文德（Atul Gawande） / 王一方 主编、彭小华 / 浙江人民出版社 / 2015-7-31 / 54.90元,当独立、自助的生活不能再维持时，我们该怎么办？在生命临近终点的时刻，我们该和医生谈些什么？应该如何优雅地跨越生命的终点？对于这些问题，大多数人缺少清晰的观念... ,阿图·葛文德
https://book.douban.com/subject/35601874/,https://img2.doubanio.com/view/subject/s/public/s34003891.jpg,跟动物交换身体, ,8.3,240人,[日] 川崎悟司 著 / 董方 / 湖南文艺出版社 / 2021-9 / 49.80元,暂无,川崎悟司 著
https://book.douban.com/subject/35041685/,https://img9.doubanio.com/view/subject/s/public/s33677194.jpg,人体简史,你的身体30亿岁了,8.6,3408人,[英] 比尔·布莱森 / 闾佳 / 文汇出版社 / 2020-6-1 / 69.9,暂无,比尔·布莱森
https://book.douban.com/subject/35635639/,https://img3.doubanio.com/view/subject/s/public/s34025530.jpg,法治的细节, ,8.5,639人,罗翔 / 云南人民出版社 / 2021-11 / 49.8,暂无,罗翔
https://book.douban.com/subject/35170896/,https://img1.doubanio.com/view/subject/s/public/s33710398.jpg,平面国,多维空间传奇往事,9.1,6420人,[英] 埃德温·A·艾勃特 / 鲁冬旭 / 上海文化出版社 / 2020-8 / 39.80元,暂无,埃德温·A·艾勃特
https://book.douban.com/subject/34842793/,https://img2.doubanio.com/view/subject/s/public/s33514773.jpg,薄世宁医学通识讲义,一生需要上一次医学院,8.8,3238人,薄世宁 / 中信出版集团 / 2019-10 / 69.00元,医学，面对的是复杂的生命现象，既是最新科学技术的主战场，也是人类自我关怀和探寻生命意义的最前沿。人在一生中，难免要面对疾病的来临与生命的诘问，以医学的思维面... ,薄世宁
https://book.douban.com/subject/26390842/,https://img9.doubanio.com/view/subject/s/public/s28073424.jpg,哲学家们都干了些什么,史上最严谨又最不严肃的哲学史,8.6,22156人,林欣浩 / 北京联合出版公司 / 2015-4 / 52.00元,暂无,林欣浩
https://book.douban.com/subject/26953606/,https://img9.doubanio.com/view/subject/s/public/s29802866.jpg,人类简史,从动物到上帝,9.1,28599人,[以] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版社 / 2017-2-1 / 68.00元,暂无,尤瓦尔·赫拉利
https://book.douban.com/subject/1467022/,https://img9.doubanio.com/view/subject/s/public/s1486674.jpg,上帝掷骰子吗,量子物理史话,9.2,29298人,曹天元 / 辽宁教育出版社 / 2006-1 / 32.00元,《上帝掷骰子吗》这本书是关于量子论的故事。量子论是一个极为奇妙的理论：从物理角度来说，它在科学家中间引起了最为激烈的争议和关注；从现实角度来说，它给我们的社... ,曹天元
https://book.douban.com/subject/1102715/,https://img3.doubanio.com/view/subject/s/public/s2516920.jpg,从一到无穷大,科学中的事实和臆测,9.1,12182人,[美] G. 伽莫夫 / 暴永宁 译、吴伯泽 校 / 科学出版社 / 2002-11 / 29.00元,《从一到无穷大：科学中的事实和臆测》是当今世界最有影响的科普经典名著之一，1970年代末由科学出版社引进出版后，曾在国内引起很大反响，直接影响了众多的科普工... ,G. 伽莫夫
https://book.douban.com/subject/27590675/,https://img1.doubanio.com/view/subject/s/public/s29845298.jpg,你是你吃出来的,吃对少生病，病了这样吃,8.9,5490人,夏萌 / 江西科学技术出版社 / 2017-9-1 / 49.8,暂无,夏萌
https://book.douban.com/subject/1291204/,https://img1.doubanio.com/view/subject/s/public/s1789059.jpg,哥德尔、艾舍尔、巴赫,集异璧之大成,9.4,7342人,[美] 侯世达 / 严勇、刘皓明、莫大伟 / 商务印书馆 / 1997-5 / 88.00元,集异璧－GEB，是数学家哥德尔、版画家艾舍尔、音乐家巴赫三个名字的前缀。《哥德尔、艾舍尔、巴赫书：集异璧之大成》是在英语世界中有极高评价的科普著作，曾获得普... ,侯世达
https://book.douban.com/subject/11445548/,https://img9.doubanio.com/view/subject/s/public/s11214645.jpg,自私的基因, ,8.5,15522人,[英]理查德·道金斯 / 卢允中、张岱云、陈复加、罗小舟 / 中信出版社 / 2012-9 / 68.00元,《自私的基因》是20世纪最经典的著作，这版三十周年纪念版，在前版本基础上有两章增补和修订。我们从哪里来，又将到哪里去。生命有何意义，我们该如何认知自己？《自... ,理查德·道金斯
https://book.douban.com/subject/20507206/,https://img1.doubanio.com/view/subject/s/public/s24598159.jpg,众病之王,癌症传,9.0,11008人,[美] 悉达多·穆克吉 / 李虎 / 中信出版社 / 2013-2 / 42.00元,《众病之王：癌症传》是一部饱含人文主义色彩的社科文化著作。作者悉达多•穆克吉历时六年，凭借翔实的历史资料、专业文献、媒体报道、患者专访等众多信息，向读者阐述... ,悉达多·穆克吉
https://book.douban.com/subject/35434553/,https://img9.doubanio.com/view/subject/s/public/s33890944.jpg,惊呆了！原来这就是社会学, ,8.7,1454人,［日］田中正人、［日］香月孝史 / 刘晓晓 / 南海出版公司 / 2021-5-1 / 59.00元,暂无,田中正人&香月孝史
https://book.douban.com/subject/30354451/,https://img2.doubanio.com/view/subject/s/public/s32311632.jpg,皮肤的秘密,关于人体最大器官的一切,8.0,6225人,[德]耶尔•阿德勒 (Yael Adler)、[德]卡提雅•史匹哲 (Katja Spitzer )  绘 / 刘立 / 东方出版社 / 2019-2 / 59.00元,暂无,耶尔•阿德勒&卡提雅•史匹哲 [Katja Spitzer ]  绘
https://book.douban.com/subject/35510592/,https://img2.doubanio.com/view/subject/s/public/s34069451.jpg,癌症·防御, ,9.2,177人,李治中（菠萝） / 中信出版社 / 2021-7 / 59.8,暂无,李治中
https://book.douban.com/subject/35490038/,https://img2.doubanio.com/view/subject/s/public/s33917843.jpg,宇宙, ,9.2,373人,[美]卡尔·萨根 / 虞北冥 / 上海科学技术文献出版社 / 2021-6 / 78,暂无,卡尔·萨根
https://book.douban.com/subject/35601606/,https://img3.doubanio.com/view/subject/s/public/s34000400.jpg,生命的起源,所有生命的共同祖先在40亿年前是怎样诞生的？,7.4,392人,刘大可 / 中信出版集团 / 2021-9-25 / 168,暂无,刘大可
https://book.douban.com/subject/1034282/,https://img2.doubanio.com/view/subject/s/public/s1914861.jpg,时间简史,插图本,8.8,55174人,[英] 史蒂芬·霍金 / 许明贤、吴忠超 / 湖南科学技术出版社 / 2010-4 / 45.00元,《时间简史》讲述是探索时间和空间核心秘密的故事，是关于宇宙本性的最前沿知识，包括我们的宇宙图像、空间和时间、膨胀的宇宙不确定性原理、基本粒子和自然的力、黑洞... ,史蒂芬·霍金
https://book.douban.com/subject/35649768/,https://img9.doubanio.com/view/subject/s/public/s34031986.jpg,不可思议的人体, ,8.8,106人,[日] 茨木保 / 周岩蕾 / 后浪｜北京联合出版公司 / 2021-11 / 39.80元,暂无,茨木保
https://book.douban.com/subject/35426737/,https://img3.doubanio.com/view/subject/s/public/s33879350.jpg,吴军数学通识讲义,原来数学可以这样用,8.8,548人,吴军 / 新星出版社 / 2021-4 / 99.00元,如何一眼识破庞氏骗局、做好理财、投资？如何在购房贷款时做出最优选择？如何增加简历通过初筛的几率？如何规划公司的发展曲线？更重要的是，如何提升自己的认知水平？... ,吴军
https://book.douban.com/subject/1813841/,https://img2.doubanio.com/view/subject/s/public/s1738643.jpg,枪炮、病菌与钢铁,人类社会的命运,8.7,41555人,[美] 贾雷德·戴蒙德 / 谢延光 / 上海世纪出版集团 / 2006-4-1 / 45.00元,为什么是欧亚大陆人征服、赶走或大批杀死印第安人、澳大利亚人和非洲人，而不是相反？为什么么小麦和玉米、牛和猪以及现代世界的其他一些“不了起的”作物和牲畜出现在... ,贾雷德·戴蒙德
https://book.douban.com/subject/33424487/,https://img2.doubanio.com/view/subject/s/public/s32332471.jpg,时间的秩序, ,8.9,16410人,[意] 卡洛·罗韦利 / 杨光 / 湖南科学技术出版社 / 2019-6 / 56.00元,为什么我们记得过去，而非未来？时间“流逝”意味着什么？是我们存在于时间之内，还是时间存在于我们之中？卡洛·罗韦利用诗意的文字，邀请我们思考这一亘古难题——时... ,卡洛·罗韦利
https://book.douban.com/subject/35568328/,https://img9.doubanio.com/view/subject/s/public/s33991224.jpg,刘嘉概率论通识讲义, ,8.2,234人,刘嘉 / 新星出版社 / 2021-9 / 69.00元,概率论是数学学科里很基础、很年轻、应用很广泛的一门学科，它不仅和我们日常生活息息相关，更是当今大火的大数据和人工智能技术的基础。不学概率论，就没法看懂前沿科... ,刘嘉
https://book.douban.com/subject/35221093/,https://img9.doubanio.com/view/subject/s/public/s33734635.jpg,复杂生命的起源, ,9.2,594人,[英] 尼克·莱恩（Nick Lane） / 严曦 / 后浪丨贵州大学出版社 / 2020-11 / 84.00元,暂无,尼克·莱恩
https://book.douban.com/subject/34835320/,https://img9.doubanio.com/view/subject/s/public/s33501396.jpg,这里是中国, ,8.2,6615人,星球研究所、中国青藏高原研究会 / 中信出版集团 / 2019-9 / 168.00元,暂无,星球研究所&中国青藏高原研究会
https://book.douban.com/subject/35396007/,https://img1.doubanio.com/view/subject/s/public/s33869888.jpg,气候经济与人类未来,比尔·盖茨给世界的解决方案,8.1,1889人,[美国] 比尔·盖茨 / 陈召强 / 中信出版集团 / 2021-4-5 / 68,暂无,比尔·盖茨
https://book.douban.com/subject/20283570/,https://img2.doubanio.com/view/subject/s/public/s24229421.jpg,所罗门王的指环, ,9.2,2704人,康拉德•洛伦茨 / 刘志良 / 中信出版社 / 2012-11-1 / 35.00元,暂无,康拉德•洛伦茨
https://book.douban.com/subject/35643334/,https://img2.doubanio.com/view/subject/s/public/s34038832.jpg,身体由我,关于了不起的女性身体的一切,8.6,64人,[德] 希拉·德利兹 著、[德] 路易莎·施托默尔 绘 / 马心湖 / 北京科学技术出版社 / 2021-12 / 69.00元,暂无,希拉·德利兹 著&路易莎·施托默尔 绘
https://book.douban.com/subject/35532018/,https://img9.doubanio.com/view/subject/s/public/s33949726.jpg,森林之花,玛格丽特·米的植物学笔记,9.3,111人,[英] 玛格丽特·米 / 李永学 / 浦睿文化·湖南美术出版社 / 2021-11-1 / 128元,暂无,玛格丽特·米
https://book.douban.com/subject/35622463/,https://img9.doubanio.com/view/subject/s/public/s34014824.jpg,社会生物学,个体、群体和社会的行为原理与联系,9.2,58人,[美]爱德华·O. 威尔逊（Edward O． Wilson） / 毛盛贤、孙港波、刘晓君、刘耳 / 后浪丨北京联合出版公司 / 2021-11 / 168.00元,暂无,爱德华·O. 威尔逊
https://book.douban.com/subject/26592648/,https://img9.doubanio.com/view/subject/s/public/s29459056.jpg,癌症·真相,医生也在读,8.9,4511人,菠萝 / 清华大学出版社 / 2015-9-1 / 39.00元,暂无,菠萝
https://book.douban.com/subject/35639819/,https://img2.doubanio.com/view/subject/s/public/s34027843.jpg,米拉的猜想, ,8.3,137人,[英] 安格斯·班克罗夫特、[英] 拉尔夫·费弗尔 / 金芳旭 / 上海文化出版社 / 2021-12 / 56.00元,暂无,安格斯·班克罗夫特&拉尔夫·费弗尔
https://book.douban.com/subject/30277179/,https://img9.doubanio.com/view/subject/s/public/s29917146.jpg,打开一颗心,一位心外科医生手术台前的生死故事,9.1,5521人,[英] 斯蒂芬·韦斯塔比 / 高天羽 / 理想国 | 广西师范大学出版社 / 2018-11 / 49.00元,“我经手过12000颗心脏。”作者在心外科暨胸外科从业数十年，手术成绩卓著。本书即汇集了作者经历的一些经典案例（多数发生在1970年代至2000年代之间），... ,斯蒂芬·韦斯塔比
https://book.douban.com/subject/27624390/,https://img9.doubanio.com/view/subject/s/public/s29702964.jpg,云彩收集者手册, ,8.3,7031人,[英] 加文·普雷特-平尼 / 王燕平、张超 / 译林出版社 / 2018-3 / 45.00元,本书介绍了46种云彩和大气光学现象，并且收录了全世界云彩爱好者 拍摄的百余幅精彩摄影作品。从太空 边缘的神秘夜光云，到我们周围的重重雾霭，都在这本手册之中。... ,加文·普雷特-平尼
https://book.douban.com/subject/35627828/,https://img1.doubanio.com/view/subject/s/public/s34018707.jpg,尖叫的数学,令人惊叹的数学之美,8.4,38人,[意]翁贝托·博塔兹尼 / 余婷婷 / 湖南科学技术出版社 / 2021-10 / 54.80元,暂无,翁贝托·博塔兹尼
https://book.douban.com/subject/35154591/,https://img3.doubanio.com/view/subject/s/public/s33699210.jpg,刑法学讲义, ,8.4,4949人,罗翔 / 云南人民出版社 / 2020-8-1 / 68.00元,暂无,罗翔
https://book.douban.com/subject/4822685/,https://img2.doubanio.com/view/subject/s/public/s27331702.jpg,编码,隐匿在计算机软硬件背后的语言,9.3,4333人,[美] Charles Petzold / 左飞、薛佟佟 / 电子工业出版社 / 2010 / 55.00元,本书讲述的是计算机工作原理。作者用丰富的想象和清晰的笔墨将看似繁杂的理论阐述得通俗易懂，你丝毫不会感到枯燥和生硬。更重要的是，你会因此而获得对计算机工作原理... ,Charles Petzold
https://book.douban.com/subject/26021455/,https://img2.doubanio.com/view/subject/s/public/s27506982.jpg,中国古代文化常识,插图修订第4版,9.4,3258人,王力 主编、马汉麟 等执笔、姜亮夫 叶圣陶 等审校、刘乐园 修订 / 北京联合出版公司 / 2014-11 / 60.00元,暂无,王力 主编&马汉麟 等执笔&姜亮夫 叶圣陶 等审校&刘乐园 修订
https://book.douban.com/subject/30368111/,https://img2.doubanio.com/view/subject/s/public/s29912082.jpg,生命密码,你的第一本基因科普书,7.4,1238人,尹烨 / 中信出版社 / 2018-10 / 68,暂无,尹烨
https://book.douban.com/subject/26985299/,https://img9.doubanio.com/view/subject/s/public/s29585484.jpg,小岛经济学,鱼、美元和经济的故事,8.1,5015人,[美] 彼得·希夫、[美] 安德鲁·希夫 / 胡晓姣、吕靖纬、陈志超 / 中信出版集团 / 2017-3 / 48,暂无,彼得·希夫&安德鲁·希夫
https://book.douban.com/subject/35198304/,https://img3.doubanio.com/view/subject/s/public/s33717560.jpg,是我把你蠢哭了吗, ,8.0,1327人,[英] 迪安·博内特 / 朱机 / 后浪丨福建教育出版社 / 2020-10 / 42.00元,暂无,迪安·博内特
https://book.douban.com/subject/33477229/,https://img1.doubanio.com/view/subject/s/public/s32344288.jpg,上帝掷骰子吗？,量子物理史话,9.0,4210人,曹天元 / 北京联合出版公司 / 2019-6-1 / 59.80元,暂无,曹天元
https://book.douban.com/subject/26943161/,https://img2.doubanio.com/view/subject/s/public/s29287103.jpg,未来简史, ,8.4,48689人,[以色列] 尤瓦尔·赫拉利 / 林俊宏 / 中信出版集团 / 2017-2 / 68.00元,进入21世纪后，曾经长期威胁人类生存、发展的瘟疫、饥荒和战争已经被攻克，智人面临着新的待办议题：永生不老、幸福快乐和成为具有“神性”的人类。在解决这些新问题... ,尤瓦尔·赫拉利
https://book.douban.com/subject/35582653/,https://img2.doubanio.com/view/subject/s/public/s34004472.jpg,太空居民,人类将如何在无垠宇宙中定居,8.9,37人,〔美〕克里斯托弗·万杰克 / 李平 / 社会科学文献出版社 / 2021-10 / 89,暂无,〔美〕克里斯托弗·万杰克
https://book.douban.com/subject/35653750/,https://img9.doubanio.com/view/subject/s/public/s34037166.jpg,穿过一条街道的方法,无穷大简史,9.1,35人,[美] 大卫•福斯特·华莱士 / 胡凯衡 / 广东人民出版社 / 2021-11-15 / 78元,暂无,大卫•福斯特·华莱士
https://book.douban.com/subject/34897038/,https://img2.doubanio.com/view/subject/s/public/s33525533.jpg,地球上最孤单的动物,43种濒危动物插画集,9.1,2384人,[英] 米莉·玛洛塔 / 孙依静 / 后浪丨四川美术出版社 / 2020-2 / 99.80元,暂无,米莉·玛洛塔
https://book.douban.com/subject/35599931/,https://img9.doubanio.com/view/subject/s/public/s33996575.jpg,什么塑造了今天的编程世界,漫画编程历史大事件（2022年周历版）,8.6,37人,西乔、霍炬 / 人民邮电出版社 / 2021-10-1 / 149.8,《什么塑造了今天的编程世界：漫画编程历史大事件》是一本新颖的“风琴折”形式的文化周历，精选200年间56个改变编程世界的关键节点，兼顾广度和深度，贯穿多条技... ,西乔&霍炬
https://book.douban.com/subject/5248516/,https://img2.doubanio.com/view/subject/s/public/s27276912.jpg,改变心理学的40项研究, ,9.2,4396人,罗杰•霍克 (Roger R. Hock) / 白学军 / 人民邮电出版社 / 2010-8-1 / 28.00元,本书的独到之处在于填补了心理学书籍和心理学研究之间的沟壑，从历史的角度展示了心理学史上最有名的40项研究，并介绍了这些研究的后续进展和相关研究。通过阅读本书... ,罗杰•霍克
https://book.douban.com/subject/26712353/,https://img1.doubanio.com/view/subject/s/public/s30010617.jpg,血疫,埃博拉的故事,8.6,27364人,[美] 理查德·普雷斯顿 / 姚向辉 / 上海译文出版社 / 2016-3 / 45.00元,暂无,理查德·普雷斯顿
https://book.douban.com/subject/3529721/,https://img9.doubanio.com/view/subject/s/public/s28331406.jpg,"""赤脚医生""手册", ,8.8,107人,上海中医学院 等编写、上海出版系统出版革命组 编辑 / 上海科学技术出版社 / 1969-12 / 1.30,暂无,上海中医学院 等编写&上海出版系统出版革命组 编辑
https://book.douban.com/subject/35469488/,https://img2.doubanio.com/view/subject/s/public/s33907601.jpg,最初的爱，最后的故事, ,8.8,307人,[英] 奥利弗·萨克斯 / 肖晓、周书 / 广西师范大学出版社 / 2021-7 / 59.00,暂无,奥利弗·萨克斯
https://book.douban.com/subject/35514120/,https://img1.doubanio.com/view/subject/s/public/s33947839.jpg,这里是中国2,百年重塑山河,8.2,783人,星球研究所 / 中信出版集团 / 2021-7 / 198,暂无,星球研究所
https://book.douban.com/subject/34782541/,https://img1.doubanio.com/view/subject/s/public/s33462079.jpg,从一到无穷大, ,9.0,1529人,[美] 乔治·伽莫夫 / 阳曦 / 天津人民出版社 / 2019-9 / 58.00元,暂无,乔治·伽莫夫
https://book.douban.com/subject/35578735/,https://img2.doubanio.com/view/subject/s/public/s34002592.jpg,人类进化史,火、语言、美与时间如何创造了我们,7.5,111人,[英]加亚·文斯 / 贾青青、李静逸、袁高喆、于小岑 / 中信出版集团 / 2021-10 / 69,暂无,加亚·文斯
https://book.douban.com/subject/3930318/,https://img9.doubanio.com/view/subject/s/public/s3980835.jpg,超越时空,通过平行宇宙、时间卷曲和第十维度的科学之旅,9.1,4292人,"[美] 加来道雄（Kaku, M） / 刘玉玺、曹志良 / 上海科技教育出版社 / 2009-6 / 36.00元",当代物理学中一些非常重要而又艰深的思想，往往因为难以形象浅显地解说而不易为公众了解。本书作者不畏艰辛，用很生动的方式向读者展示了现代物理前沿之一——超空间理... ,加来道雄
https://book.douban.com/subject/3228668/,https://img2.doubanio.com/view/subject/s/public/s3305272.jpg,上帝掷骰子吗,量子物理史话,9.3,5078人,曹天元 / 辽宁教育出版社 / 2008-9 / 35.00元,《上帝掷骰子吗》这本书是关于量子论的故事。量子论是一个极为奇妙的理论：从物理角度来说，它在科学家中间引起了最为激烈的争议和关注；从现实角度来说，它给我们的社... ,曹天元
https://book.douban.com/subject/35167939/,https://img3.doubanio.com/view/subject/s/public/s33737440.jpg,鳗鱼的旅行,一场对目标与意义的探寻,8.7,4360人,[瑞典] 帕特里克•斯文松 / 徐昕 / 湖南文艺出版社&amp;博集天卷 / 2020-10 / 58,暂无,帕特里克•斯文松
https://book.douban.com/subject/27156306/,https://img2.doubanio.com/view/subject/s/public/s29561691.jpg,现实不似你所见,量子引力之旅,9.2,4161人,[意] 卡洛·罗韦利 / 杨光 / 湖南科学技术出版社 / 2017-11 / 49.00,世界的基本组成部分是什么？时间和空间真的存在吗？现实（Reality）的本质是什么？现象级科普畅销书《七堂极简物理课》作者、意大利理论物理学家卡洛·罗韦利以... ,卡洛·罗韦利
https://book.douban.com/subject/35602271/,https://img1.doubanio.com/view/subject/s/public/s34017228.jpg,0次与10000次,如何创造全新的人生脚本,7.8,255人,[德] 吉塔·雅各布（Gitta Jacob） / 蔡清雨 / 人民邮电出版社 / 2021-10 / 59.8元,伴侣那么糟糕，为什么有些人就是离不开？为什么离开了一个糟糕的伴侣，又遇到一个更糟糕的伴侣？为什么你总是一次又一次地走进同样的死胡同？虽然你也会告诫自己“下次... ,吉塔·雅各布
https://book.douban.com/subject/35219823/,https://img2.doubanio.com/view/subject/s/public/s33736761.jpg,仿制药的真相, ,8.6,3145人,[美] 凯瑟琳·埃班 / 高天羽 / 民主与建设出版社 / 2020-10 / 58,暂无,凯瑟琳·埃班
https://book.douban.com/subject/20287804/,https://img9.doubanio.com/view/subject/s/public/s29329896.jpg,军地两用人才之友, ,9.0,71人,沈阳军区政治部研究室 / 沈阳出版社 / 1990,八十年代应对官兵军地转型的内部指导书，前面的为军事，打飞机、伏击坦克、识别地雷等等，后面则五花八门，从农业水利、车工钳工电工，总之当时各行工作都有介绍。 ,沈阳军区政治部研究室
https://book.douban.com/subject/1028409/,https://img9.doubanio.com/view/subject/s/public/s34069455.jpg,中国少年儿童百科全书（全四册）, ,9.4,12669人,林崇德 主编 / 浙江教育出版社 / 1991-4 / 168.00元,浙江教育出版社出版的《中国少年儿童百科全书》(双色版)作为中国第一部少年儿童百科全书，自1991年儿童节出版以来，一直热销全国，被誉为国内图书市场的“常青树... ,林崇德 主编
https://book.douban.com/subject/34912073/,https://img9.doubanio.com/view/subject/s/public/s33550455.jpg,古代人的日常生活（当当典藏版）, ,7.3,2203人,讲历史的王老师 / 江苏凤凰文艺出版社 / 2020-3 / 69.9,暂无,讲历史的王老师
https://book.douban.com/subject/35582672/,https://img2.doubanio.com/view/subject/s/public/s33984623.jpg,量子宇宙, ,8.8,63人,【英】布莱恩·考克斯、【英】杰夫·福修 / 王一帆 / 上海科学技术文献出版社 / 2021-9-5 / 49.8,暂无,布莱恩·考克斯&杰夫·福修
https://book.douban.com/subject/34464674/,https://img1.doubanio.com/view/subject/s/public/s33471187.jpg,万物发明指南,时间旅行者生存手册,8.7,1315人,[加] 瑞安·诺思 / 王乔琦 / 中信出版社 / 2019-9-20 / 78.00,暂无,瑞安·诺思
https://book.douban.com/subject/33385402/,https://img3.doubanio.com/view/subject/s/public/s33129140.jpg,事实,用数据思考，避免情绪化决策,8.0,10196人,[瑞典] 汉斯·罗斯林、[瑞典] 欧拉·罗斯林、[瑞典]  安娜·罗斯林·罗朗德 / 张征 / 文汇出版社 / 2019-4 / 99.00元,暂无,汉斯·罗斯林&欧拉·罗斯林&安娜·罗斯林·罗朗德
https://book.douban.com/subject/33944838/,https://img2.doubanio.com/view/subject/s/public/s33322823.jpg,考试脑科学,脑科学中的高效记忆法,8.0,1467人,[日]池谷裕二 / 高宇涵 / 图灵｜人民邮电出版社 / 2019-7 / 59.80元,暂无,池谷裕二
https://book.douban.com/subject/26901529/,https://img1.doubanio.com/view/subject/s/public/s33303609.jpg,怎样观察一棵树,探寻常见树木的非凡秘密,9.1,918人,[美] 南茜·罗斯·胡格（Nancy Ross Hugo）、[美] 罗伯特·卢埃林（Robert Llewellyn） / 阿黛 / 商务印书馆 / 2016-9 / 88.00元,人人都知道树长什么样子，对吗？但你真的观察过红花槭上精巧的花朵吗？或是鹅掌楸正在萌发的嫩叶？水青冈的枝条？当你仔细观察一棵树时，一个被形状和细节填充的新世界... ,南茜·罗斯·胡格&罗伯特·卢埃林
https://book.douban.com/subject/30309613/,https://img1.doubanio.com/view/subject/s/public/s29904968.jpg,自私的基因,40周年增订版,8.2,2081人,[英] 理查德·道金斯 / 卢允中;张岱云;陈复加;罗小舟;叶盛 / 中信出版集团 / 2018-11 / 68.00元,暂无,理查德·道金斯
https://book.douban.com/subject/35454663/,https://img1.doubanio.com/view/subject/s/public/s33893008.jpg,我们星球上的生命,我一生的目击证词与未来憧憬,8.9,235人,[英]大卫·爱登堡（David Attenborough） / 林华 / 中信出版集团 / 2021-6 / 65,暂无,大卫·爱登堡
https://book.douban.com/subject/2160556/,https://img1.doubanio.com/view/subject/s/public/s2619779.jpg,十万个为什么, ,9.1,14952人,少年儿童出版社 / 1962 / 30.00元,1980年《十万个为什么》开始进行第三次大修订，推出第四版。这次大修订，肯定了初版本的特色，否定了“文革”版本，大体上保持第二版的规模和创作特色，仍是14分... ,少年儿童出版社
https://book.douban.com/subject/35493710/,https://img2.doubanio.com/view/subject/s/public/s33920201.jpg,我们如何看见，又如何思考, ,8.3,54人,[美]理查德·马斯兰 / 顾金涛 / 中信出版社 / 2021-8-3 / 59.00元,每一天睁开眼，我们就在接收来自外界的信息，我们的眼睛究竟是如何承载这个世界的信息的，又是如何传递到我们的大脑的？人人都说眼睛是心灵和灵魂的窗户，这又是为什么... ,理查德·马斯兰
https://book.douban.com/subject/26697350/,https://img9.doubanio.com/view/subject/s/public/s28453934.jpg,极简宇宙史, ,9.1,7739人,[法] 克里斯托弗·加尔法德 / 童文煦 / 上海三联书店 / 2016-3 / 49.50元,我们的存在的确让太阳系与众不同。夏夜，你躺在沙滩上，仰望夜空。一颗小小的流星安静滑过，还来不及许愿，不可思议的事情发生了：你一下子穿越五十亿年，走进时光的旅... ,克里斯托弗·加尔法德
https://book.douban.com/subject/34800351/,https://img2.doubanio.com/view/subject/s/public/s33826853.jpg,半小时漫画经济学,生活常识篇,6.7,8254人,陈磊、半小时漫画团队 / 海南出版社 / 2019-8 / 49.90元,在大多数读者的心目中，经济学都是专业、晦涩的代名词，但陈磊（笔名：二混子）领衔的半小时漫画团队，却通过手绘漫画和段子，深入浅出地将经济学与我们在现实生活中安... ,陈磊&半小时漫画团队
